subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Nuclei,Nuclear Fission vs Fusion Energy Source,Medium,60,"Hydrogen bombs (thermonuclear weapons) use nuclear __, while ordinary nuclear (atomic) bombs use nuclear __:",fission; fusion,fusion; fission,fission; fission,fusion; fusion,B
Physics,Nuclei,Mean Life Calculation from Half Life,Medium,90,"A radioactive element has a half-life of 10 days. Its mean life (tau = T_1/2 / ln(2)) is approximately:",6.93 days,10 days,14.43 days,20 days,C
Physics,Nuclei,Proton vs Neutron Mass Comparison,Medium,60,"The mass of a proton (mp) compared to the mass of a neutron (mn) is:",mp > mn,mp = mn,mp < mn (proton is slightly lighter),They have the same mass as an electron,C
Physics,Nuclei,Nuclear Density Value,Medium,60,"The nuclear density is approximately the same for all nuclei. Its approximate value is:",2.3 * 10^10 kg/m^3,2.3 * 10^14 kg/m^3,2.3 * 10^17 kg/m^3,2.3 * 10^20 kg/m^3,C
Physics,Nuclei,Binding Energy Curve - Light Nuclei Fusion,Medium,60,"The BE/A curve shows that for very light nuclei (small A), the BE/A is relatively small. This implies that when two light nuclei fuse, the product has:",Lower BE/A than the reactants (energy is absorbed),Higher BE/A than the reactants (energy is released),The same BE/A as the reactants,Zero BE/A,B
Physics,Nuclei,Binding Energy Curve - Heavy Nuclei Fission,Medium,60,"The BE/A curve shows that for very heavy nuclei (large A), the BE/A starts to decrease. This implies that when a heavy nucleus undergoes fission into two medium-mass fragments:",Energy is absorbed,Energy is released (the fragments have higher BE/A),No energy change occurs,Neutrons are produced without energy change,B
Physics,Nuclei,Geiger Nuttall Law Concept,Medium,60,"The Geiger-Nuttall law relates the half-life of an alpha emitter to:",The mass of the nucleus,The charge of the nucleus,The energy (and hence range) of the emitted alpha particle — higher energy alpha particles come from nuclei with shorter half-lives,The temperature of the environment,C
Physics,Nuclei,Radioactive Series Parent,Medium,60,"The naturally occurring radioactive decay series starting from Uranium-238 ends at which stable isotope?",Lead-208 (Pb-208),Lead-206 (Pb-206),Bismuth-209,Radon-222,B
Physics,Nuclei,Neutron to Proton Ratio and Stability,Medium,60,"For stable light nuclei (small A), the ratio of neutrons (N) to protons (Z) is approximately:",N/Z >> 1,N/Z = 1,N/Z << 1,N/Z = 0,B
Physics,Nuclei,Artificial Radioactivity,Medium,60,"Artificial (induced) radioactivity was first discovered when bombarding aluminum with alpha particles. The first artificially produced radioactive nucleus was:",Carbon-14,Phosphorus-30 (P-30),Nitrogen-13,Oxygen-18,B
Physics,Nuclei,Binding Energy of He-4 Calculation,Hard,90,"The mass of a He-4 nucleus is 4.0015 u. The mass of a proton is 1.00728 u and neutron is 1.00866 u. The mass defect of He-4 is approximately (2 protons + 2 neutrons, total free nucleon mass = 2*1.00728 + 2*1.00866 = 4.03188 u):",0.0004 u,0.0004 u,0.03038 u,0.3038 u,C
Physics,Nuclei,Half Life Calculation Given Lambda,Hard,90,"A radioactive substance has a decay constant lambda = 6.93 * 10^-4 per second. Its half-life is (T_1/2 = 0.693 / lambda):",0.1 s,1000 s,693 s,6930 s,B
Physics,Nuclei,Remaining Fraction After Given Time,Hard,90,"A radioactive sample has a half-life of 20 days. The fraction of the original sample remaining after 60 days is:",1/4,1/6,1/8,1/16,C
Physics,Nuclei,Activity Ratio After Time t,Hard,90,"A radioactive sample has an initial activity A0. After a time equal to 2 half-lives, the ratio of the current activity to the initial activity (A/A0) is:",1/2,1/4,1/8,1/16,B
Physics,Nuclei,Age of Sample from Activity Ratio,Hard,90,"A radioactive sample now has 1/8 of its original activity. If the half-life is 3 years, the age of the sample is (N/N0 = 1/8 = (1/2)^n, n=3 half-lives, age=3*3=9 years):",3 years,6 years,9 years,12 years,C
Physics,Nuclei,Nuclear Radius Calculation for Pb-208,Hard,90,"The nuclear radius of Pb-208 (mass number A=208) is (R = 1.2 fm * A^(1/3), 208^(1/3) approx 5.93):",1.2 fm,3.6 fm,7.1 fm,14.4 fm,C
Physics,Nuclei,Q Value from Mass Defect in MeV,Hard,90,"The mass defect in an alpha decay is found to be 0.005 u. The Q value of this decay is approximately (1 u = 931.5 MeV/c^2):",0.005 MeV,0.47 MeV,4.66 MeV,931.5 MeV,C
Physics,Nuclei,Number of Atoms after Continuous Production and Decay,Hard,90,"In a radioactive decay problem, a sample initially has N0 undecayed nuclei and decays with decay constant lambda. If the sample is left for a very long time (t >> T_1/2), the number of undecayed nuclei approaches:",N0,N0/2,N0/e,0,D
Physics,Nuclei,Beta Decay Mass Condition for Spontaneity,Hard,90,"For beta-minus decay of a nucleus (Z,A) to (Z+1,A) to be energetically allowed, the condition on atomic masses M is:","M(Z,A) < M(Z+1,A)","M(Z,A) > M(Z+1,A)","M(Z,A) = M(Z+1,A)","M(Z,A) > M(Z+1,A) + 2me",B
Physics,Nuclei,Chain Reaction Multiplication Factor,Hard,75,"In a nuclear reactor, when the multiplication factor k = 1, the reactor is said to be:",Subcritical (reaction dying out),Critical (steady power output),Supercritical (power increasing),Shutdown,B
Physics,Nuclei,Energy Released per Fission Reaction Context,Hard,75,"Approximately 200 MeV of energy is released per fission of U-235. The number of fissions required to release 1 J of energy is approximately (1 MeV = 1.6 * 10^-13 J):",3.1 * 10^10,3.1 * 10^13,3.1 * 10^16,3.1 * 10^7,A
Physics,Nuclei,Alpha Decay of Ra-226,Hard,90,"Radium-226 (Z=88) undergoes alpha decay. The daughter nucleus has Z = __ and A = __:",Z=86 and A=222,Z=87 and A=225,Z=86 and A=224,Z=90 and A=230,A
Physics,Nuclei,Beta Decay Neutrino Emission,Hard,75,"In beta-minus decay, an antineutrino is also emitted along with the electron. This was proposed to explain the:",Discrete spectrum of alpha particles,Continuous energy spectrum of beta particles (electron can carry varying energies),Fixed wavelength of gamma rays,Discrete spectral lines of emitted photons,B
Physics,Nuclei,Nuclear Force vs Coulomb Force at Short Range,Hard,75,"At distances of about 1 fm (10^-15 m), the nuclear strong force between two nucleons is approximately __ times stronger than the electrostatic (Coulomb) force between two protons:",10,100,1000,10^6 times stronger than Coulomb force at that range,B
Physics,Nuclei,Mass Number and Proton Count in Isotope,Hard,60,"An isotope of element X has atomic number Z = 30 and mass number A = 67. How many neutrons are in this nucleus?",30,37,67,97,B
Physics,Nuclei,BE Per Nucleon for Fusion Product Comparison,Hard,90,"Tritium (H-3, BE/A = 2.83 MeV) and deuterium (H-2, BE/A = 1.11 MeV) fuse to form He-4 (BE/A = 7.07 MeV) and a neutron. The Q value per fusion reaction is approximately (using BE per nucleon: Q = 4*7.07 - 3*2.83 - 2*1.11 MeV):",2.83 MeV,17.6 MeV,7.07 MeV,28.3 MeV,B
Physics,Nuclei,Neutrons Released per Fission,Hard,60,"When U-235 undergoes fission after absorbing a slow neutron, the number of fast neutrons released per fission (on average) is approximately:",1,2-3,5,10,B
Physics,Nuclei,Decay Constant from Mean Life,Hard,75,"A radioactive element has a mean life of 200 days. Its decay constant lambda (in per day) is:",0.00693,0.005,0.693,200,B
Physics,Nuclei,Carbon Dating Half Life,Medium,60,"Radiocarbon dating (C-14 dating) is based on the decay of C-14 with a half-life of approximately:",570 years,5730 years,57300 years,573000 years,B
Physics,Nuclei,Gamma Ray Properties,Medium,60,"Which of the following correctly describes gamma rays?",They are positively charged helium nuclei,They are high-speed electrons emitted from the nucleus,"They are high-energy electromagnetic radiation (photons), uncharged and highly penetrating",They are neutrons ejected from the nucleus,C
Physics,Nuclei,Radioactive Displacement Law Alpha,Medium,60,"When a nucleus undergoes alpha decay, the daughter nucleus has atomic number Z' and mass number A' given by (parent Z and A):",Z' = Z + 2 and A' = A + 4,Z' = Z - 2 and A' = A - 4,Z' = Z - 1 and A' = A - 1,Z' = Z + 1 and A' = A,B
Physics,Nuclei,Radioactive Displacement Law Beta Minus,Medium,60,"When a nucleus undergoes beta-minus decay, the daughter nucleus has atomic number Z' and mass number A' given by (parent Z and A):",Z' = Z - 1 and A' = A,Z' = Z + 1 and A' = A (neutron converts to proton; A unchanged),Z' = Z and A' = A - 1,Z' = Z + 1 and A' = A + 1,B
Physics,Nuclei,D-T Fusion Energy Release,Medium,75,"The fusion reaction between deuterium (D = H-2) and tritium (T = H-3) to produce He-4 and a neutron releases approximately:",0.2 MeV,17.6 MeV,200 MeV,4 eV,B
Physics,Nuclei,Electron Capture Process,Medium,75,"In electron capture, a nucleus captures an inner orbital electron. The effect on the nucleus is:",Z increases by 1 and A stays the same,Z decreases by 1 and A stays the same (a proton becomes a neutron),Z stays the same and A decreases by 1,Z decreases by 2 and A decreases by 4,B
Physics,Nuclei,Reactor Coolant Function,Medium,60,"The coolant in a nuclear reactor (such as water or liquid sodium) serves to:",Slow down neutrons to thermal energies,Absorb excess neutrons to control the reaction,Transfer heat from the reactor core to the steam generator,Reflect neutrons back into the core,C
Physics,Nuclei,Activity Calculation After Two Half-Lives,Hard,90,"A radioactive sample initially has an activity of 4000 Bq. After a time equal to 3 half-lives, its activity (in Bq) is:",2000,1000,500,250,C
Physics,Nuclei,Number of Nuclei Remaining After Time t,Hard,90,"A radioactive sample of N0 = 10^20 nuclei has a half-life of 10 years. The number of nuclei remaining after 30 years is (N = N0 * (1/2)^n, n = 30/10 = 3 half-lives):",1.25 * 10^19,2.5 * 10^19,5 * 10^19,7.5 * 10^19,A
Physics,Nuclei,Q Value of Fission Reaction,Hard,90,"In a fission reaction, the total mass of reactants is 236.052 u and the total mass of products is 235.865 u. The Q value of this reaction is approximately (1 u = 931.5 MeV, Delta_m = 0.187 u):",0.187 MeV,87.2 MeV,174.2 MeV,931.5 MeV,C
