subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Electromagnetic Waves,Infrared Radiation Use,Easy,45,Infrared radiation is commonly used for:,Sterilizing surgical instruments,Treating cancer,"Remote controls, thermal imaging, and greenhouse warming",Detecting bone fractures,C
Physics,Electromagnetic Waves,Microwave Use,Easy,45,Microwaves are commonly used in:,Radar systems and microwave ovens,Medical X-ray imaging,Radioactive tracing,Producing visible light in bulbs,A
Physics,Electromagnetic Waves,Radio Waves Use,Easy,45,Radio waves are primarily used for:,Sterilization of food,"Communication, such as radio and television broadcasting",Treating skin diseases,Producing nuclear reactions,B
Physics,Electromagnetic Waves,Relation Between E0 and B0,Easy,50,"In an electromagnetic wave traveling in vacuum, the amplitudes of the electric field (E0) and magnetic field (B0) are related by:",E0 = B0,"E0 = c * B0, where c is the speed of light",E0 = B0 / c,E0 = c^2 * B0,B
Physics,Electromagnetic Waves,EM Waves Carry Energy and Momentum,Easy,45,"Electromagnetic waves, on striking a surface, can exert a force on it because they carry:",Mass only,Energy and momentum,Electric charge,Magnetic monopoles,B
Physics,Electromagnetic Waves,Maxwell's Contribution,Easy,50,James Clerk Maxwell's major contribution to electromagnetism was to:,Discover the electron,Show that light is an electromagnetic wave by unifying the laws of electricity and magnetism,Invent the radio,Discover X-rays,B
Physics,Electromagnetic Waves,EM Wave Propagation Medium,Easy,45,"Unlike sound waves, electromagnetic waves can travel through:",Only solids,Only liquids,"Vacuum (empty space), as they do not require a material medium",Only gases,C
Physics,Electromagnetic Waves,Visible Light Wavelength Range,Easy,45,The wavelength range of visible light is approximately:,0.1 nm to 1 nm,400 nm to 700 nm,1 mm to 1 m,1 m to 100 m,B
Physics,Electromagnetic Waves,EM Wave and Charge Acceleration,Easy,45,Electromagnetic waves are produced by:,Charges moving with uniform velocity,Stationary charges,Accelerated (oscillating) electric charges,Neutral particles,C
Physics,Electromagnetic Waves,Hertz's Experiment,Easy,45,The experimental confirmation of the existence of electromagnetic waves was first achieved by:,Isaac Newton,Heinrich Hertz,Albert Einstein,Michael Faraday,B
Physics,Electromagnetic Waves,EM Wave Energy Density Electric Part,Easy,50,"In an electromagnetic wave, the average energy density due to the electric field is proportional to:",epsilon0 * E0^2 (with an appropriate averaging factor),epsilon0 * E0,mu0 * E0^2,E0^2 / mu0,A
Physics,Electromagnetic Waves,Poynting Vector,Easy,50,The Poynting vector represents the:,Direction and rate of energy transfer per unit area in an electromagnetic wave,Total charge in a circuit,Magnetic flux through a surface,Electric potential difference,A
Physics,Electromagnetic Waves,EM Wave Net Charge,Easy,45,Electromagnetic waves are:,Charged,"Electrically neutral, carrying no net electric charge",Always positively charged,Always negatively charged,B
Physics,Electromagnetic Waves,Television and Radio Broadcast Waves,Easy,50,Television and FM radio broadcasts typically use which part of the electromagnetic spectrum?,Gamma rays,X-rays,Radio waves (including microwaves for some applications),Ultraviolet rays,C
Physics,Electromagnetic Waves,Microwave Oven Heating Mechanism,Easy,50,Microwave ovens heat food primarily by causing:,Nuclear reactions in the food,"Water molecules in the food to absorb microwave energy and rotate, generating heat",Direct combustion of the food,Ionization of food molecules,B
Physics,Electromagnetic Waves,Changing Electric Field Produces Magnetic Field,Easy,50,Maxwell's equations predict that a changing electric field can give rise to:,"A magnetic field, even in the absence of any conduction current",Only a gravitational field,"Nothing; only changing magnetic fields produce effects",A static charge distribution,A
Physics,Electromagnetic Waves,Sun as EM Wave Source,Easy,40,The energy that reaches Earth from the Sun travels in the form of:,Sound waves,Electromagnetic waves,Matter waves,Seismic waves,B
Physics,Electromagnetic Waves,Wavelength-Frequency Relation,Easy,45,"For an electromagnetic wave, the relationship between wavelength (lambda), frequency (f), and speed (c) is:",c = lambda / f,c = lambda * f,c = f / lambda,c = lambda + f,B
Physics,Electromagnetic Waves,X-ray Medical Use,Easy,45,X-rays are widely used in medicine primarily for:,Imaging bones and detecting fractures,Sterilizing water,Treating eye infections,Measuring blood pressure,A
Physics,Electromagnetic Waves,Gamma Ray Medical Use,Easy,50,"In medicine, gamma rays are used for:",Taking simple skin photographs,Treating cancer cells (radiotherapy) and sterilizing medical equipment,Correcting vision,Measuring body temperature,B
Physics,Electromagnetic Waves,EM Wave In-Phase Oscillation,Easy,50,"In an electromagnetic wave, the oscillating electric and magnetic fields are:",Out of phase by 90 degrees,Out of phase by 180 degrees,In phase with each other,Completely independent and unrelated in phase,C
Physics,Electromagnetic Waves,Conduction Current vs Displacement Current,Easy,55,"Inside a charging parallel plate capacitor, between the plates:",There is conduction current but no displacement current,There is displacement current but no conduction current (since no charge actually flows through the gap),Both conduction and displacement currents are zero,Both conduction and displacement currents are equal and nonzero,B
Physics,Electromagnetic Waves,EM Waves and Refractive Index,Easy,50,"The refractive index of a medium is related to its electromagnetic properties because the speed of light in a medium depends on the medium's:",Density and color only,Permittivity and permeability,Temperature only,Mass and volume,B
Physics,Electromagnetic Waves,Wireless Communication Waves,Easy,45,Mobile phone communication primarily uses electromagnetic waves in the:,Gamma ray region,Microwave / radio frequency region,X-ray region,Ultraviolet region,B
Physics,Electromagnetic Waves,EM Wave Energy and Frequency,Easy,45,"Among electromagnetic waves of different frequencies, the photon energy associated with the wave:",Decreases as frequency increases,Increases as frequency increases,Is independent of frequency,Is always the same for all electromagnetic waves,B
Physics,Electromagnetic Waves,Long Distance Radio Communication,Easy,50,Long-distance radio communication around the curved surface of the Earth is made possible by reflection of radio waves from the:,Troposphere,Ionosphere,Ozone layer only,Stratosphere's ozone molecules exclusively,B
Physics,Electromagnetic Waves,Speed of Light Calculation,Medium,75,"Given mu0 = 4*pi*10^-7 T-m/A and epsilon0 = 8.85*10^-12 C^2/(N-m^2), the speed of electromagnetic waves in vacuum calculated from c = 1/sqrt(mu0*epsilon0) is approximately:",3 * 10^5 m/s,3 * 10^6 m/s,3 * 10^8 m/s,3 * 10^10 m/s,C
Physics,Electromagnetic Waves,Wavelength Calculation from Frequency,Medium,75,An electromagnetic wave has a frequency of 3 * 10^9 Hz. Its wavelength in vacuum is:,0.1 m,1 m,10 m,100 m,A
Physics,Electromagnetic Waves,Frequency Calculation from Wavelength,Medium,75,An electromagnetic wave has a wavelength of 600 nm. Its frequency is approximately:,5 * 10^12 Hz,5 * 10^14 Hz,5 * 10^16 Hz,5 * 10^8 Hz,B
Physics,Electromagnetic Waves,Displacement Current Calculation,Medium,90,"A parallel plate capacitor is being charged such that the electric flux between the plates changes at a rate of 4 V-m/s. The displacement current is (epsilon0 = 8.85 * 10^-12 F/m):",3.54 * 10^-11 A,3.54 * 10^-10 A,8.85 * 10^-12 A,4 * 10^-12 A,A
Physics,Electromagnetic Waves,EM Wave E0 B0 Ratio,Medium,75,"In an electromagnetic wave, the peak electric field is 600 V/m. The peak magnetic field is approximately (c = 3 * 10^8 m/s):",2 * 10^-6 T,2 * 10^-8 T,6 * 10^-6 T,1.8 * 10^8 T,A
Physics,Electromagnetic Waves,Energy Density Ratio Electric to Magnetic,Medium,75,The total average energy density of an electromagnetic wave is shared between the electric and magnetic field contributions in the ratio:,1:1 (equal contributions),2:1,1:2,Depends on the wave's frequency,A
Physics,Electromagnetic Waves,Radiation Pressure Total Absorption,Medium,75,"If an electromagnetic wave of intensity I is completely absorbed by a surface, the radiation pressure exerted on the surface is:",P = I * c,P = I / c,P = I * c^2,P = 2I / c,B
Physics,Electromagnetic Waves,Radiation Pressure Total Reflection,Medium,75,"If an electromagnetic wave of intensity I is totally reflected back by a surface at normal incidence, the radiation pressure exerted is:",P = I / c,P = 2I / c,P = I * c,P = I / (2c),B
Physics,Electromagnetic Waves,Momentum Delivered by EM Wave,Medium,75,An electromagnetic wave delivers energy U to a surface that completely absorbs it. The momentum delivered to the surface is:,p = U * c,p = U / c,p = U / c^2,p = U * c^2,B
Physics,Electromagnetic Waves,Microwave Frequency Range,Medium,75,Microwaves typically have frequencies in the range of:,10^3 to 10^6 Hz,10^9 to 10^12 Hz,10^15 to 10^17 Hz,10^18 to 10^20 Hz,B
Physics,Electromagnetic Waves,X-ray Wavelength Range,Medium,75,X-rays typically have wavelengths in the range of:,10^-8 to 10^-13 m,10^-3 to 10^-1 m,10^-6 to 10^-4 m,1 to 100 m,A
Physics,Electromagnetic Waves,Faraday's Law in EM Waves,Medium,75,"In the context of Maxwell's equations describing electromagnetic waves, a time-varying magnetic field generates:",A time-varying electric field (as per Faraday's law of induction),A static magnetic field only,No electric field,Only a gravitational field,A
Physics,Electromagnetic Waves,Ampere-Maxwell Law,Medium,75,The Ampere-Maxwell law modifies Ampere's circuital law by adding a term for:,Gravitational flux,"Displacement current, due to the changing electric flux",Conduction current only,Magnetic monopoles,B
Physics,Electromagnetic Waves,Comparing Penetration of EM Waves,Medium,75,"Among visible light, X-rays, and radio waves, the one with the greatest penetrating power through typical biological tissue is:",Radio waves,Visible light,X-rays,All have equal penetrating power,C
Physics,Electromagnetic Waves,EM Wave Intensity and Amplitude,Medium,60,The intensity of an electromagnetic wave is proportional to:,The amplitude of the electric field,The square of the amplitude of the electric field,The square root of the amplitude of the electric field,The inverse of the amplitude of the electric field,B
Physics,Electromagnetic Waves,EM Spectrum and Energy Comparison,Medium,75,"Comparing a photon of ultraviolet light and a photon of infrared light, the ultraviolet photon has:",Lower energy than the infrared photon,Higher energy than the infrared photon,The same energy as the infrared photon,Zero energy,B
Physics,Electromagnetic Waves,Polarization of EM Waves,Medium,75,Electromagnetic waves can be polarized because they are:,Longitudinal waves,"Transverse waves, with the electric field oscillating in a specific direction perpendicular to propagation",Sound waves,Always unpolarized by nature,B
Physics,Electromagnetic Waves,Velocity of EM Wave in Medium,Medium,75,The speed of an electromagnetic wave in a medium with permittivity epsilon and permeability mu is given by:,v = 1 / sqrt(mu * epsilon),v = mu * epsilon,v = sqrt(mu * epsilon),v = mu / epsilon,A
Physics,Electromagnetic Waves,Visible Light vs Ultraviolet,Medium,60,"Compared to ultraviolet radiation, visible light has:",Higher frequency and shorter wavelength,Lower frequency and longer wavelength,The same frequency,No defined relationship,B
Physics,Electromagnetic Waves,EM Wave Fields at a Point,Medium,75,A point in space through which an electromagnetic wave is passing experiences:,Only a changing electric field,Only a changing magnetic field,"Both a changing electric field and a changing magnetic field, oscillating in phase and perpendicular to each other",Neither field; only a pressure wave,C
Physics,Electromagnetic Waves,Greenhouse Effect and Infrared,Medium,60,The greenhouse effect on Earth is primarily related to the absorption and re-emission of:,Gamma rays by the atmosphere,Infrared radiation by greenhouse gases such as carbon dioxide and water vapor,X-rays by the ozone layer,Radio waves by the ionosphere,B
Physics,Electromagnetic Waves,Maxwell to Hertz Timeline,Medium,75,"Maxwell's theoretical prediction of electromagnetic waves (around 1864) was experimentally verified by Hertz approximately:","Immediately, in the same year","About 50 years later, in 1914","About two decades later, around 1887-88","About a century later, in 1964",C
Physics,Electromagnetic Waves,Frequency Unchanged Across Media,Medium,75,"When an electromagnetic wave passes from vacuum into a denser medium, which of the following quantities remains unchanged?",Speed of the wave,Wavelength of the wave,Frequency of the wave,None of these remain unchanged,C
Physics,Electromagnetic Waves,Communication Satellite Frequency Band,Medium,60,Communication satellites typically use which part of the electromagnetic spectrum for transmitting signals to and from ground stations?,Visible light,Microwaves,Gamma rays,Infrared only,B
Physics,Electromagnetic Waves,EM Wave Propagation in Charge-Free Vacuum,Medium,75,"An electromagnetic wave can propagate through a region of empty space containing no charges or currents because:","A changing electric field produces a changing magnetic field and vice versa, sustaining the wave",Electric and magnetic fields require charges to exist at every point,Vacuum has a very high permittivity,A constant gravitational field maintains the wave,A
Physics,Electromagnetic Waves,EM Wave Speed in Vacuum vs Medium,Medium,60,The speed of an electromagnetic wave in a transparent medium (such as glass) compared to its speed in vacuum is:,Always greater,Always less,Always equal,Independent of the medium's properties,B
Physics,Electromagnetic Waves,Order of EM Spectrum by Photon Energy,Medium,75,Arranging electromagnetic radiations in order of increasing photon energy gives:,"Gamma rays, X-rays, ultraviolet, visible, infrared, radio waves","Radio waves, infrared, visible, ultraviolet, X-rays, gamma rays","Visible, infrared, radio waves, ultraviolet, X-rays, gamma rays","X-rays, gamma rays, ultraviolet, visible, infrared, radio waves",B
Physics,Electromagnetic Waves,Microwave Frequency to Wavelength,Medium,90,A microwave oven operates at a frequency of 2.45 GHz. Its wavelength in vacuum is approximately:,1.2 cm,12 cm,122 cm,1200 cm,B
Physics,Electromagnetic Waves,Average Intensity Formula,Medium,75,"The average intensity of an electromagnetic wave in terms of the peak electric field E0, permittivity epsilon0, and speed of light c is given by:",I_avg = (1/2) * epsilon0 * c * E0^2,I_avg = epsilon0 * E0^2,I_avg = c * E0,I_avg = (1/2) * epsilon0 * E0,A
Physics,Electromagnetic Waves,Faraday Cage Shielding,Medium,75,A metallic enclosure (Faraday cage) blocks external electromagnetic waves from entering because:,"The metal absorbs all light, converting it to heat instantly",Charges on the conducting surface rearrange to cancel the external field inside the enclosure,Metal is transparent to electromagnetic waves,The metal generates an opposing electromagnetic wave of much higher frequency,B
Physics,Electromagnetic Waves,AM Radio Frequency Range,Medium,60,Radio waves used for AM broadcasting typically have frequencies in the range of:,530 kHz to 1600 kHz,5.3 Hz to 16 Hz,530 MHz to 1600 MHz,530 GHz to 1600 GHz,A
Physics,Electromagnetic Waves,Average Electric Energy Density Calculation,Hard,90,"A plane electromagnetic wave has a peak electric field E0 = 300 V/m. Using epsilon0 = 8.85 * 10^-12 F/m and the relation u_E(avg) = (1/4) * epsilon0 * E0^2, the average energy density due to the electric field alone is approximately:",2 * 10^-7 J/m^3,2 * 10^-9 J/m^3,8 * 10^-7 J/m^3,4 * 10^-7 J/m^3,A
Physics,Electromagnetic Waves,Total Average Energy Density Calculation,Hard,90,"For the electromagnetic wave in the previous question (E0 = 300 V/m), the total average energy density (electric plus magnetic contributions, which are equal) is:",1 * 10^-7 J/m^3,2 * 10^-7 J/m^3,4 * 10^-7 J/m^3,8 * 10^-7 J/m^3,C
Physics,Electromagnetic Waves,Radiation Pressure on Absorbing Surface,Hard,90,"Sunlight falls on a perfectly absorbing surface with an intensity of 1400 W/m^2. The radiation pressure exerted on the surface is approximately (c = 3 * 10^8 m/s):",4.2 * 10^-9 Pa,4.7 * 10^-6 Pa,4.2 * 10^3 Pa,4.7 Pa,B
Physics,Electromagnetic Waves,Radiation Pressure on Reflecting Surface,Hard,90,"If the surface in the previous question were a perfect reflector instead of a perfect absorber, the radiation pressure would be approximately:",2.3 * 10^-6 Pa,4.7 * 10^-6 Pa,9.3 * 10^-6 Pa,1.4 * 10^-5 Pa,C
Physics,Electromagnetic Waves,Force from Radiation Pressure Calculation,Hard,90,"A laser beam of intensity 2 * 10^6 W/m^2 is incident normally on a totally absorbing surface of area 1 cm^2. The force exerted on the surface is approximately (c = 3 * 10^8 m/s):",6.7 * 10^-7 N,6.7 * 10^-5 N,6.7 * 10^-3 N,6.7 * 10^1 N,A
Physics,Electromagnetic Waves,Wavelength Identification in Spectrum,Hard,75,A wave with a wavelength of about 1 mm lies in which part of the electromagnetic spectrum?,Visible light,Infrared / microwave boundary region,X-rays,Gamma rays,B
Physics,Electromagnetic Waves,Number of Wavelengths in a Distance,Hard,90,"An electromagnetic wave of frequency 10^10 Hz travels a distance of 3 meters in vacuum. The number of complete wavelengths contained in this distance is approximately:",1,10,100,1000,C
Physics,Electromagnetic Waves,Travel Time Earth to Moon,Hard,90,"The Earth-Moon distance is approximately 3.84 * 10^8 m. The time taken for an electromagnetic wave, such as a radio signal, to travel this distance is approximately:",0.013 s,0.128 s,1.28 s,12.8 s,C
Physics,Electromagnetic Waves,Wavelength Ratio of Two EM Waves,Hard,90,"Two electromagnetic waves in vacuum have frequencies f1 = 10^14 Hz and f2 = 10^16 Hz. The ratio of their wavelengths (lambda1 / lambda2) is:",0.01,1,100,10000,C
Physics,Electromagnetic Waves,Displacement Current in Circular Capacitor,Hard,90,"A parallel plate capacitor with circular plates of radius 5 cm is being charged. The electric field between the plates changes at a rate of 10^12 V/(m-s). The displacement current is approximately (epsilon0 = 8.85 * 10^-12 F/m):",0.0695 A,0.695 A,6.95 A,6.95 * 10^-5 A,A
Physics,Electromagnetic Waves,Momentum Change on Reflection vs Absorption,Hard,90,"A fully absorbing surface receives electromagnetic energy E and momentum p from incident radiation. If the surface were instead a perfect reflector and received the same energy E, the momentum delivered would be:",p / 2,p,2p,4p,C
Physics,Electromagnetic Waves,Average Poynting Vector Magnitude,Hard,90,"For an electromagnetic wave with peak electric field E0 and peak magnetic field B0, the magnitude of the time-averaged Poynting vector (intensity) is given by:",S_avg = E0 * B0 / mu0,S_avg = (E0 * B0) / (2 * mu0),S_avg = E0 * B0 * mu0,S_avg = 2 * E0 * B0 / mu0,B
Physics,Electromagnetic Waves,Bandwidth from Carrier Frequency,Hard,75,"A transmission system requires a bandwidth of 5% of the carrier frequency. For a carrier frequency of 100 MHz, the available bandwidth is:",0.5 MHz,5 MHz,50 MHz,500 MHz,B
Physics,Electromagnetic Waves,Refractive Index from EM Wave Speed,Hard,90,An electromagnetic wave travels at a speed of 2 * 10^8 m/s in a certain medium. The refractive index of this medium is approximately (c = 3 * 10^8 m/s):,0.67,1.5,2.0,3.0,B
Physics,Electromagnetic Waves,Power Absorbed by a Surface,Hard,75,An electromagnetic wave of intensity 100 W/m^2 is incident normally on a surface of area 0.5 m^2. The total power absorbed by the surface (assuming complete absorption) is:,25 W,50 W,100 W,200 W,B
Physics,Electromagnetic Waves,Choice of Microwaves for Satellite Communication,Hard,90,"For satellite communication, microwaves (in the GHz range) are preferred over very low-frequency radio waves mainly because:",Microwaves cannot be absorbed by the atmosphere at all,Higher frequencies allow larger bandwidth and can be transmitted as narrow beams using smaller antennas,Microwaves travel faster than radio waves in vacuum,Microwaves have zero energy and cause no interference,B
Physics,Electromagnetic Waves,Doppler Effect for EM Waves,Hard,75,"When a source of electromagnetic waves moves away from an observer, the observed frequency of the wave:",Increases (blue shift),Decreases (red shift),Remains exactly the same,Becomes infinite,B
Physics,Electromagnetic Waves,Direction of B Field in Plane EM Wave,Hard,90,"A plane electromagnetic wave traveling along the x-axis has its electric field oscillating along the y-axis. The magnetic field of this wave must oscillate along the:",x-axis,y-axis,z-axis,Both x and y axes simultaneously,C
Physics,Electromagnetic Waves,Photon Count for Same Power Output,Hard,90,"A radio transmitter emits photons of very low energy compared to gamma rays, for the same total power output. Therefore, compared to a gamma-ray source of equal power, the radio transmitter emits:",Far fewer photons per second,Far more photons per second,The same number of photons per second,No photons at all,B
Physics,Electromagnetic Waves,UV-A vs UV-B Distinction,Hard,90,"Compared to UV-A radiation, UV-B radiation has:","Longer wavelength and lower energy, and is largely absorbed by the ozone layer","Shorter wavelength and higher energy, and is largely absorbed by the ozone layer",The same wavelength as UV-A,Lower energy than infrared radiation,B
Physics,Electromagnetic Waves,Frequency Unchanged on Entering Medium,Hard,75,"An electromagnetic wave travels from vacuum (refractive index 1) into a medium of refractive index 1.5. If its frequency in vacuum is f, its frequency in the medium is:",f / 1.5,f,1.5 * f,f^2,B
