subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Wave Optics,Young's Double Slit,Easy,45,"In Young's double-slit experiment, the pattern observed consists of:",no pattern,alternating bright and dark fringes,uniform illumination,a single bright spot,B
Physics,Wave Optics,Diffraction,Easy,45,Diffraction of light refers to the:,total internal reflection,bending of light around obstacles and edges,splitting of light into colours,polarization,B
Physics,Wave Optics,Polarization,Easy,45,Light that can be polarized must be a ____ wave.,longitudinal,mechanical,transverse,standing,C
Physics,Wave Optics,Fringe Width,Medium,55,"In Young's double-slit experiment, the fringe width is given by:",lambda D / d,D / (lambda d),lambda d / D,d D / lambda,A
Physics,Wave Optics,Interference,Medium,55,"For constructive interference, the path difference between two waves must be:",an odd multiple of half the wavelength,lambda/2,an integer multiple of the wavelength,lambda/4,C
Physics,Wave Optics,Coherence,Medium,55,Two coherent sources of light must have a constant:,wavelength difference,phase difference,amplitude difference,frequency difference,B
Physics,Wave Optics,Polarization,Medium,55,The polarization of light confirms that light is:,a longitudinal wave,always unpolarized,a transverse wave,a stream of particles only,C
Physics,Wave Optics,Fringe Width,Hard,85,"In a double-slit setup with slit separation 1 mm, screen 1 m away and light of 600 nm, the fringe width is:",6 mm,1.2 mm,0.06 mm,0.6 mm,D
Physics,Wave Optics,Interference,Hard,80,"For destructive interference, the path difference must equal:",(n + 1/2) lambda,lambda,2 n lambda,n lambda,A
Physics,Wave Optics,Fringe Width,Hard,80,"If a Young's double-slit apparatus is fully immersed in water, the fringe width:",becomes zero,decreases,increases,remains unchanged,B
Physics,Wave Optics,Single Slit Diffraction,Hard,80,"In single-slit diffraction, the width of the central maximum is ____ the width of a secondary maximum.",four times,equal to,half,twice,D
Physics,Dual Nature of Radiation and Matter,Photoelectric Effect,Easy,45,The photoelectric effect demonstrates the ____ nature of light.,magnetic,mechanical,particle,wave,C
Physics,Dual Nature of Radiation and Matter,Photon,Easy,45,A discrete packet of light energy is called a:,proton,neutron,photon,electron,C
Physics,Dual Nature of Radiation and Matter,Photon Energy,Easy,45,The energy of a photon of frequency nu is:,h nu,h nu squared,h / nu,nu / h,A
Physics,Dual Nature of Radiation and Matter,Work Function,Easy,45,The minimum energy required to eject an electron from a metal surface is called the:,potential energy,binding energy,kinetic energy,work function,D
Physics,Dual Nature of Radiation and Matter,Einstein's Equation,Medium,55,"By Einstein's photoelectric equation, the maximum kinetic energy of photoelectrons is:",the work function minus h nu,h nu minus the work function,h nu plus the work function,h nu times the work function,B
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength,Medium,55,The de Broglie wavelength of a particle of momentum p is:,h / p,p / h,h x p,h / E,A
Physics,Dual Nature of Radiation and Matter,Threshold Frequency,Medium,55,Photoelectrons are emitted from a metal only when the frequency of incident light exceeds the:,mean frequency,maximum frequency,zero frequency,threshold frequency,D
Physics,Dual Nature of Radiation and Matter,Stopping Potential,Medium,55,The stopping potential in the photoelectric effect depends on the ____ of the incident light.,polarization,intensity,frequency,phase,C
Physics,Dual Nature of Radiation and Matter,Photon Energy,Hard,85,The energy of a photon of frequency 5 x 10^14 Hz is (h = 6.6 x 10^-34 J s):,3.3 x 10^-20 J,1.3 x 10^-48 J,3.3 x 10^-19 J,6.6 x 10^-19 J,C
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength,Hard,80,The de Broglie wavelength of a particle is inversely proportional to its:,energy squared,momentum,mass only,charge,B
Physics,Dual Nature of Radiation and Matter,Photoelectric Effect,Hard,80,"If the frequency of incident light (above threshold) is increased, the maximum kinetic energy of the photoelectrons:",remains unchanged,increases,becomes zero,decreases,B
Physics,Dual Nature of Radiation and Matter,Photoelectric Effect,Hard,80,Increasing the intensity of incident light (frequency fixed and above threshold) increases the:,number of emitted photoelectrons,maximum kinetic energy,threshold frequency,stopping potential,A
Physics,Atoms,Rutherford Model,Easy,45,Rutherford's scattering experiment showed that an atom has a:,small dense positively charged nucleus,negatively charged core,uniformly distributed positive charge,no nucleus,A
Physics,Atoms,Bohr Model,Easy,45,"In Bohr's model, electrons revolve around the nucleus in:",the proton,fixed orbits,the nucleus,random straight lines,B
Physics,Atoms,Hydrogen Spectrum,Easy,45,The spectral series of hydrogen that lies in the visible region is the:,Brackett series,Paschen series,Lyman series,Balmer series,D
Physics,Atoms,Atomic Structure,Easy,40,The lightest and simplest atom is that of:,helium,hydrogen,oxygen,carbon,B
Physics,Atoms,Quantization,Medium,55,"In Bohr's model, the angular momentum of the electron is an integral multiple of:",h squared,h/2pi,2 pi h,h,B
Physics,Atoms,Hydrogen Spectrum,Medium,55,The Lyman series of the hydrogen spectrum lies in the:,ultraviolet region,visible region,infrared region,microwave region,A
Physics,Atoms,Energy Levels,Medium,55,The energy of the electron in the nth Bohr orbit of hydrogen is proportional to:,n^2,-1/n^2,1/n,-n,B
Physics,Atoms,Bohr Radius,Medium,55,The radius of the nth Bohr orbit of hydrogen is proportional to:,1/n^2,n,n^2,1/n,C
Physics,Atoms,Energy Levels,Hard,80,The ground-state energy of the hydrogen atom is:,-3.4 eV,-13.6 eV,-1.51 eV,+13.6 eV,B
Physics,Atoms,Energy Levels,Hard,80,The energy of the n = 2 level of the hydrogen atom is:,-1.51 eV,-13.6 eV,-6.8 eV,-3.4 eV,D
Physics,Atoms,Ionization Energy,Hard,80,The energy required to ionize a hydrogen atom from its ground state is:,1.51 eV,13.6 eV,3.4 eV,10.2 eV,B
Physics,Atoms,Spectral Transitions,Hard,80,"When an electron in hydrogen jumps from n = 3 to n = 2, the emitted photon belongs to the:",Lyman series,Pfund series,Paschen series,Balmer series,D
Physics,Nuclei,Nuclear Composition,Easy,45,The nucleus of an atom contains:,protons and neutrons,only electrons,protons and electrons,only protons,A
Physics,Nuclei,Isotopes,Easy,45,Isotopes of an element have the same number of:,neutrons,protons,none of these,nucleons,B
Physics,Nuclei,Atomic Mass Unit,Easy,45,Nuclear masses are conveniently expressed in:,coulombs,atomic mass units,kelvin,joules,B
Physics,Nuclei,Radioactivity,Easy,45,"Among nuclear radiations, the highest penetrating power is that of:",gamma rays,alpha particles,they are all equal,beta particles,A
Physics,Nuclei,Radioactivity,Medium,55,The spontaneous emission of radiation by an unstable nucleus is called:,radioactivity,polarization,ionization,conduction,A
Physics,Nuclei,Fission,Medium,55,"In nuclear fission, a heavy nucleus:",splits into lighter nuclei,gains electrons,becomes permanently stable,fuses with another,A
Physics,Nuclei,Mass-Energy,Medium,60,The energy released in nuclear reactions originates from the:,chemical bonds,mass defect (E = mc^2),electron transitions,frictional losses,B
Physics,Nuclei,Alpha Particle,Medium,55,An alpha particle is identical to a:,single proton,helium nucleus,photon,fast electron,B
Physics,Nuclei,Mass Number,Hard,80,The total number of nucleons in an atom is given by its:,atomic number Z,number of electrons,mass number A,neutron number N,C
Physics,Nuclei,Half-Life,Hard,80,"After two half-lives, the fraction of a radioactive sample that remains undecayed is:",1/8,1/2,1/3,1/4,D
Physics,Nuclei,Half-Life,Hard,85,A radioactive sample has a half-life of 5 years. The fraction remaining after 15 years is:,1/16,1/8,1/2,1/4,B
Physics,Nuclei,Mass-Energy,Hard,80,The energy equivalent of a mass defect of 1 atomic mass unit is approximately:,511 keV,931 MeV,1 MeV,13.6 eV,B
Physics,Semiconductor Electronics,Intrinsic Semiconductor,Easy,45,A pure semiconductor at absolute zero temperature behaves as:,a conductor,an insulator,a superconductor,a metal,B
Physics,Semiconductor Electronics,Materials,Easy,40,Silicon and germanium are examples of:,conductors,insulators,semiconductors,superconductors,C
Physics,Semiconductor Electronics,PN Junction,Easy,45,A p-n junction diode conducts easily when it is in:,neither bias,forward bias,reverse bias,both biases equally,B
Physics,Semiconductor Electronics,Doping,Easy,45,The process of adding a controlled impurity to a semiconductor is called:,etching,oxidation,annealing,doping,D
Physics,Semiconductor Electronics,N-type,Medium,55,"In an n-type semiconductor, the majority charge carriers are:",electrons,protons,holes,positive ions,A
Physics,Semiconductor Electronics,P-type,Medium,55,"In a p-type semiconductor, the majority charge carriers are:",neutrons,protons,electrons,holes,D
Physics,Semiconductor Electronics,Diode,Medium,55,A p-n junction diode is most commonly used as a:,amplifier,oscillator,transformer,rectifier,D
Physics,Semiconductor Electronics,Doping,Medium,55,Adding a pentavalent impurity to silicon produces a(n):,insulator,p-type semiconductor,intrinsic semiconductor,n-type semiconductor,D
Physics,Semiconductor Electronics,Reverse Bias,Hard,80,"When a p-n junction diode is reverse biased, the current through it is:",very large,negligibly small,infinite,the same as in forward bias,B
Physics,Semiconductor Electronics,Rectification,Hard,80,The process of converting alternating current into direct current using diodes is called:,filtering,rectification,modulation,amplification,B
Physics,Semiconductor Electronics,Doping,Hard,80,Adding a trivalent impurity such as boron to silicon creates a(n):,intrinsic semiconductor,n-type semiconductor,p-type semiconductor,pure conductor,C
Physics,Semiconductor Electronics,Conductivity,Hard,80,"As the temperature of a semiconductor increases, its electrical conductivity:",decreases,increases,becomes zero,stays constant,B
