subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Biology,Reproductive Health,Assisted reproductive technologies,Easy,40,A childless couple can be assisted to have a child through a technique called GIFT. The full form of GIFT is:,Germ cell internal fallopian transfer,Gamete inseminated fallopian transfer,Gamete intra fallopian transfer,Gamete internal fertilization and transfer,C
Biology,Molecular Basis of Inheritance,Structure of RNA,Medium,50,Which one of the following is not applicable to RNA?,Chargaff's rule,Complementary base pairing,5' phosphoryl and 3' hydroxyl ends,Heterocyclic nitrogenous bases,A
Biology,Breathing and Exchange of Gases,Respiratory disorders,Easy,40,Name the pulmonary disease in which the alveolar surface area for gas exchange is drastically reduced due to damage in the alveolar walls:,Asthma,Pleurisy,Emphysema,Pneumonia,C
Physics,Electromagnetic Waves,Electromagnetic spectrum,Easy,45,The energy of an electromagnetic wave is of the order of 15 keV. To which part of the spectrum does it belong?,Gamma rays,X-rays,Infra-red rays,Ultraviolet rays,B
Physics,Oscillations,Simple harmonic motion,Medium,75,A particle executes simple harmonic motion with maximum acceleration alpha and maximum velocity beta. Its time period of vibration is:,2 pi beta / alpha,beta^2 / alpha^2,alpha / beta,beta^2 / alpha,A
Physics,Electrostatic Potential and Capacitance,Force between capacitor plates,Medium,75,A parallel plate air capacitor of capacitance C has plate separation d and potential difference V across it. The force of attraction between the plates is:,C^2 V^2 / (2 d^2),C^2 V^2 / (2 d),C V^2 / (2 d),C V^2 / d,C
Physics,Gravitation,Satellite motion,Medium,60,A satellite S moves in an elliptical orbit around the earth and its mass is very small compared to that of the earth. Then:,The acceleration of S is always directed towards the centre of the earth,The angular momentum of S about the earth's centre changes in direction but its magnitude stays constant,The total mechanical energy of S varies periodically with time,The linear momentum of S remains constant in magnitude,A
Physics,Gravitation,Orbital velocity,Medium,90,A remote-sensing satellite revolves in a circular orbit at a height of 0.25 x 10^6 m above the earth. If the earth's radius is 6.38 x 10^6 m and g = 9.8 m/s^2 the orbital speed of the satellite is:,6.67 km/s,7.76 km/s,8.56 km/s,9.13 km/s,B
Physics,Waves,Resonance in strings,Medium,90,A string fixed at both ends and 75.0 cm long has consecutive resonant frequencies of 315 Hz and 420 Hz. The lowest (fundamental) resonant frequency of the string is:,105 Hz,155 Hz,205 Hz,255 Hz,A
Physics,Thermodynamics,Refrigerator coefficient of performance,Medium,90,The coefficient of performance of a refrigerator is 5. If the temperature inside the freezer is -20 degree C the temperature of the surroundings to which it rejects heat is:,21 degree C,31 degree C,41 degree C,11 degree C,B
Physics,Thermodynamics,Work done in different processes,Easy,60,An ideal gas is compressed to half its initial volume by several processes. Which process involves the maximum work done on the gas?,Isothermal,Adiabatic,Isobaric,Isochoric,B
Physics,Units and Measurements,Dimensional analysis,Medium,75,The critical velocity vc of a liquid in a tube is written as eta^x rho^y r^z where eta is viscosity rho is density and r is radius. The values of x y and z are:,1 1 1,1 -1 -1,-1 -1 1,-1 -1 -1,B
Physics,Thermal Properties of Matter,Thermal expansion of liquids,Medium,75,The coefficient of volume expansion of glycerin is 5 x 10^-4 per K. The fractional change in its density for a rise of 40 degree C is:,0.010,0.015,0.020,0.025,C
