subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength of Accelerated Electron,Easy,55,"An electron (mass m, charge e) is accelerated from rest through a potential difference V. Its de Broglie wavelength is:",lambda = h / sqrt(2meV),lambda = h * sqrt(2meV),lambda = 2meV / h,lambda = h / (meV),A
Physics,Dual Nature of Radiation and Matter,Photon Zero Rest Mass,Easy,45,"A photon:",Has a large rest mass equal to the electron mass,"Has zero rest mass but carries energy and momentum",Has the same mass as an electron,Has zero energy but a non-zero rest mass,B
Physics,Dual Nature of Radiation and Matter,Threshold Frequency and Metal Nature,Easy,50,"In the photoelectric effect, the threshold frequency depends on:",The intensity of the incident light,The nature of the metal surface (its work function),The temperature of the metal,The distance between the light source and the metal,B
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength Comparison Same KE,Easy,55,"If a proton and an electron have the same kinetic energy, which has the longer de Broglie wavelength?",The proton,The electron (since it has smaller mass and therefore a longer de Broglie wavelength),Both have the same wavelength,Neither has a de Broglie wavelength,B
Physics,Dual Nature of Radiation and Matter,Heisenberg Uncertainty Principle,Easy,55,"Heisenberg's uncertainty principle states that the position and momentum of a particle cannot both be known with arbitrary precision simultaneously. The relationship is:",delta_x * delta_p >= h / (4*pi),delta_x * delta_p <= h / (4*pi),delta_x + delta_p = h,delta_x * delta_p = 0,A
Physics,Dual Nature of Radiation and Matter,Photoelectric Saturation Current,Easy,50,"In the photoelectric effect, when a sufficient positive voltage is applied to the collector, the photoelectric current:",Increases indefinitely as voltage increases,"Reaches a saturation value (saturation current) that depends on the intensity of the incident light",Becomes zero,Oscillates between positive and negative values,B
Physics,Dual Nature of Radiation and Matter,Photon Speed in Vacuum,Easy,40,"All photons, regardless of their frequency or energy, travel in vacuum at:",Different speeds depending on their energy,The speed of light c = 3 * 10^8 m/s,The speed of sound,Half the speed of light,B
Physics,Dual Nature of Radiation and Matter,Electron Volt Definition,Easy,45,"An electron volt (eV) is defined as the kinetic energy gained by:",A proton accelerated through a potential difference of 1 volt,An electron accelerated through a potential difference of 1 volt,One mole of electrons through 1 volt,One ampere of current passing through 1 ohm for 1 second,B
Physics,Dual Nature of Radiation and Matter,de Broglie and Bohr Quantization,Easy,55,"de Broglie's concept of matter waves helped explain Bohr's quantization condition for electron orbits because:","It showed that electrons must slow down in orbits","It showed that only orbits where the electron's matter wavelength fits an integer number of times around the circumference are stable (standing wave condition)","It showed electrons are actually stationary in orbits","It showed that photons are responsible for electron orbits",B
Physics,Dual Nature of Radiation and Matter,Different Threshold Frequencies for Metals,Easy,50,"Different metals have different threshold frequencies for the photoelectric effect because:",Metals have different densities,Different metals have different work functions (binding energies of their electrons),Different metals have different colors,Different metals absorb light at different rates,B
Physics,Dual Nature of Radiation and Matter,Stopping Potential Independent of Intensity,Easy,50,"In the photoelectric effect, if the intensity of light is doubled (frequency kept constant above threshold), the stopping potential:",Doubles,Halves,Remains unchanged,Becomes zero,C
Physics,Dual Nature of Radiation and Matter,Compton Wavelength Shift Dependence,Easy,55,"In the Compton effect, the change in wavelength of the scattered X-ray is:",Dependent on the wavelength of the incident X-ray,"Independent of the incident wavelength but depends on the scattering angle",Always zero,Always equal to the de Broglie wavelength of the electron,B
Physics,Dual Nature of Radiation and Matter,Matter Waves Not Observable for Large Objects,Easy,55,"Why are the wave properties of macroscopic objects (like a cricket ball) not observable in everyday life?",Macroscopic objects do not have any associated wavelength,"The de Broglie wavelength of macroscopic objects is extremely small (much smaller than any atomic size), making wave effects undetectable","Wave properties are a recent discovery, and instruments are not yet advanced enough",Macroscopic objects move too slowly to have any wavelength,B
Physics,Dual Nature of Radiation and Matter,Minimum Photon Energy for Photoelectric Emission,Easy,50,"For photoelectric emission to occur from a metal, the photon energy (hf) must be:",Less than the work function,Equal to exactly the work function (no more and no less),Greater than or equal to the work function,Always equal to 1 eV,C
Physics,Dual Nature of Radiation and Matter,Discovery of Photoelectric Effect,Easy,50,"The photoelectric effect was first observed by Heinrich Hertz and later studied in detail by Philipp Lenard. Einstein explained it by:",Extending Maxwell's wave theory,Introducing the concept of photons (light quanta) with energy hf,Using Newton's corpuscular theory without modification,Applying Bohr's model of the atom,B
Physics,Dual Nature of Radiation and Matter,Photon Energy Calculation from Wavelength,Medium,75,"A photon of wavelength 400 nm has an energy of approximately (h = 6.626 * 10^-34 J-s, c = 3 * 10^8 m/s):",4.97 * 10^-19 J,4.97 * 10^-22 J,3.0 * 10^-19 J,1.0 * 10^-18 J,A
Physics,Dual Nature of Radiation and Matter,Photon Energy in eV Calculation,Medium,75,"A photon has energy 4.97 * 10^-19 J. Its energy in electron volts is approximately (1 eV = 1.6 * 10^-19 J):",0.31 eV,3.1 eV,31 eV,310 eV,B
Physics,Dual Nature of Radiation and Matter,Work Function to Threshold Frequency,Medium,90,"A metal has a work function of 2.0 eV. Its threshold frequency is approximately (h = 6.626 * 10^-34 J-s, 1 eV = 1.6 * 10^-19 J):",4.83 * 10^13 Hz,4.83 * 10^14 Hz,4.83 * 10^15 Hz,4.83 * 10^16 Hz,B
Physics,Dual Nature of Radiation and Matter,Stopping Potential Calculation,Medium,90,"Light of frequency 6 * 10^14 Hz is incident on a metal with work function 2.0 eV. The stopping potential is approximately (h = 6.626 * 10^-34 J-s, 1 eV = 1.6 * 10^-19 J):",0.49 V,2.0 V,2.49 V,4.5 V,A
Physics,Dual Nature of Radiation and Matter,KE_max from Stopping Potential,Medium,75,The stopping potential in a photoelectric experiment is 1.5 V. The maximum kinetic energy of the emitted photoelectrons is:,1.5 J,1.5 eV,3.0 eV,0.75 eV,B
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength for Electron Calculation,Medium,90,"An electron (mass 9.1 * 10^-31 kg) moving with a speed of 2 * 10^6 m/s has a de Broglie wavelength of approximately (h = 6.626 * 10^-34 J-s):",0.036 nm,0.36 nm,3.6 nm,36 nm,B
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength for Accelerated Electron Formula,Medium,90,"An electron is accelerated through 100 V. Its de Broglie wavelength is approximately (using the relation lambda = 1.226 / sqrt(V) nm):",0.012 nm,0.123 nm,1.23 nm,12.3 nm,B
Physics,Dual Nature of Radiation and Matter,Photon Momentum Calculation,Medium,90,"A photon of wavelength 600 nm has momentum (h = 6.626 * 10^-34 J-s):",1.1 * 10^-27 kg-m/s,1.1 * 10^-24 kg-m/s,6.6 * 10^-34 kg-m/s,3.3 * 10^-26 kg-m/s,A
Physics,Dual Nature of Radiation and Matter,Effect of Doubling Frequency on Stopping Potential,Medium,75,"In the photoelectric effect, if the frequency of incident light is doubled (keeping it well above threshold), the stopping potential:",Doubles,More than doubles,Less than doubles,Remains unchanged,B
Physics,Dual Nature of Radiation and Matter,Saturation Current and Intensity,Medium,75,"In the photoelectric effect, if the intensity of incident light is tripled (frequency kept constant), the saturation current (maximum photoelectric current):",Remains unchanged,Triples (three times as many photons per second),Becomes one-third,Becomes nine times larger,B
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength Ratio Same Wavelength,Medium,75,"An electron and a proton have the same de Broglie wavelength. Which has the greater kinetic energy?",The proton,The electron (smaller mass means larger kinetic energy for the same de Broglie wavelength),Both have the same kinetic energy,Cannot be determined,B
Physics,Dual Nature of Radiation and Matter,Compton Shift Formula,Medium,75,"The Compton shift (change in wavelength) in the Compton effect for X-rays scattered at angle theta by a free electron is given by:",Delta_lambda = (h / m_e*c) * (1 - cos theta),Delta_lambda = (h / m_e*c) * sin theta,Delta_lambda = h * m_e * c * (1 - cos theta),Delta_lambda = (h / m_e*c) * cos theta,A
Physics,Dual Nature of Radiation and Matter,Heisenberg Uncertainty Energy Time,Medium,75,"The Heisenberg uncertainty principle for energy (delta_E) and time (delta_t) states:",delta_E * delta_t >= h/(4*pi),delta_E * delta_t <= h/(4*pi),delta_E + delta_t = h,delta_E * delta_t = 0,A
Physics,Dual Nature of Radiation and Matter,Threshold Wavelength Calculation,Medium,90,"A metal has a work function of 3.7 eV. The threshold wavelength for photoelectric emission is approximately (hc = 1240 eV-nm):",124 nm,200 nm,335 nm,620 nm,C
Physics,Dual Nature of Radiation and Matter,Number of Photons per Second,Medium,90,"A light source emits 1 W of power at wavelength 620 nm. The number of photons emitted per second is approximately (hc = 1240 eV-nm, 1 eV = 1.6 * 10^-19 J):",3.1 * 10^16,3.1 * 10^18,3.1 * 10^20,3.1 * 10^22,B
Physics,Dual Nature of Radiation and Matter,Einstein Equation Rewritten with Stopping Potential,Medium,75,"Einstein's photoelectric equation hf = phi + KE_max can be rewritten in terms of stopping potential Vs as:",hf = phi + eVs,hf = phi - eVs,hf = eVs,phi = eVs,A
Physics,Dual Nature of Radiation and Matter,Photoelectric Current vs Voltage Characteristic,Medium,75,"In the V-I characteristic of a photoelectric cell, the photocurrent becomes zero when the voltage applied to the collector reaches:",+Vs (a positive stopping potential),-Vs (the stopping potential applied to retard the electrons),Zero voltage,The saturation voltage,B
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength at Temperature,Medium,90,"For a gas molecule of mass m at temperature T (in Kelvin), the de Broglie wavelength associated with its average thermal motion is approximately (using average KE = 3kT/2):",lambda = h / sqrt(3mkT),lambda = h * sqrt(3mkT),lambda = 3mkT / h,lambda = h^2 / (3mkT),A
Physics,Dual Nature of Radiation and Matter,Energy of Green Light Photon,Medium,75,"The wavelength of green light is approximately 550 nm. The energy of one photon of green light in eV is approximately (hc = 1240 eV-nm):",1.8 eV,2.25 eV,3.1 eV,4.5 eV,B
Physics,Dual Nature of Radiation and Matter,Stopping Potential for Two Metals,Medium,90,"Light of energy 6 eV is incident on metal A (work function 2 eV) and metal B (work function 4 eV). The stopping potential for metal A compared to metal B is:",Smaller (since A has a lower work function),The same,Greater (since more kinetic energy is given to electrons from A than from B),A has no stopping potential; B does,C
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength Ratio Same Voltage,Medium,90,"An electron is accelerated through 100 V and another through 400 V. The ratio of their de Broglie wavelengths (lambda_100V / lambda_400V) is:",0.5,1,2,4,C
Physics,Dual Nature of Radiation and Matter,Photon Frequency from Energy,Medium,60,"A photon has energy E. Its frequency is:",f = E * h,f = E / h,f = h / E,f = sqrt(E/h),B
Physics,Dual Nature of Radiation and Matter,KE_max When Frequency is Twice Threshold,Medium,90,"The threshold frequency for a metal is f_0. When light of frequency 2*f_0 is incident on it, the maximum kinetic energy of the emitted electrons is:",hf_0,2 * hf_0,hf_0 / 2,Zero,A
Physics,Dual Nature of Radiation and Matter,Same Momentum Same de Broglie Wavelength,Medium,60,"An electron and a proton have the same momentum. Which has the longer de Broglie wavelength?",The proton,The electron,Both have the same de Broglie wavelength,Neither has a defined de Broglie wavelength,C
Physics,Dual Nature of Radiation and Matter,Heisenberg Principle and Electron in Nucleus,Medium,75,The Heisenberg uncertainty principle shows that electrons cannot reside inside a nucleus because:,Electrons are repelled by protons,"Confining an electron to the nuclear volume (about 10^-15 m) would imply an enormous momentum uncertainty, giving kinetic energies far larger than nuclear binding energies can provide",Electrons are too large to fit inside a nucleus,Electrons always move at the speed of light,B
Physics,Dual Nature of Radiation and Matter,Graph Slope of Stopping Potential vs Frequency,Medium,75,"In the photoelectric effect, the graph of stopping potential (Vs) versus frequency (f) is a straight line. The slope of this line equals:",The work function phi,"Planck's constant divided by electron charge (h/e)","The work function divided by electron charge (phi/e)",The threshold frequency f_0,B
Physics,Dual Nature of Radiation and Matter,UV vs Visible Photon Energy Ratio,Medium,60,"A UV photon has wavelength 200 nm. Compared to a visible photon of wavelength 600 nm, the UV photon has:",Three times more energy,Three times less energy,The same energy,Nine times more energy,A
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength at 900V,Medium,90,"Using the relation lambda = 1.226 / sqrt(V) nm for electrons, the de Broglie wavelength of an electron accelerated through 900 V is approximately:",0.041 nm,0.41 nm,1.23 nm,4.1 nm,A
Physics,Dual Nature of Radiation and Matter,Frequency from Work Function and Stopping Potential,Medium,90,"In a photoelectric experiment, the work function of the metal is 2.5 eV and the stopping potential is 1.0 V. The frequency of the incident light is approximately (hf = phi + eVs = 3.5 eV; h = 6.626 * 10^-34 J-s):",4.2 * 10^14 Hz,6.0 * 10^14 Hz,8.5 * 10^14 Hz,1.2 * 10^15 Hz,C
Physics,Dual Nature of Radiation and Matter,de Broglie Standing Wave in Bohr Orbit,Medium,90,"de Broglie showed that Bohr's quantization condition is equivalent to the condition that the electron's matter wave forms a standing wave around the orbit. This condition is:",n * lambda = 2 * pi * r (the orbit circumference equals an integer number of de Broglie wavelengths),lambda = 2 * pi * r / n,lambda * n = r,n * lambda = r,A
Physics,Dual Nature of Radiation and Matter,KE_max from Photon Energy and Work Function,Medium,90,"Light of wavelength 300 nm is incident on a metal with work function 3.0 eV. The maximum kinetic energy of the emitted electrons is approximately (hc = 1240 eV-nm):",0.5 eV,1.1 eV,3.0 eV,4.1 eV,B
Physics,Dual Nature of Radiation and Matter,KE_max Calculation Hard,Hard,90,"A metal has work function 2.3 eV. Light of wavelength 248 nm is incident on it. The maximum kinetic energy of the emitted photoelectrons is (hc = 1240 eV-nm):",0.7 eV,2.3 eV,2.7 eV,5 eV,C
Physics,Dual Nature of Radiation and Matter,Stopping Potential from Work Function and Wavelength,Hard,90,"A metal with work function 4.3 eV is illuminated by light of wavelength 200 nm. The stopping potential is approximately (hc = 1240 eV-nm):",1.9 V,4.3 V,6.2 V,10.5 V,A
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength from Kinetic Energy,Hard,90,"An electron (m = 9.1 * 10^-31 kg) has kinetic energy 1 eV = 1.6 * 10^-19 J. Its de Broglie wavelength is approximately (h = 6.626 * 10^-34 J-s):",0.12 nm,1.23 nm,12.3 nm,123 nm,B
Physics,Dual Nature of Radiation and Matter,Work Function from Threshold Wavelength,Hard,90,"The threshold wavelength for photoelectric emission from a metal is 330 nm. The work function of the metal in eV is approximately (hc = 1240 eV-nm):",1.9 eV,2.5 eV,3.8 eV,5.0 eV,C
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength Ratio Proton and Alpha Same KE,Hard,90,"A proton (mass M) and an alpha particle (mass 4M) have the same kinetic energy. The ratio of their de Broglie wavelengths (lambda_proton / lambda_alpha) is:",1/2,1,2,4,C
Physics,Dual Nature of Radiation and Matter,KE_max Unchanged with Intensity Doubling,Hard,75,"In a photoelectric experiment with light of given frequency (above threshold), if the intensity is doubled, the maximum kinetic energy of the emitted photoelectrons:",Doubles,Becomes four times larger,Remains unchanged,Becomes one-half,C
Physics,Dual Nature of Radiation and Matter,Photon Count for Given Power,Hard,90,"A laser beam of power 10 mW emits light of wavelength 620 nm. The number of photons emitted per second and the energy per photon are respectively (hc = 1240 eV-nm, 1 eV = 1.6 * 10^-19 J):","3.1 * 10^16 photons/s and 2 eV per photon","3.1 * 10^16 photons/s and 4 eV per photon","6.2 * 10^16 photons/s and 2 eV per photon","3.1 * 10^18 photons/s and 0.2 eV per photon",A
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength Ratio Electron vs Proton Same Voltage,Hard,90,"A proton (mass 1836 m_e) and an electron are both accelerated through the same potential difference. The ratio of their de Broglie wavelengths (lambda_electron / lambda_proton) is approximately:",1/42.8,1,42.8,1836,C
Physics,Dual Nature of Radiation and Matter,Davisson Germer Electron Wavelength,Hard,90,"In the Davisson-Germer experiment, electrons were accelerated through 54 V. Their de Broglie wavelength was approximately (using lambda = 1.226 / sqrt(V) nm):",1.67 * 10^-12 m,1.67 * 10^-10 m,1.67 * 10^-8 m,1.67 * 10^-6 m,B
Physics,Dual Nature of Radiation and Matter,Power from Radiation Force,Hard,90,"A beam of light exerts a radiation force of 10^-9 N on a perfectly absorbing surface. The power of the beam is (c = 3 * 10^8 m/s):",0.003 W,0.03 W,0.3 W,3 W,C
Physics,Dual Nature of Radiation and Matter,Compton Backscatter Shift,Hard,90,"X-rays are scattered by free electrons at a scattering angle of 180 degrees (backscattering). The Compton shift is approximately (h / m_e*c = 2.43 * 10^-12 m):",2.43 pm,4.86 pm,7.29 pm,0 pm,B
Physics,Dual Nature of Radiation and Matter,Work Function from V-s and f Data,Hard,90,"A photoelectric experiment shows that the stopping potential is 0.6 V at an incident frequency of 7.5 * 10^14 Hz (photon energy approximately 3.1 eV). The work function of the metal is approximately:",0.6 eV,1.5 eV,2.5 eV,3.1 eV,C
Physics,Dual Nature of Radiation and Matter,Heisenberg Uncertainty in Position from Speed Uncertainty,Hard,90,"If the speed of an electron is known with an uncertainty of 10^4 m/s, the minimum uncertainty in its position is approximately (m_e = 9.1 * 10^-31 kg, h = 6.626 * 10^-34 J-s):",0.058 nm,0.58 nm,5.8 nm,58 nm,C
Physics,Dual Nature of Radiation and Matter,Photon Energy Ratio for Two Wavelengths,Hard,75,"A photon of wavelength 300 nm has energy E1 and a photon of wavelength 600 nm has energy E2. The ratio E1/E2 is:",0.5,1,2,4,C
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength Neutron vs Proton Same Speed,Hard,75,"A neutron (mass 1.675 * 10^-27 kg) and a proton (mass 1.673 * 10^-27 kg) travel at the same speed. Which has the longer de Broglie wavelength?","The neutron, since it is heavier and carries more momentum","The proton, since it is slightly lighter and therefore has a slightly larger de Broglie wavelength","Both have essentially the same wavelength since the mass difference is negligible compared to their magnitudes",Neither has a de Broglie wavelength since they are hadrons,B
Physics,Dual Nature of Radiation and Matter,KE_max for Given Work Function Fraction,Hard,90,"Light of frequency f is incident on a metal whose work function is phi = 2hf/3. The maximum speed v of the emitted electrons (mass m) is:",v = sqrt(hf/m),v = sqrt(2hf/(3m)),v = sqrt(4hf/(3m)),v = sqrt(2hf/m),B
Physics,Dual Nature of Radiation and Matter,Quantum Number from de Broglie Condition,Hard,75,"If an electron in a Bohr orbit has a circumference exactly equal to 10 de Broglie wavelengths, the quantum number n of this orbit is:",1,5,10,20,C
Physics,Dual Nature of Radiation and Matter,Planck Constant from V-s vs f Graph,Hard,90,"In a photoelectric experiment, the stopping potential is 2 V for incident light of frequency 1.0 * 10^15 Hz, and the threshold frequency for the metal is 5 * 10^14 Hz. The estimated value of Planck's constant from this data is approximately (e = 1.6 * 10^-19 C):",3.2 * 10^-34 J-s,6.4 * 10^-34 J-s,1.0 * 10^-33 J-s,1.6 * 10^-19 J-s,B
Physics,Dual Nature of Radiation and Matter,Metals Showing Photoelectric Emission,Hard,90,"Light of energy 6 eV is incident simultaneously on metals A (work function 2 eV), B (work function 4 eV), and C (work function 7 eV). Which metals will show photoelectric emission?",Only A,Only A and B,All three,Only B and C,B
Physics,Dual Nature of Radiation and Matter,Heisenberg Uncertainty in Momentum from Confinement,Hard,90,"If an electron is confined to a region of size L = 10^-10 m (atomic scale), the minimum uncertainty in its momentum is approximately (use delta_p >= h/(4*pi*L); h = 6.626 * 10^-34 J-s):",5.3 * 10^-25 kg-m/s,5.3 * 10^-28 kg-m/s,5.3 * 10^-31 kg-m/s,5.3 * 10^-22 kg-m/s,A
Physics,Dual Nature of Radiation and Matter,de Broglie Wavelength of a Photon,Hard,75,"Compared to an X-ray photon, a visible light photon with the same energy would have:",A longer de Broglie wavelength,"The same de Broglie wavelength (the de Broglie wavelength of a photon equals its actual wavelength hc/E)",A shorter de Broglie wavelength,No de Broglie wavelength since photons are massless,B
