subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Biology,Biological Classification,Deuteromycetes,Medium,50,"The imperfect fungi that decompose litter and aid in mineral cycling belong to:",Ascomycetes,Deuteromycetes,Basidiomycetes,Phycomycetes,B
Biology,Evolution,Homology and analogy,Medium,50,"The wings of a bird and the wings of an insect are:",Homologous structures showing convergent evolution,Homologous structures showing divergent evolution,Analogous structures showing convergent evolution,Phylogenetic structures showing divergent evolution,C
Biology,Morphology of Flowering Plants,Unisexual flowers,Easy,40,"Flowers are unisexual in:",Onion,Pea,Cucumber,China rose,C
Biology,Environmental Issues,Biomagnification,Easy,40,"The increase in concentration of a toxicant at successive trophic levels is known as:",Biogeochemical cycling,Biomagnification,Biodeterioration,Biotransformation,B
Biology,Neural Control and Coordination,Spinal cord,Medium,50,"Destruction of the anterior horn cells of the spinal cord would result in the loss of:",Integrating impulses,Sensory impulses,Voluntary motor impulses,Commissural impulses,C
Biology,Transport in Plants,Water absorption,Medium,45,"Roots play an insignificant role in the absorption of water in:",Wheat,Sunflower,Pistia,Pea,C
Biology,Cell: The Unit of Life,Cell structures matching,Hard,90,"Match the columns: (a) Thylakoids (b) Cristae (c) Cisternae (d) Chromatin with (i) Disc-shaped sacs in Golgi (ii) Condensed DNA (iii) Flat membranous sacs in stroma (iv) Infoldings in mitochondria.",a-iii b-iv c-ii d-i,a-iv b-iii c-i d-ii,a-iii b-iv c-i d-ii,a-iii b-i c-iv d-ii,C
Biology,Molecular Basis of Inheritance,Organisation of genetic material,Medium,50,"The correct order of organisation of genetic material from largest to smallest is:",Chromosome genome nucleotide gene,Chromosome gene genome nucleotide,Genome chromosome nucleotide gene,Genome chromosome gene nucleotide,D
Biology,Chemical Coordination and Integration,Pituitary gland,Medium,50,"Which hormone, though synthesized elsewhere, is stored and released by the master gland?",Melanocyte-stimulating hormone,Antidiuretic hormone,Luteinizing hormone,Prolactin,B
Biology,Anatomy of Flowering Plants,Secondary growth in dicot stem,Medium,60,"Arrange the components of a woody dicot stem from the outer side to the inner side: (a) Secondary cortex (b) Wood (c) Secondary phloem (d) Phellem",d c a b,c d b a,a b d c,d a c b,D
Biology,Locomotion and Movement,Types of joints,Easy,40,"Which of the following joints would allow no movement?",Ball and socket joint,Fibrous joint,Cartilaginous joint,Synovial joint,B
Biology,Body Fluids and Circulation,Cardiac cycle,Medium,50,"The second heart sound is heard when:",The AV node receives a signal from the SA node,The AV valves open,The ventricular walls vibrate due to gushing of blood from the atria,The semilunar valves close after blood flows into the vessels,D
Biology,Ecosystem,Ecological succession,Medium,50,"During ecological succession:",The changes lead to a near-equilibrium community called the pioneer community,A gradual and predictable change in species composition occurs in a given area,The establishment of a new biotic community is very fast in its primary phase,The number and types of animals remain constant,B
Biology,Molecular Basis of Inheritance,Polytene chromosomes,Medium,45,"Balbiani rings are sites of:",RNA and protein synthesis,Lipid synthesis,Nucleotide synthesis,Polysaccharide synthesis,A
Biology,Environmental Issues,Bioindicators,Easy,40,"Which of the following is the most suitable indicator of SO2 pollution in the environment?",Fungi,Lichens,Conifers,Algae,B
Biology,Molecular Basis of Inheritance,Satellite DNA and fingerprinting,Hard,75,"Satellite DNA is important because it:",Codes for enzymes needed for DNA replication,Codes for proteins needed in the cell cycle,Shows a high degree of polymorphism heritable from parents to children,Does not code for proteins and is the same in all members of a population,C
Biology,Evolution,Natural selection,Easy,40,"Industrial melanism is an example of:",Neo-Lamarckism,Neo-Darwinism,Natural selection,Mutation,C
Biology,Transport in Plants,Ascent of sap,Medium,50,"The column of water in the xylem vessels of tall trees does not break under its own weight because of:",Positive root pressure,Dissolved sugars in water,The tensile strength of water,Lignification of xylem vessels,C
Biology,Biotechnology - Principles and Processes,Gene transfer methods,Medium,50,"The introduction of t-DNA into plants involves:",Allowing the plant roots to stand in water,Infection of the plant by Agrobacterium tumefaciens,Altering the soil pH then heat-shocking the plants,Exposing the plants to cold for a brief period,B
Biology,Biological Classification,Five kingdom classification,Medium,50,"Pick the wrong statement:",A nuclear membrane is present in Monera,Cell wall is absent in Animalia,Protista have photosynthetic and heterotrophic modes of nutrition,Some fungi are edible,A
Biology,Photosynthesis in Higher Plants,Dark reaction,Medium,45,"In photosynthesis, the light-independent reactions take place in the:",Stromal matrix,Thylakoid lumen,Photosystem I,Photosystem II,A
Biology,Human Health and Disease,Immunoglobulins,Medium,45,"Which immunoglobulin constitutes the largest percentage in human milk?",IgG,IgD,IgM,IgA,D
Biology,Reproduction in Organisms,Modes of asexual reproduction,Medium,50,"Which of the following pairs (mode of reproduction - example) is NOT correctly matched?",Rhizome - Banana,Binary fission - Sargassum,Conidia - Penicillium,Offset - Water hyacinth,D
Biology,Environmental Issues,Climate change conferences,Easy,40,"The UN Conference of Parties on climate change in the year 2012 was held at:",Warsaw,Durban,Doha,Lima,C
Physics,Atoms,Hydrogen spectral series,Hard,90,"In the hydrogen spectrum, the ratio of the longest wavelength in the Lyman series to the longest wavelength in the Balmer series is:",5/27,4/9,9/4,27/5,A
Physics,Mechanical Properties of Fluids,Equation of continuity,Medium,75,"The cylindrical tube of a spray pump has radius R, one end of which has n fine holes each of radius r. If the liquid speed in the tube is V, the speed of ejection through the holes is:",V^2 R / (n r),V R^2 / (n^2 r^2),V R^2 / (n r^2),V R^2 / (n^3 r^2),C
Physics,Mechanical Properties of Solids,Young's modulus,Medium,75,"The Young's modulus of steel is twice that of brass. Two wires of the same length and cross-section (steel and brass) hang from the same roof. For their lower ends to be level, the ratio of weights added to the steel and brass wires is:",1:1,1:2,2:1,4:2,C
Physics,Current Electricity,Potentiometer,Hard,90,"A potentiometer wire of length L and resistance r is in series with a battery of emf E0 and resistance r1. An unknown emf E is balanced at length l. E is given by:",L E0 r / ((r+r1) l),L E0 r / (l r1),(E0 r / (r+r1)) (l/L),E0 l / L,C
Physics,Motion in a Plane,Scalar product of vectors,Hard,90,"If A = cos(wt) i + sin(wt) j and B = cos(wt/2) i + sin(wt/2) j are functions of time, the value of t at which they are orthogonal is:",t = 0,t = pi/(4w),t = pi/(2w),t = pi/w,D
Physics,Waves,Doppler effect,Hard,90,"A source emitting sound of frequency 100 Hz moves at 19.4 m/s at 60 degrees to the source-observer line; the observer is at rest. The apparent frequency observed (speed of sound = 330 m/s) is:",97 Hz,100 Hz,103 Hz,106 Hz,C
Physics,System of Particles and Rotational Motion,Torque and angular deceleration,Hard,90,"An automobile moves at 54 km/h. Its wheels have radius 0.45 m and moment of inertia 3 kg m^2. If brought to rest in 15 s, the magnitude of the average braking torque on each wheel is:",2.86 kg m^2 s^-2,6.66 kg m^2 s^-2,8.58 kg m^2 s^-2,10.86 kg m^2 s^-2,B
Physics,Moving Charges and Magnetism,Torque on a current loop,Hard,90,"A rectangular coil 0.12 m by 0.1 m with 50 turns carries 2 A in a uniform field of 0.2 Wb/m^2. If the plane of the coil is inclined at 30 degrees to the field, the torque to keep it in equilibrium is:",0.12 Nm,0.15 Nm,0.20 Nm,0.24 Nm,C
Physics,Kinetic Theory,Ideal gas and density,Hard,90,"Two vessels contain ideal gases A and B at the same temperature. The pressure of A is twice that of B and the density of A is 1.5 times that of B. The ratio of molecular weight of A to B is:",1/2,2/3,3/4,2,C
Physics,Semiconductor Electronics,Diode in a circuit,Medium,60,"A diode is connected to an external resistance R = 100 ohm and an emf of 3.5 V. If the barrier potential across the diode is 0.5 V, the current in the circuit is:",35 mA,30 mA,40 mA,20 mA,B
Physics,Motion in a Plane,Uniform circular motion,Hard,90,"The position vector of a particle is R = 4 sin(2 pi t) i + 4 cos(2 pi t) j (R in metres, t in seconds). Which statement about the motion is WRONG?",The path is a circle of radius 4 m,The acceleration vector is along -R,The magnitude of acceleration is v^2/R where v is the speed,The magnitude of the velocity is 8 m/s,D
Physics,System of Particles and Rotational Motion,Moment of inertia and work,Hard,90,"Point masses m1 and m2 are at the ends of a rigid rod of length L and negligible mass rotated about a perpendicular axis. The position x of the axis for which the work to rotate it at w0 is minimum is:",m2 L / (m1 + m2),m1 L / (m1 + m2),(m1/m2) L,(m2/m1) L,A
Physics,Wave Optics,Single-slit diffraction,Hard,75,"At the first minimum adjacent to the central maximum of a single-slit diffraction pattern, the phase difference between the wavelet from the edge of the slit and that from the midpoint is:",pi/8 radian,pi/4 radian,pi/2 radian,pi radian,D
Physics,System of Particles and Rotational Motion,Conservation of angular momentum,Hard,90,"A force F = alpha i + 3 j + 6 k acts at the point r = 2 i - 6 j - 12 k. The value of alpha for which the angular momentum about the origin is conserved is:",1,-1,2,Zero,B
Physics,Motion in a Plane,Relative velocity and collision,Hard,90,"Two particles A and B move with constant velocities v1 and v2 from initial positions r1 and r2. The condition for A and B to collide is:",r1 cross v1 = r2 cross v2,(r1 - r2)/|r1 - r2| = (v2 - v1)/|v2 - v1|,r1 dot v1 = r2 dot v2,r1 cross v2 = r2 cross v1,B
Physics,Nuclei,Radioactive decay and momentum,Medium,60,"A uranium nucleus at rest decays into a thorium nucleus and a helium nucleus. Then:",The helium nucleus has less kinetic energy than the thorium nucleus,The helium nucleus has more kinetic energy than the thorium nucleus,The helium nucleus has less momentum than the thorium nucleus,The helium nucleus has more momentum than the thorium nucleus,B
Physics,Current Electricity,Conductivity in series,Hard,90,"Two metal wires of identical dimensions are connected in series. If sigma1 and sigma2 are their conductivities, the effective conductivity of the combination is:",sigma1 sigma2 / (sigma1 + sigma2),2 sigma1 sigma2 / (sigma1 + sigma2),(sigma1 + sigma2) / (2 sigma1 sigma2),(sigma1 + sigma2) / (sigma1 sigma2),B
Physics,Dual Nature of Radiation and Matter,Photoelectric effect and de Broglie,Hard,90,"Light of wavelength 500 nm is incident on a metal of work function 2.28 eV. The de Broglie wavelength of the emitted electron is approximately:",less than or equal to 2.8 x 10^-12 m,less than 2.8 x 10^-10 m,less than 2.8 x 10^-9 m,greater than or equal to 2.8 x 10^-9 m,D
Physics,Kinetic Theory,Speed of sound and heat capacity,Hard,90,"4.0 g of a gas occupies 22.4 L at NTP and has Cv = 5.0 J/K/mol. If the speed of sound in the gas at NTP is 952 m/s, its Cp is (R = 8.3 J/K/mol):",8.5 J/K/mol,8.0 J/K/mol,7.5 J/K/mol,7.0 J/K/mol,B
Physics,Alternating Current,Capacitive reactance,Hard,75,"A series R-C circuit is connected to an AC source. Case (a) the capacitor is air-filled; case (b) the capacitor is mica-filled. If the current through the resistor is i and the voltage across the capacitor is V, then:",Va = Vb,Va < Vb,Va > Vb,ia > ib,C
Physics,Laws of Motion,Friction on an incline,Hard,90,"A plank with a box on one end is gradually raised. At 30 degrees inclination the box starts to slip and slides 4.0 m down the plank in 4.0 s. The coefficients of static and kinetic friction respectively are:",0.4 and 0.3,0.6 and 0.6,0.6 and 0.5,0.5 and 0.6,C
Physics,Laws of Motion,Centripetal force,Hard,75,"Two stones of mass m and 2m are whirled in horizontal circles, the heavier at radius r/2 and the lighter at radius r. The tangential speed of the lighter is n times that of the heavier when both experience the same centripetal force. n is:",1,2,3,4,B
