subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Ray Optics and Optical Instruments,Magnifying Power of Telescope Formula,Medium,75,The magnifying power of an astronomical telescope in normal adjustment is given by the ratio of the focal lengths:,m = f_eyepiece / f_objective,m = f_objective / f_eyepiece,m = f_objective * f_eyepiece,m = f_objective + f_eyepiece,B
Physics,Ray Optics and Optical Instruments,Magnifying Power of Telescope Calculation,Medium,90,An astronomical telescope has an objective lens of focal length 100 cm and an eyepiece of focal length 5 cm. Its magnifying power in normal adjustment is:,5,20,95,500,B
Physics,Ray Optics and Optical Instruments,Simple Microscope Magnification Formula,Medium,75,"The magnifying power of a simple microscope, when the image is formed at the near point (least distance of distinct vision, D), is given by:",m = 1 + D/f,m = D/f - 1,m = f/D,m = D * f,A
Physics,Ray Optics and Optical Instruments,Near Point of Normal Eye,Medium,60,The least distance of distinct vision (near point) for a normal human eye is conventionally taken as:,2.5 cm,25 cm,250 cm,2.5 m,B
Physics,Ray Optics and Optical Instruments,Lens Makers Formula,Medium,90,The lens maker's formula relates the focal length f of a thin lens to its refractive index n and the radii of curvature R1 and R2 of its surfaces. This formula is:,1/f = (n-1) * (1/R1 - 1/R2),1/f = n * (R1 + R2),1/f = (n-1) * (R1 + R2),1/f = (n+1) / (R1 * R2),A
Physics,Ray Optics and Optical Instruments,Image Distance from Plane Mirror,Medium,75,An object is placed 15 cm in front of a plane mirror. The distance of the image from the object is:,7.5 cm,15 cm,30 cm,45 cm,C
Physics,Ray Optics and Optical Instruments,Prism Minimum Deviation,Medium,75,"At the position of minimum deviation in a prism, the refracted ray inside the prism travels:",Perpendicular to the base of the prism,Parallel to the base of the prism (a symmetric path through the prism),Along one of the prism's refracting surfaces,Exactly along the incident ray's direction,B
Physics,Ray Optics and Optical Instruments,Total Internal Reflection in Diamond,Medium,75,Diamonds sparkle brilliantly mainly because of their:,High density,"Very high refractive index, leading to total internal reflection of light inside the cut diamond",Dark color,Magnetic properties,B
Physics,Ray Optics and Optical Instruments,Object Beyond Twice Focal Length Convex Lens,Medium,75,"When an object is placed beyond twice the focal length (2F) of a convex lens, the image formed is:","Virtual, erect, and magnified","Real, inverted, and diminished, located between F and 2F on the other side","Real, erect, and the same size",At infinity,B
Physics,Ray Optics and Optical Instruments,Power of Concave Lens Sign,Medium,75,A concave (diverging) lens has a focal length of -20 cm. Its power is:,-5 D,+5 D,-0.05 D,+0.05 D,A
Physics,Ray Optics and Optical Instruments,Image Shift Due to Glass Slab,Medium,90,A glass slab of thickness t and refractive index n is placed in the path of a converging beam of light. The image formed by a lens is shifted by an amount given by:,"t * (1 - 1/n), towards the lens",t * n,t / n^2,Zero; a glass slab causes no shift,A
Physics,Ray Optics and Optical Instruments,Refraction Light Bending Away From Normal,Medium,75,"When light travels from glass into air (from a denser to a rarer medium, at an angle less than the critical angle), the light ray bends:",Towards the normal,Away from the normal,Does not bend,Reflects completely back,B
Physics,Ray Optics and Optical Instruments,Spherical Aberration,Medium,90,Spherical aberration in a lens or mirror refers to the phenomenon where:,Different colors are focused at different points,"Rays parallel to the principal axis but far from it focus at a different point than rays close to the axis, causing a blurred image",The image is always inverted,The image is always virtual,B
Physics,Ray Optics and Optical Instruments,Chromatic Aberration,Medium,75,Chromatic aberration in a lens occurs because:,The lens absorbs all colors except one,Different wavelengths (colors) of light have different refractive indices and hence different focal lengths in the lens,The lens is made of an opaque material,The lens reflects light instead of refracting it,B
Physics,Ray Optics and Optical Instruments,Achromatic Lens Combination,Medium,75,An achromatic combination of lenses is designed to:,Increase chromatic aberration,Minimize or eliminate chromatic aberration by combining lenses of different materials and powers,Convert visible light into ultraviolet light,Eliminate spherical aberration completely while ignoring chromatic effects,B
Physics,Ray Optics and Optical Instruments,Convex Mirror as Vehicle Rear-View Mirror,Medium,75,Convex mirrors are commonly used as rear-view mirrors in vehicles because they:,"Form magnified images, helping see small objects","Provide a wider field of view with a diminished, erect image","Form real, inverted images useful for navigation",Focus light to a single point for clarity,B
Physics,Ray Optics and Optical Instruments,Refraction at Normal Incidence,Medium,75,"When a ray of light is incident normally (perpendicular) on the surface separating two media, the ray:",Bends significantly towards the normal,Bends significantly away from the normal,"Passes straight through without bending, though its speed changes",Is completely reflected,C
Physics,Ray Optics and Optical Instruments,Combination Lens System Focal Length,Hard,90,A convex lens of focal length 20 cm is placed in contact with a concave lens of focal length 40 cm. The focal length of the combination is:,13.3 cm,20 cm,40 cm,60 cm,C
Physics,Ray Optics and Optical Instruments,Apparent Depth Through Two Media,Hard,90,"A glass slab (refractive index 1.5) of thickness 9 cm is placed on top of water (refractive index 4/3) of depth 16 cm in a tank. Viewed from directly above (air), the total apparent depth of the tank's bottom is approximately:",12 cm,15 cm,18 cm,25 cm,C
Physics,Ray Optics and Optical Instruments,Critical Angle Between Two Media,Hard,90,Light travels from medium A (refractive index 1.6) into medium B (refractive index 1.2). The critical angle for total internal reflection at this interface (light going from A to B) satisfies:,sin(critical angle) = 1.6/1.2,sin(critical angle) = 1.2/1.6,sin(critical angle) = 1.6 * 1.2,sin(critical angle) = 1/(1.6*1.2),B
Physics,Ray Optics and Optical Instruments,Compound Microscope Magnification Calculation,Hard,90,"A compound microscope has an objective lens producing a linear magnification of 10. If the eyepiece (focal length 5 cm, used as a simple magnifier with the final image at the near point D = 25 cm) gives a magnification of (1 + D/f_eyepiece), the total magnifying power of the microscope is approximately:",15,50,60,250,C
Physics,Ray Optics and Optical Instruments,Image Position Object Between F and 2F,Hard,90,An object is placed at a distance of 15 cm from a convex lens of focal length 10 cm (between F and 2F). The image distance is:,6 cm,30 cm,15 cm,-30 cm,B
Physics,Ray Optics and Optical Instruments,Magnification for Object Between F and 2F,Hard,90,"For the situation in the previous question (u = -15 cm, v = 30 cm), the magnification of the image is:",-2,+2,-0.5,+0.5,A
Physics,Ray Optics and Optical Instruments,Image Position Concave Mirror Beyond C,Hard,90,An object is placed 40 cm in front of a concave mirror of focal length 15 cm. The image distance is:,-24 cm,-10 cm,-60 cm,24 cm,A
Physics,Ray Optics and Optical Instruments,Total Internal Reflection in Prism,Hard,90,"A ray of light enters a glass prism (refractive index 1.5) and strikes the second face at an angle of incidence of 50 degrees, measured from the normal inside the glass. Given that the critical angle for this glass-air interface is approximately 41.8 degrees, the ray will:",Refract and exit the prism normally,Undergo total internal reflection at the second face,Be completely absorbed by the prism,Travel parallel to the second face without leaving,B
Physics,Ray Optics and Optical Instruments,Combination of Two Convex Lenses Focal Length,Hard,90,Two convex lenses of focal lengths 10 cm and 40 cm are placed in contact. The focal length of the combination is:,8 cm,25 cm,50 cm,12.5 cm,A
Physics,Ray Optics and Optical Instruments,Real Depth From Apparent Depth,Hard,90,A fish appears to be at a depth of 12 cm when viewed from directly above the surface of a pond (refractive index of water = 4/3). The actual (real) depth of the fish is:,9 cm,12 cm,16 cm,21.3 cm,C
Physics,Ray Optics and Optical Instruments,Resolving Power of Telescope,Hard,75,The resolving power of a telescope's objective lens improves (increases) when:,The diameter (aperture) of the objective lens is decreased,The diameter (aperture) of the objective lens is increased,The focal length of the eyepiece is increased,The wavelength of light used is increased,B
Physics,Ray Optics and Optical Instruments,Lens and Mirror Combination Concept,Hard,90,"A small object is placed at the focus of a convex lens. Parallel rays emerge from the lens and strike a plane mirror perpendicular to the axis, reflecting straight back through the lens. The final image is formed:","Back at the position of the original object, since the reflected parallel rays converge at the focus of the lens",At twice the focal length from the lens,Exactly at the mirror's surface,Cannot be determined without numeric values,A
Physics,Ray Optics and Optical Instruments,Corrective Lens Power for Hypermetropia Calculation,Hard,90,"A person's eye has a near point of 100 cm instead of the normal 25 cm (hypermetropia). To enable reading at 25 cm, the power of the corrective lens required is:",+3 D,-3 D,+4 D,-4 D,A
Physics,Ray Optics and Optical Instruments,Critical Angle to Refractive Index Calculation,Hard,90,The critical angle for a certain medium with respect to air is 30 degrees. The refractive index of the medium is:,0.5,1.5,2,3,C
Physics,Ray Optics and Optical Instruments,Lens Makers Formula Application,Hard,90,"A thin equiconvex lens is made of glass with refractive index 1.5. Both surfaces have a radius of curvature of magnitude 20 cm (R1 = +20 cm, R2 = -20 cm by sign convention). The focal length of the lens is:",10 cm,20 cm,40 cm,5 cm,B
Physics,Ray Optics and Optical Instruments,Snells Law Across Multiple Media,Hard,90,"A ray of light passes successively through several media with parallel interfaces, entering from a medium of index n0 at angle theta0. According to Snell's law applied at each interface, which quantity remains constant throughout?",The angle of refraction in each medium,The product n * sin(theta) at each interface,The speed of light in each medium,The wavelength of light in each medium,B
Physics,Ray Optics and Optical Instruments,Astronomical Telescope Tube Length,Hard,90,"For an astronomical telescope in normal adjustment, with objective focal length 90 cm and eyepiece focal length 6 cm, the approximate length of the telescope tube is:",84 cm,90 cm,96 cm,540 cm,C
Physics,Ray Optics and Optical Instruments,Combination of Equal and Opposite Power Lenses,Hard,90,"Two thin lenses of focal lengths +10 cm and -10 cm are placed in contact (zero separation). The power of the combination is:",Zero (the combination behaves like a plane glass plate with infinite focal length),+5 D,-5 D,+20 D,A
Physics,Ray Optics and Optical Instruments,Virtual Magnified Image Concave Mirror Calculation,Hard,90,An object is placed 8 cm in front of a concave mirror of focal length 12 cm. The image formed is:,Virtual and erect with magnification 3,"Real, inverted, and diminished","Virtual, inverted, and diminished","Real, erect, and magnified",A
Physics,Ray Optics and Optical Instruments,Total Internal Reflection at Water Surface,Hard,90,"A diver shines a light upward from underwater (refractive index of water = 4/3) towards the surface. Light rays that strike the surface from below at angles greater than the critical angle (about 48.6 degrees) will:",Refract into the air normally,Undergo total internal reflection back into the water,Be completely absorbed at the surface,Travel along the surface without any reflection or refraction,B
Physics,Ray Optics and Optical Instruments,Object Distance for Unit Magnification,Hard,90,"For a convex lens of focal length 10 cm, at what object distance (u) will the lens produce a real, inverted image with magnification exactly -1 (same size as the object, inverted)?",-5 cm,-10 cm,-20 cm,-40 cm,C
