subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,Electromagnetic Induction,Magnetic Flux,Easy,40,The SI unit of magnetic flux is the:,Henry,Volt,Weber,Tesla,C
Physics,Electromagnetic Induction,Inductance,Easy,40,The SI unit of inductance is the:,Farad,Tesla,Weber,Henry,D
Physics,Electromagnetic Induction,Faraday's Law,Medium,55,"By Faraday's law, the induced EMF in a circuit equals the:",magnetic flux,charge,rate of change of magnetic flux,current times resistance,C
Physics,Electromagnetic Induction,Lenz's Law,Medium,55,Lenz's law is a direct consequence of the conservation of:,mass,energy,momentum,charge,B
Physics,Electromagnetic Induction,Applications,Medium,55,A device that operates on the principle of electromagnetic induction is the:,diode,transformer,resistor,capacitor,B
Physics,Electromagnetic Induction,Self Induction,Medium,55,A self-induced EMF in a coil always opposes the:,resistance,steady current,change in current through it,external source only,C
Physics,Electromagnetic Induction,Faraday's Law,Hard,80,The magnetic flux through a coil falls from 2 Wb to 0 in 0.1 s. The average induced EMF is:,200 V,0.2 V,2 V,20 V,D
Physics,Electromagnetic Induction,Motional EMF,Hard,80,The EMF induced across a rod of length L moving with velocity v perpendicular to a field B is:,B L / v,L v / B,B v / L,B L v,D
Physics,Electromagnetic Induction,Faraday's Law,Hard,80,A 50-turn coil experiences a flux change of 0.02 Wb in 0.1 s. The induced EMF is:,100 V,10 V,1 V,0.1 V,B
Physics,Electromagnetic Induction,Mutual Induction,Hard,80,The mutual inductance of a pair of coils depends on their:,resistance only,current only,geometry and number of turns,applied voltage only,C
Physics,Alternating Current,Mains Frequency,Easy,40,The frequency of AC mains supply in India is:,100 Hz,50 Hz,220 Hz,60 Hz,B
Physics,Alternating Current,RMS Value,Easy,45,The rms value of an alternating current is related to its peak value I0 by:,I0 sqrt(2),I0 / 2,2 I0,I0 / sqrt(2),D
Physics,Alternating Current,Transformer,Easy,45,A transformer can operate with:,AC only,neither,DC only,both AC and DC equally,A
Physics,Alternating Current,Reactance,Easy,45,The opposition offered by a capacitor to alternating current is called:,inductance,conductance,capacitive reactance,resistance,C
Physics,Alternating Current,Inductive Reactance,Medium,55,The inductive reactance of an inductor L at frequency f is:,2 pi f L,f L,1/(2 pi f L),2 pi f C,A
Physics,Alternating Current,Capacitive Reactance,Medium,55,The capacitive reactance of a capacitor C at frequency f is:,f C,2 pi f L,1/(2 pi f C),2 pi f C,C
Physics,Alternating Current,Phase,Medium,55,"In a purely resistive AC circuit, the phase difference between voltage and current is:",0 degrees,45 degrees,180 degrees,90 degrees,A
Physics,Alternating Current,Power Factor,Medium,55,The power factor of a purely inductive AC circuit is:,infinite,zero,0.5,one,B
Physics,Alternating Current,Peak Value,Hard,80,The peak value of an alternating voltage of rms value 220 V is approximately:,311 V,440 V,220 V,156 V,A
Physics,Alternating Current,Transformer,Hard,80,A step-up transformer (Ns greater than Np):,increases the frequency,increases the voltage and decreases the current,increases the power,increases both current and voltage,B
Physics,Alternating Current,Resonance,Hard,80,"In a series LCR circuit at resonance, the impedance is:",zero,infinite,maximum,minimum and equal to R,D
Physics,Alternating Current,LC Oscillations,Hard,80,The resonant frequency of an LC circuit is:,1/(2 pi LC),sqrt(LC),1/(2 pi sqrt(LC)),2 pi sqrt(LC),C
