subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,Medium,60,Which of the following statements is not correct for a nucleophile?,Nucleophiles attack low e− density sites,Nucleophiles are not electron seeking,Nucleophile is a Lewis acid,Ammonia is a nucleophile,C
Chemistry,States of Matter,States of Matter,Medium,60,A gas such as carbon monoxide would be most likely to obey the ideal gas law at:,High temperatures and high pressures,Low temperatures and low pressures,High temperatures and low pressures,Low temperatures and high pressures,C
Chemistry,Structure of Atom,Structure of Atom,Medium,60,The hybridization involved in complex [Ni(CN)4]2− is: (Atomic number of Ni = 28),d2sp2,d2sp3,dsp2,sp3,C
Chemistry,Thermodynamics,Thermodynamics,Medium,60,The heat of combustion of carbon to CO2 is -393.5 kJ/mol. The heat released upon formation of 35.2 g of CO2 from carbon and oxygen gas is:,−630 kJ,−3.15 kJ,−315 kJ,+315 kJ,C
Chemistry,Structure of Atom,Structure of Atom,Medium,60,20.0 g of a magnesium carbonate sample decomposes on heating to give carbon dioxide and 8.0 g magnesium oxide. What will be the percentage purity of magnesium carbonate in the sample? (Atomic weight: Mg = 24),60,84,75,96,B
Chemistry,Some Basic Concepts of Chemistry,Some Basic Concepts of Chemistry,Medium,60,What is the mole fraction of the solute in a 1.00 m aqueous solution?,0.0354,0.0177,0.177,1.770,B
Chemistry,The Solid State,The Solid State,Medium,60,The correct statement regarding defects in crystalline solids is :,Frenkel defect is a dislocation defect,Frenkel defect is found in halides of alkaline metals,Schottky defects have no effect on the density of crystalline solids,Frenkel defects decrease the density of crystalline solids,A
Chemistry,General,General,Medium,60,"The stability of +1 oxidation state among Al, Ga, In and TI increases in the sequence:",TI < In < Ga < Al,In < TI < Ga < Al,Ga < In < Al < TI,Al < Ga < In < TI,D
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,Medium,60,"Two possible stereo-structures of CH3CHOH ∙ COOH, which are optically active, are called:",Enantiomers,Mesomers,Diastereomers,Atropisomers,A
Chemistry,General,General,Medium,60,The following reaction is known by the name:,Acetylation reaction,Schotten-Baumen reaction,Friedel-Craft’s reaction,Perkin’s reaction,B
Chemistry,Redox Reactions,Redox Reactions,Medium,60,The sum of coordination number and oxidation number of metal M in the complex [M(en)2(C2O4)]Cl (Where en is ethylenediamine) is:,7,8,9,6,C
Chemistry,Haloalkanes and Haloarenes,Haloalkanes and Haloarenes,Medium,60,"In an SN1 reaction on chiral centres, there is:",100% retention,100% inversion,100% racemization,Inversion more than retention leading to partial racemization,D
Chemistry,Some Basic Concepts of Chemistry,Some Basic Concepts of Chemistry,Medium,60,"The rate constant of the reaction A ⟶ B is 0.6 × 10−3 mole per second. If the concentration of A is 5M, then concentration of B after 20 minutes is:",0.36 M,0.72 M,1.08 M,3.60 M,B
Chemistry,Equilibrium,Equilibrium,Medium,60,What is the pH of the resulting solution when equal volumes of 0.1 m NaOH and 0.01 M HCl are mixed?,7.0,1.04,12.65,2.0,C
Chemistry,Coordination Compounds,Coordination Compounds,Medium,60,Number of possible isomers for the complex [Co(en)2Cl2]Cl will be: (en = ethylene diamine),3,4,2,1,A
Chemistry,Some Basic Concepts of Chemistry,Some Basic Concepts of Chemistry,Medium,60,The variation of the boiling points of the hydrogen halides is in the order HF > HI > HBr > HCl. What explains the higher boiling point of hydrogen fluoride?,The bond energy of HF molecules is greater than in other hydrogen halides.,The effect of nuclear shielding is much reduced in fluorine which polarizes the HF molecule.,The electronegativity of fluorine is much higher than for other elements in the group.,There is strong hydrogen bonding between HF molecules.,D
Chemistry,Solutions,Solutions,Medium,60,What is the mass of the precipitate formed when 50 mL of 16.9% solution of AgNO3 is mixed with 50 mL of 5.8% NaCl solution?,7 g,14 g,28 g,3.5 g,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Aldehydes Ketones and Carboxylic Acids,Medium,60,The oxidation of benzene by V2O5 in the presence of air produces:,Benzoic acid,Benzaldehyde,Benzoic anhydride,Maleic anhydride,D
Chemistry,Haloalkanes and Haloarenes,Haloalkanes and Haloarenes,Medium,60,Which of the following reaction(s) can be used for the preparation of alkyl halides? i. CH3CH2OH + HCl Anhyd.ZnCl2 → ii. CH3CH2OH + HCl ⟶ iii. (CH3)3COH + HCl ⟶ iv. (CH3)2CHOH + HCl Anhyd.ZnCl2 →,IV only,III and IV only,"I, III and IV only",I and II only,C
Chemistry,Structure of Atom,Structure of Atom,Medium,60,Which is the correct order of increasing energy of the listed orbitals in the atom of titanium? (At. No. Z = 22),3s 3p 3d 4s,3s 3p 4s 3d,3s 4s 3p 3d,4s 3s 3p 3d,B
Chemistry,General,General,Medium,60,"In the extraction of copper from its sulphide ore, the metal is finally obtained by the reduction of cuprous oxide with:",Copper (I) sulphide,Sulphur dioxide,Iron (II) sulphide,Carbon monoxide,B
Biology,Transport in Plants,Transport in Plants,Medium,60,Root pressure is usually acidic because,Increase in transpiration,Active absorption,Low osmotic potential in soil,Passive absorption,B
Biology,Plant Kingdom,Plant Kingdom,Medium,60,Which one is a wrong statement?,"Brown algae have chlorophyll a and c, and fucoxanthin","Archegonia are found in Bryophyta, Pteridophyta and Gymnosperms",Mucor has biflagellate zoospores,Haploid endosperm is typical feature of Gymnosperms,C
Biology,Structural Organisation in Animals,Structural Organisation in Animals,Medium,60,Which one of the following animals has two separate circulatory pathways?,Shark,Frog,Lizard,Whale,D
Biology,General,General,Medium,60,Most animals that live in deep oceanic waters are :,Detritivores,Primary consumers,Secondary consumers,Tertiary consumers,C
Biology,Organisms and Populations,Organisms and Populations,Medium,60,An association of individuals of different species living in the same habitat and having functional interactions is :,Population,Ecological niche,Biotic community,Ecosystem,C
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Medium,60,The oxygen evolved during photosynthesis comes from water molecules. Which one of the following pairs of elements is involved in this reaction?,Magnesium and Chlorine,Manganese and Chlorine,Manganese and Potassium,Magnesium and Molybdenum,B
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Medium,60,Axile placentation is present in :,Argemone,Dianthus,Lemon,Pea,C
Biology,Ecosystem,Ecosystem,Medium,60,In which of the following both pairs have correct combination?,Gaseous nutrient cycle Sulphur and Phosphorus Sedimentary nutrient cycle Carbon and Nitrogen,Gaseous nutrient cycle Carbon and Nitrogen Sedimentary nutrient cycle Sulphur and Phosphorus,Gaseous nutrient cycle Carbon and sulphur Sedimentary nutrient cycle Nitrogen and phosphorus,Gaseous nutrient cycle Nitrogen and sulphur Sedimentary nutrient cycle Carbon and Phosphorus,B
Biology,Neural Control and Coordination,Neural Control and Coordination,Medium,60,"In mammalian eye, the ‘fovea’ is the center of the visual field, where :",More rods than cones are found.,"High density of cones occur, but has no rods",The optic nerve leaves the eye,Only rods are present,B
Biology,Microbes in Human Welfare,Microbes in Human Welfare,Medium,60,Choose the wrong statement:,Yeast is unicellular and useful in fermentation,Penicillium is multicellular and produces antibiotics,Neurospora is used in the study of biochemical genetics,Morels and truffles are poisonous mushrooms,D
Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,Which of the following are not membrane-bound?,Mesosomes,Vacuoles,Ribosomes,Lysosomes,C
Biology,General,General,Medium,60,In which of the following interactions both partners are adversely affected?,Mutualism,Competition,Predation,Parasitism,B
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Medium,60,A colour blind man marries a woman with normal sight who has no history of colour blindness in her family. What is the probability of their grandson being colour blind?,0.25,0.5,1,Nil,B
Biology,Reproductive Health,Reproductive Health,Medium,60,Ectopic pregnancies are referred to as :,Pregnancies terminated due to hormonal imbalance,Pregnancies with genetic abnormality.,Implantation of embryo at site other than uterus.,Implantation of defective embryo in the uterus,C
Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,Cellular organelles with membranes are:,"Lysosomes, Golgi apparatus and mitochondria","Nuclei, ribosomes and mitochondria","Chromosomes, ribosomes and endoplasmic reticulum","Endoplasmic reticulum, ribosomes and nuclei",A
Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,Cell wall is absent in:,Nostoc,Aspergillus,Funaria,Mycoplasma,D
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Medium,60,The term ‘’linkage’’ was coined by,W. Sutton,T.H. Morgan,T. Boveri,G. Mende,B
Biology,Biomolecules,Biomolecules,Medium,60,Which of the following biomolecules does have a phosphodiester bond?,Nucleic acids in a nucleotide,Fatty acids in a diglyceride,Monosaccharides in a polysaccharide,Amino acids in a polypeptide,A
Biology,Digestion and Absorption,Digestion and Absorption,Medium,60,The primary dentition in human differs from permanent dentition in not having one of the following type of teeth:,Incisors,Canine,Premolars,Molars,C
Biology,General,General,Medium,60,A protoplast is a cell:,Without division,Without plasma membrane,Without nucleus,Undergoing division,A
Biology,Biological Classification,Biological Classification,Medium,60,In which group of organisms the cells walls form two thin overlapping shells which fit together?,Slime moulds,Chrysophytes,Euglenoids,Dinoflagellates,B
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Medium,60,The DNA molecules to which the gene of interest is integrated for cloning is called:,Carrier,Transformer,Vector,Template,C
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Medium,60,Male gametophyte in angiosperms produces:,Three sperms,Two sperms and a vegetative cell,Single sperm and a vegetative cell,Single sperm and two vegetative cells,B
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Medium,60,Coconut water from a tender coconut is:,Degenerated nucellus,Immature embryo,Free nuclear endosperm,Innermost layers of the seed coat,C
Biology,Biodiversity and Conservation,Biodiversity and Conservation,Medium,60,The species confined to a particular region and not found elsewhere is termed as:,Rare,Keystone,Alien,Endemic,D
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Medium,60,Metagenesis refers to:,Presence of a segmented body and parthenogenetic mode of reproduction,Presence of different morphic forms,Alternation of generation between asexual and sexual phases of an organism,Occurrence of a drastic change in form during post-embryonic development,C
Biology,Digestion and Absorption,Digestion and Absorption,Medium,60,The enzymes that is not present in succus entericus is:,Lipase,Maltase,Nucleases,Nucleosidase,C
Biology,Ecosystem,Ecosystem,Medium,60,Eutrophication of water bodies leading to killing of fishes is mainly due to non-availability of :,Oxygen,Food,Light,Essential minerals,A
Biology,General,General,Medium,60,The function of the gap junction is to :,Stop substance from leaking across a tissue,Performing cementing to keep neighbouring cells together,"Facilitate communication between adjoining cells by connecting the cytoplasm for rapid transfer of ions, small molecules and some large molecules",Separate two cells from each other.,C
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,Arrange the following events of meiosis in correct sequence (a) Crossing over (b) Synapsis (c) Terminalisation of chaismata (d) Disappearance of nucleolus,"(b), (c), (d), (a)","(b), (a), (d), (c)","(b), (a), (c), (d)","(a), (b), (c), (d)",C
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Medium,60,The cutting of DNA at specific locations became possible with the discovery of:,Ligases,Restriction enzymes,Probes,Selectable markers,B
Biology,Mineral Nutrition,Mineral Nutrition,Medium,60,"During biological nitrogen fixation, inactivation of nitrogenase by oxygen poisoning prevented by :",Cytochrome,Leghaemoglobin,Xanthophyll,Carotene,B
Biology,Excretory Products and their Elimination,Excretory Products and their Elimination,Medium,60,Grafted kidney may be rejected in a patient due to,Innate immune response,Humoral immune response,Cell-mediated immune response,Passive immune response,C
Biology,Structural Organisation in Animals,Structural Organisation in Animals,Medium,60,The body cells in cockroach discharge their nitrogenous waste in the haemolymph mainly in the Form of :,Calcium carbonate,Ammonia,Potassium urate,Urea,C
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Medium,60,Filiform apparatus is characteristic feature of:,Synergids,Generative cell,Nucellar embryo,Aleurone cell,A
Biology,Environmental Issues,Environmental Issues,Medium,60,Acid rain is caused by increase in the atmospheric concentration of :,O3 and dust,SO2 and NO2,SO3 and CO,CO2 and CO,B
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Medium,60,"The wheat grain has an embryo with one large, shield-shaped cotyledon known as :",Coleoptile,Epiblast,Coleorrhiza,Scatellum,D
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Medium,60,"Among china rose, mustard, brinjal, potato, guava, cucumber, onion and tulip, how many plants have superior ovary?",Four,Five,Six,Three,C
Biology,Locomotion and Movement,Locomotion and Movement,Medium,60,Which of the following is not a function of the skeletal system?,Locomotion,Production of erythrocytes,Storage of minerals,Production of body heat,D
Biology,Biotechnology and its Applications,Biotechnology and its Applications,Medium,60,Golden rice is a genetically modified crop plant where the incorporated gene is meant for biosynthesis of :,Vitamin A,Vitamin B,Vitamin C,Omega 3,A
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Medium,60,Chromatophores take part in :,Respiration,Photosynthesis,Growth,Movement,B
Biology,Biological Classification,Biological Classification,Medium,60,Select the wrong statement:,Mosaic disease in tobacco and AIDS in human being are caused by viruses,The viroids were discovered by D.J. Ivanowski,W.M. Stanley showed that viruses could be crystallized,The term 'contagium vivum fluidum' was coined by M.W. Beijerinek,B
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Medium,60,A pleiotropic gene:,Controls multiple traits in an individual,Is expressed only in primitive plants,Is a gene evolved during Pliocene,Controls a trait only in combination with another gene,A
Biology,Excretory Products and their Elimination,Excretory Products and their Elimination,Medium,60,Human urine is usually acidic because:,Hydrogen ions are actively secreted into the filtrate.,"The sodium transporter exchanges one hydrogen ion for each sodium ion, in peritubular capillaries.",Excreted plasma proteins are acidic,Potassium and sodium exchange generates acidity,A
Biology,Plant Growth and Development,Plant Growth and Development,Medium,60,Auxin can be bioassayed by :,Lettuce hypocotyl elongation,Avena coleoptile curvature,Hydroponics,Potometer,B
Biology,Human Reproduction,Human Reproduction,Medium,60,Which of the following events is not associated with ovulation in human female?,LH surge,Decrease in estradiol,Full development of Graafian follicle,Release of secondary oocyte,B
Biology,Animal Kingdom,Animal Kingdom,Medium,60,"Body having meshwork of cells, internal cavities lined with food filtering flagellated cells and indirect development are the characteristics of phylum:",Protozoa,Coelenterata,Porifera,Mollusca,C
Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,Medium,60,Which one of the following hormones is not involved in sugar metabolism?,Glucagon,Cortisone,Aldosterone,Insulin,C
Biology,Human Health and Disease,Human Health and Disease,Medium,60,Which of the following diseases is caused by a protozoan?,Blastomycosis,Syphilis,Influenza,Babesiosis,D
Biology,Strategies for Enhancement in Food Production,Strategies for Enhancement in Food Production,Medium,60,Outbreeding is an important strategy of animal husbandry because it :,Exposes harmful recessive genes that are eliminated by selection,Helps in accumulation of superior genes.,Is useful in producing purelines of animals.,Is useful in overcoming inbreeding depression,D
Biology,Reproductive Health,Reproductive Health,Medium,60,A childless couple can be assisted to have a child through a technique called GIFT. The full form of this technique is:,Germ cell internal fallopian transfer,Gamete inseminated fallopian transfer,Gamete intra fallopian transfer,Gamete internal fertilization and transfer,C
Biology,Animal Kingdom,Animal Kingdom,Medium,60,"A jawless fish, which lays eggs in fresh water and whose ammocoetes larvae after metamorphosis return to the ocean is:",Petromyzon,Eptatretus,Myxine,Neomyxine,A
Biology,Biological Classification,Biological Classification,Medium,60,The structures that help some bacteria to attach to rocks and/or host tissues are :,Holdfast,Rhizoids,Fimbriae,Mesosomes,C
Biology,Human Health and Disease,Human Health and Disease,Medium,60,"If you suspect major deficiency of antibodies in a person, to which of the following would you look for confirmatory evidence?",Serum globulins,Fibrinogin in plasma,Serum albumins,Haemocytes,A
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,"In human females, meiosis-II is not completed until?",Birth,Puberty,Fertilization,Uterine implantation,C
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Medium,60,Which of the following layers in an antral follicle is acellular?,Zona pellucida,Granulosa,Theca interna,Stroma,A
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Medium,60,"In his classic experiments on pea plants, Mendel did not use:",Flower position,Seed colour,Pod length,Seed shape,C
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Medium,60,Which one of the following fruits is parthenocarpic?,Banana,Brinjal,Apple,Jackfruit,A
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,"In angiosperms, microsporogenesis and megasporogenesis :",Occur in ovule,Occur in anther,Form gametes without furthers divisions,Involve meiosis,D
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Medium,60,A gene showing codominance has:,Both alleles independently expressed in the heterozygote,One allele dominant on the other,Alleles tightly linked on the same chromosome,Alleles that are recessive to each other,A
Biology,Animal Kingdom,Animal Kingdom,Medium,60,The chitinous exoskeleton of arthropods is formed by the polymerisation of :,Lipoglycans,Keratin sulphate and chondroitin sulphate,D-glucosamine,N-acetyl glucosamine,D
Biology,Biological Classification,Biological Classification,Medium,60,The imperfect fungi which are decomposers of litter and help in mineral cycling belong to:,Ascomycetes,Deuteromycetes,Basidiomycetes,Phycomycetes,B
Biology,Evolution,Evolution,Medium,60,The wings of a bird and the wings of an insect are :,Homologous structures and represent convergent evolution,Homologous structures and represent divergent evolution,Analogous structures and represent convergent evolution,Phylogenetic structures and represent divergent evolution,C
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Medium,60,Flower are unisexual in:,Onion,Pea,Cucumber,China rose,C
Biology,Ecosystem,Ecosystem,Medium,60,Increase in concentration of the toxicant at successive trophic levels is known as :,Biogeochemical cycling,Biomagnification,Biodeterioration,Biotransformation,B
Biology,Neural Control and Coordination,Neural Control and Coordination,Medium,60,Destruction of the anterior horn cells of the spinal cord would result in loss of :-,Integrating impulses,Sensory impulses,Voluntary motor impulses,Commissural impulses,C
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,Medium,60,Roots play insignificant role in absorption of water in :,Wheat,Sunflower,Pistia,Pea,C
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Medium,60,Identify the correct order of organisation of genetic material from largest to smallest :,"Chromosome, genome, nucleotide, gene","Chromosome, gene, genome, nucleotide","Genome, chromosomes, nucleotide, gene","Genome, chromosome, gene, nucleotide",D
Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,Medium,60,"Which one of the following hormones though synthesis elsewhere, is stored and released by the master gland?",Melanocyte stimulating hormone,Antidiuretic hormone,Luteinizing hormone,Prolactin,B
Biology,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Medium,60,Read the different components from (a) to (d) in the list given below and tell the correct order of the components with reference to their arrangement from outer side to inner side in a woody dicot stem: (a) Secondary cortex (b) Wood (c) Secondary phloem (d) Phellem The correct order is :,"(d), (c), (a), (b)","(c), (d), (b), (a)","(a), (b), (d), (c)","(d), (a), (c), (b)",D
Biology,Locomotion and Movement,Locomotion and Movement,Medium,60,Which of the following joints would allow no movement?,Ball and Socket joint,Fibrous joint,Cartilaginous joint,Synovial joint,B
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Medium,60,Which one of the following is not applicable to RNA?,Chargaff's rule,Complementary base pairing,5' phosphoryl and 3' hydroxyl ends,Heterocyclic nitrogenous bases,A
Biology,Body Fluids and Circulation,Body Fluids and Circulation,Medium,60,Doctors use stethoscope to hear the sound; produced during each cardiac cycle. The second sound is heard when:,AV node receives signal from SA node,AV valves open up,Ventricular walls vibrate due to gushing of blood from atria,Semilunar valves close down after the blood flows into vessels from ventricles,D
Biology,Organisms and Populations,Organisms and Populations,Medium,60,During ecological succession:,The changes lead to a community that is in near equilibrium with the environment and is called pioneer community,The gradual and predictable change in species composition occurs in a given area,The establishment of a new biotic community is very fast in its primary phase,The number and types of animals remain constant,B
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Medium,60,"In the following human pedigree, the filled symbols represent the affected individuals. Identify the type of given pedigree.",X-linked dominant,Autosomal dominant,X-linked recessive,Autosomal recessive,D
Biology,Biomolecules,Biomolecules,Medium,60,Balbiani rings are sites of :,RNA and protein synthesis,Lipid synthesis,Nucleotide synthesis,Polysaccharide synthesis,A
Biology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Medium,60,Name the pulmonary disease in which alveolar surface area involved in gas exchange is drastically reduced due to damage in the alveolar walls :,Asthma,Pleurisy,Emphysema,Pneumonia,C
Biology,Biological Classification,Biological Classification,Medium,60,Which the following are most suitable indicator of SO2 pollution in the environment?,Fungi,Lichens,Conifers,Algae,B
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,Satellite DNA is important because it :,Codes for enzymes needed for DNA replication,Codes for proteins needed in cell cycle,"Shows high degree of polymorphism in population and also the same degree of polymorphism in an individual, which is heritable from parents to children",Does not code for proteins and is same in all members of the population,C
Biology,Evolution,Evolution,Medium,60,Industrial melanism is an example of:,Neo Lamarckism,Neo Darwinism,Natural selection,Mutation,C
Biology,Transport in Plants,Transport in Plants,Medium,60,A column of water within xylem vessels of tall trees does not break under its weight because of :,Positive root pressure,Dissolved sugars in water,Tensile strength of water,Lignification of xylem vessels,C
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Medium,60,The introduction of t-DNA into plants involves:,Allowing the plant roots to stand in water,Infection of the plant by Agrobacterium tumefaciens,"Altering the pH of the soil, then heat shocking the plants",Exposing the plants to cold for a brief period,B
Biology,Biological Classification,Biological Classification,Medium,60,Pick up the wrong statement :,Nuclear membrane is present in Monera,Cell wall is absent in Animalia,Protista have photosynthetic and heterotrophic modes of nutrition,Some fungi are edible,A
Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,"In photosynthesis, the light-independent reactions take place at :",Stromal matrix,Thylakoid lumen,Photosystem - I,Photosystem-II,A
Biology,General,General,Medium,60,Which of the following immunoglobulins does constitute the largest percentage in human milk?,IgG,IgD,IgM,IgA,D
Biology,General,General,Medium,60,Which of the following pairs is not correctly matched? Mode of eproduction Example,Rhizome Banana,Binary fission Sargassum,Conidia Penicillium,Offset Water hyacinth,D
Biology,Environmental Issues,Environmental Issues,Medium,60,The UN conference of Parties on climate change in the year 2012 was held at :,Warsaw,Durban,Doha,Lima,C
Physics,Waves,Waves,Medium,60,"In the spectrum of hydrogen, the ratio of the longest wavelength in the Lyman series to the longest wavelength in the Balmer series is:",5 27,4 9,9 4,27 5,A
Physics,Waves,Waves,Medium,60,The energy of the em waves is of the order of 15 keV. To which part of the spectrum does it belong?,γ-rays,X-rays,Infra-red rays,Ultraviolet rays,B
Physics,General,General,Medium,60,"The cylindrical tube of a spray pump has radius R, one end of which has n fine holes, each of radius r. If the speed of the liquid in the tube is V, the speed of the ejection of the liquid through the holes is :",𝑉2𝑅 𝑛𝑟,𝑉𝑅2 𝑛2𝑟2,𝑉𝑅2 𝑛𝑟2,𝑉𝑅2 𝑛3𝑟2,C
Physics,General,General,Medium,60,"The Young’s modulus of steel is twice that of brass. Two wires of same length and of same area of cross section, one of steel and another of brass are suspended from the same roof. If we want the lower ends of the wires to be at the same level, then the weights added to the steel and brass wires must be in the ration of:",1 : 1,1 : 2,2 : 1,4 : 2,C
Physics,Current Electricity,Current Electricity,Medium,60,A potentiometer wire of length L and a resistance r are connected in series with a battery of e.m.f. E0 and a resistance r1. An unknown e.m.f. E is balanced at a length l of the potentiometer wire. The e.m.f. E will be given by:,LE0r (r+r1)l,LE0r l r1,E0r (r+r1). l L,E0l L,C
Physics,Oscillations,Oscillations,Medium,60,"A particle is executing a simple harmonic motion. Its maximum acceleration is α and maximum velocity is β. Then, its time period of vibration will be:",2πβ α,β2 α2,α β,β2 α,A
Physics,Motion in a Plane,Motion in a Plane,Medium,60,"If vectors A⃗⃗ = cos ωt iî + sinωt ĵ and B⃗⃗ = cos ωt 2 î + sin ωt 2 ĵ are functions of times, then the value of t at which they are orthogonal to each other is:",t = 0,t = π 4ω,t = π 2ω,t = π ω,D
