subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Chemistry,Structure of Atom,Orbitals,Hard,80,The total number of orbitals present in the shell with n = 3 is:,3,18,6,9,D
Chemistry,Structure of Atom,de Broglie,Hard,80,The de Broglie wavelength of a particle of mass m moving with velocity v is:,mv/h,h/v,h m v,h/(mv),D
Chemistry,Classification of Elements and Periodicity,Periodic Table,Easy,40,The modern periodic table arranges elements in order of increasing:,density,valency,atomic number,atomic mass,C
Chemistry,Classification of Elements and Periodicity,Groups,Easy,45,The vertical columns of the periodic table are called:,series,groups,periods,blocks,B
Chemistry,Classification of Elements and Periodicity,Electronegativity,Easy,45,The most electronegative element in the periodic table is:,chlorine,nitrogen,oxygen,fluorine,D
Chemistry,Classification of Elements and Periodicity,Groups,Easy,45,Elements belonging to the same group have the same number of:,shells,valence electrons,protons,neutrons,B
Chemistry,Classification of Elements and Periodicity,Atomic Radius,Medium,55,"As one moves from left to right across a period, the atomic radius generally:",increases,doubles,decreases,stays constant,C
Chemistry,Classification of Elements and Periodicity,Ionization Energy,Medium,55,"Down a group of the periodic table, the ionization energy generally:",increases,decreases,stays constant,becomes zero,B
Chemistry,Classification of Elements and Periodicity,Noble Gases,Medium,50,The elements of Group 18 are collectively called the:,halogens,alkali metals,alkaline earth metals,noble gases,D
Chemistry,Classification of Elements and Periodicity,Metallic Character,Medium,55,"Down a group, the metallic character of elements generally:",vanishes,increases,decreases,stays constant,B
Chemistry,Classification of Elements and Periodicity,Group Identification,Hard,80,An element with the electronic configuration 2 8 1 belongs to:,Group 1,Group 17,Group 18,Group 2,A
Chemistry,Classification of Elements and Periodicity,Atomic Radius,Hard,80,"Among Na, Mg, Al and Si, the element with the largest atomic radius is:",Si,Mg,Na,Al,C
Chemistry,Classification of Elements and Periodicity,Periods,Hard,80,The period number of an element is equal to its number of:,protons,occupied principal energy levels (shells),valence electrons,neutrons,B
Chemistry,Classification of Elements and Periodicity,Ionization Energy,Hard,80,"Across a period from left to right, the ionization energy generally:",increases,decreases,becomes negative,stays constant,A
Chemistry,Chemical Bonding and Molecular Structure,Ionic Bond,Easy,45,A chemical bond formed by the complete transfer of electrons is called a(n):,ionic bond,metallic bond,covalent bond,hydrogen bond,A
Chemistry,Chemical Bonding and Molecular Structure,Covalent Bond,Easy,45,A chemical bond formed by the sharing of electrons is called a(n):,metallic bond,covalent bond,ionic bond,hydrogen bond,B
Chemistry,Chemical Bonding and Molecular Structure,Bond Order,Easy,45,The two nitrogen atoms in an N2 molecule are joined by a:,triple bond,coordinate bond,single bond,double bond,A
Chemistry,Chemical Bonding and Molecular Structure,Molecular Shape,Easy,45,The shape of a water (H2O) molecule is:,bent (angular),linear,trigonal planar,tetrahedral,A
Chemistry,Chemical Bonding and Molecular Structure,VSEPR,Medium,55,"According to VSEPR theory, the shape of the methane (CH4) molecule is:",trigonal planar,linear,tetrahedral,square planar,C
Chemistry,Chemical Bonding and Molecular Structure,Hybridization,Medium,55,The hybridization of the carbon atom in methane (CH4) is:,sp,sp3d,sp2,sp3,D
Chemistry,Chemical Bonding and Molecular Structure,Coordinate Bond,Medium,55,"In a coordinate (dative) covalent bond, the shared pair of electrons is contributed by:",no atom,the nucleus,one atom only,both atoms equally,C
Chemistry,Chemical Bonding and Molecular Structure,Bond Angle,Medium,55,The bond angle in a regular tetrahedral molecule such as CH4 is:,180 degrees,90 degrees,109.5 degrees,120 degrees,C
Chemistry,Chemical Bonding and Molecular Structure,Hybridization,Hard,80,The hybridization of each carbon atom in ethene (C2H4) is:,sp2,sp3d,sp,sp3,A
Chemistry,Chemical Bonding and Molecular Structure,Molecular Shape,Hard,80,"Among H2O, NH3, CH4 and CO2, the molecule that is linear is:",CH4,CO2,NH3,H2O,B
Chemistry,Chemical Bonding and Molecular Structure,Sigma and Pi Bonds,Hard,85,The N2 molecule contains:,3 sigma bonds,2 sigma and 1 pi bond,1 sigma and 1 pi bond,1 sigma and 2 pi bonds,D
Chemistry,Chemical Bonding and Molecular Structure,Hybridization,Hard,80,The hybridization of each carbon atom in ethyne (C2H2) is:,sp,sp3d,sp3,sp2,A
Chemistry,States of Matter,Boyle's Law,Easy,45,Boyle's law relates the pressure and volume of a gas at constant:,temperature,density,pressure,mass,A
Chemistry,States of Matter,Boyle's Law,Easy,45,"At constant temperature, the pressure and volume of a fixed mass of gas are:",inversely proportional,directly proportional,unrelated,always equal,A
Chemistry,States of Matter,Charles's Law,Easy,45,Charles's law relates the volume of a gas to its ____ at constant pressure.,pressure,density,temperature,mass,C
Chemistry,States of Matter,States,Easy,45,The state of matter that has a definite volume but no definite shape is the:,liquid,gas,plasma,solid,A
Chemistry,States of Matter,Ideal Gas Equation,Medium,55,The ideal gas equation is written as:,P/V = nRT,PVT = nR,PV = nRT,PV = RT/n,C
Chemistry,States of Matter,Avogadro's Law,Medium,55,"According to Avogadro's law, equal volumes of gases at the same temperature and pressure contain equal numbers of:",electrons,molecules,protons,atoms,B
Chemistry,States of Matter,Absolute Zero,Medium,55,Absolute zero corresponds to a Celsius temperature of approximately:,100 degrees C,0 degrees C,-273 degrees C,273 degrees C,C
Chemistry,States of Matter,Charles's Law,Medium,55,"At constant pressure, doubling the absolute temperature of a gas causes its volume to:",quadruple,double,halve,stay unchanged,B
Chemistry,States of Matter,Boyle's Law,Hard,80,A gas at 2 atm occupying 1 L is compressed isothermally to 0.5 L. Its new pressure is:,0.5 atm,2 atm,1 atm,4 atm,D
Chemistry,States of Matter,Compressibility Factor,Hard,80,The compressibility factor (Z) for an ideal gas is:,1,0,negative,infinity,A
Chemistry,States of Matter,Charles's Law,Hard,85,"A gas occupies 300 mL at 27 degrees C. At 327 degrees C and constant pressure, its volume becomes:",150 mL,300 mL,600 mL,900 mL,C
Chemistry,States of Matter,Real Gases,Hard,80,Real gases deviate most from ideal behaviour at:,high pressure and low temperature,standard conditions,low pressure and high temperature,high temperature only,A
Chemistry,Thermodynamics,Definitions,Easy,45,The branch of science dealing with energy changes in chemical reactions is:,kinetics,stoichiometry,thermodynamics,electrochemistry,C
Chemistry,Thermodynamics,Exothermic Reactions,Easy,45,A reaction that releases heat to the surroundings is termed:,adiabatic,isothermal,endothermic,exothermic,D
Chemistry,Thermodynamics,First Law,Easy,45,The first law of thermodynamics is a statement of the conservation of:,charge,momentum,energy,mass,C
Chemistry,Thermodynamics,Enthalpy,Easy,45,The heat content of a system at constant pressure is called its:,enthalpy,free energy,internal energy,entropy,A
Chemistry,Thermodynamics,Enthalpy,Medium,55,"For an exothermic reaction, the enthalpy change (delta H) is:",positive,infinite,zero,negative,D
Chemistry,Thermodynamics,Entropy,Medium,55,Entropy is a measure of the ____ of a system.,total energy,temperature,disorder or randomness,mass,C
Chemistry,Thermodynamics,Gibbs Free Energy,Medium,55,The thermodynamic quantity that determines the spontaneity of a process at constant temperature and pressure is the:,enthalpy,internal energy,Gibbs free energy,entropy alone,C
Chemistry,Thermodynamics,Spontaneity,Medium,55,"For a spontaneous process at constant T and P, the change in Gibbs free energy (delta G) is:",negative,infinite,zero always,positive,A
Chemistry,Thermodynamics,First Law,Hard,80,A system absorbs 100 J of heat and does 40 J of work. The change in its internal energy is:,140 J,40 J,60 J,-60 J,C
Chemistry,Thermodynamics,Equilibrium,Hard,80,"At equilibrium, the change in Gibbs free energy (delta G) for a reaction is:",negative,zero,positive,infinite,B
Chemistry,Thermodynamics,Gibbs Equation,Hard,85,"From delta G = delta H - T delta S, a reaction is spontaneous at all temperatures when:",both are negative,both are positive,delta H is negative and delta S is positive,delta H is positive and delta S is negative,C
Chemistry,Thermodynamics,Enthalpy of Formation,Hard,80,The standard enthalpy of formation of an element in its most stable form is:,negative,positive,one,zero,D
Chemistry,Equilibrium,Dynamic Equilibrium,Easy,45,"At chemical equilibrium, the rates of the forward and backward reactions are:",zero,equal,forward is greater,backward is greater,B
Chemistry,Equilibrium,pH,Easy,45,The pH of a neutral aqueous solution at 25 degrees C is:,0,7,1,14,B
Chemistry,Equilibrium,Acids and Bases,Easy,45,"According to the Bronsted-Lowry concept, an acid is a substance that donates:",neutrons,hydroxide ions,protons,electrons,C
Chemistry,Equilibrium,Acids and Bases,Easy,45,"According to Arrhenius, a base produces ____ when dissolved in water.",hydrogen (H+) ions,hydroxide (OH-) ions,protons,electrons,B
Chemistry,Equilibrium,Le Chatelier,Medium,60,"For the equilibrium N2 + 3H2 reversible 2NH3, increasing the pressure shifts the equilibrium toward the:",products,decomposition,neither side,reactants,A
Chemistry,Equilibrium,Le Chatelier,Medium,55,Le Chatelier's principle predicts how a system at equilibrium responds to a:,change in conditions,passage of time,catalyst only,exposure to light,A
Chemistry,Equilibrium,pH,Medium,55,The pH of a solution in which the hydrogen ion concentration is 10^-3 M is:,10,3,7,11,B
Chemistry,Equilibrium,Catalyst,Medium,55,A catalyst increases the rate of reaction but does not change the:,products formed,need for reactants,position of equilibrium,reaction rate,C
Chemistry,Equilibrium,Equilibrium Constant,Hard,80,"If the equilibrium constant Kc of a reaction is much greater than 1, the reaction:",never proceeds,is at a standstill,favours the products,favours the reactants,C
Chemistry,Equilibrium,Conjugate Pairs,Hard,80,The conjugate base of hydrochloric acid (HCl) is:,Cl-,OH-,H+,H2O,A
Chemistry,Equilibrium,pH,Hard,80,The pH of a 0.01 M solution of HCl (a strong acid) is:,0.01,12,2,1,C
Chemistry,Equilibrium,Le Chatelier,Hard,80,Adding more reactant to a system at equilibrium shifts the equilibrium toward the:,neither side,products,decomposition,reactants,B
