id,mock_id,student_id,started_at,submitted_at,total_marks,max_marks,accuracy
42320e56-ebf6-48b8-980b-25230375c4d5,7b67da0e-4578-4bfb-b96c-9dd78cb97ed9,64921cc5-d02c-4d9a-a998-17b581006437,2026-06-13T19:29:45.556712+00:00,2026-05-22T04:29:43.327+00:00,20,40,60
d9da83b7-e6ed-48ca-becb-2015120a30d2,7c4b7b5e-449a-43eb-9105-6d62735de2fb,64921cc5-d02c-4d9a-a998-17b581006437,2026-06-13T19:29:45.556712+00:00,2026-05-28T12:59:43.327+00:00,15,40,50
7827f0f6-06e8-484e-82bc-75a63fb38cf8,1c075d08-70c2-478d-a90f-4c805f06c997,64921cc5-d02c-4d9a-a998-17b581006437,2026-06-13T19:29:45.556712+00:00,2026-06-06T03:29:43.327+00:00,35,40,90
fa3005fb-44f3-4609-876b-200cc1afc831,c3942510-ab77-4b29-91e1-d5b5b0f52d3d,b8f88d75-b309-45cc-b483-5d9678efaf55,2026-06-13T19:29:45.556712+00:00,2026-05-21T09:29:43.332+00:00,15,40,50
f54db34f-eba6-4117-bb4a-d5c4111b2950,4f2d3f62-d6b7-4c60-b109-cbc8ad1a1fd7,b8f88d75-b309-45cc-b483-5d9678efaf55,2026-06-13T19:29:45.556712+00:00,2026-05-22T15:59:43.332+00:00,16,40,56
19a5acdb-af2f-41e8-9c5a-d8d140b6df1c,d367822a-9156-4b89-aea2-404e9b59dae0,b8f88d75-b309-45cc-b483-5d9678efaf55,2026-06-13T19:29:45.556712+00:00,2026-06-04T14:29:43.332+00:00,35,40,90
0a765e64-0d00-43f8-bb22-3799e8587e3f,16782999-38b7-4f2c-aa31-86d1e58331d0,b8f88d75-b309-45cc-b483-5d9678efaf55,2026-06-13T19:29:45.556712+00:00,2026-06-12T05:29:43.332+00:00,25,40,70
64f9981c-4a34-47d5-9b19-c47a80365559,f7a7dec4-c70a-4f6c-96dc-46fd32a27ccd,de16fe87-e5e3-48c2-beed-7d414cb912af,2026-06-13T19:29:45.556712+00:00,2026-05-22T08:29:43.335+00:00,16,40,56
2cb77144-8fd3-4364-995a-78206eb549c6,b25c2fef-a39c-484d-b621-30d234535e8b,de16fe87-e5e3-48c2-beed-7d414cb912af,2026-06-13T19:29:45.556712+00:00,2026-05-26T10:29:43.335+00:00,11,40,44
f5ea6d24-35f8-4a73-a8cc-acfb19b129c3,0a66ddc8-2545-4aa1-b3af-c88aa8176604,ccb5d75b-faa3-49cf-a11a-c4a430f8b562,2026-06-13T19:29:45.556712+00:00,2026-05-19T11:59:43.336+00:00,11,40,44
83a36927-3239-4b0b-8b00-2a597b5a214b,e2b9730c-035a-49d6-8b20-c77fb026a997,ccb5d75b-faa3-49cf-a11a-c4a430f8b562,2026-06-13T19:29:45.556712+00:00,2026-05-30T09:29:43.336+00:00,10,40,40
ab4d3360-e5bb-45bb-99d0-1d14188dacca,886a626a-5469-469d-ba3e-263aef999e13,ccb5d75b-faa3-49cf-a11a-c4a430f8b562,2026-06-13T19:29:45.556712+00:00,2026-06-03T14:29:43.336+00:00,31,40,89
a173659d-598a-45eb-8fe7-2edb056ad139,a9a25c23-4e24-4475-9e7a-729a561ade0a,ccb5d75b-faa3-49cf-a11a-c4a430f8b562,2026-06-13T19:29:45.556712+00:00,2026-06-04T13:29:43.336+00:00,10,40,40
398458c9-ecb5-4fab-84b5-bb569149741b,c36cd835-0cd3-4a2a-938f-3ed1871dd5fd,68bbf8b9-a64b-4bbf-bee2-6534ec7c402d,2026-06-13T19:29:45.556712+00:00,2026-05-20T11:59:43.338+00:00,6,40,33
fbd9d9ef-a75b-443d-a673-8704a86d9a04,f626c0f4-d20b-4554-ba22-9e14ac6e4c83,b7c295c1-9d75-4bc0-95af-dc48a359355d,2026-06-13T19:29:45.556712+00:00,2026-05-26T11:29:43.341+00:00,26,40,78
55183d2a-ec0c-4020-b219-7b2070dac316,04a4d96b-7986-44a5-b211-8a070f48e01a,b7c295c1-9d75-4bc0-95af-dc48a359355d,2026-06-13T19:29:45.556712+00:00,2026-05-28T07:29:43.341+00:00,15,40,50
798bab02-3b3b-4621-9bf4-c3cbcc2649f7,eceb7155-1beb-48a6-8b08-dc1204ef0d8b,b7c295c1-9d75-4bc0-95af-dc48a359355d,2026-06-13T19:29:45.556712+00:00,2026-05-31T11:29:43.341+00:00,26,40,78
95e830ac-4904-458f-ac5a-89ae360fee71,8f9f6690-d5b8-4218-9333-feb3cc317aea,b7c295c1-9d75-4bc0-95af-dc48a359355d,2026-06-13T19:29:45.556712+00:00,2026-06-07T10:29:43.341+00:00,30,40,80
989dc1b3-f442-43d6-ab59-55d6a87da77f,29b9f062-6fcb-493e-b6b5-8d4955c91c0a,b7c295c1-9d75-4bc0-95af-dc48a359355d,2026-06-13T19:29:45.556712+00:00,2026-06-07T09:59:43.341+00:00,30,40,80
6953630e-1e5a-4a66-a1f9-97ce804c04c6,dfca6bfa-5ad7-47cd-ae2f-207d2f0c955c,e71abf99-b20d-45b2-8b31-6ba7e611869e,2026-06-13T19:29:45.556712+00:00,2026-05-17T07:29:43.342+00:00,15,40,50
d8a6ed96-823e-411a-8831-737ffa765a29,bbbe8cc0-2a7b-4667-b30c-8628ab6deea1,e71abf99-b20d-45b2-8b31-6ba7e611869e,2026-06-13T19:29:45.556712+00:00,2026-05-22T03:29:43.342+00:00,25,40,70
80fe454d-d351-4ae9-8b09-61261af4c231,430ccd55-dffd-4118-8bb6-3b88dd6f6f4b,e71abf99-b20d-45b2-8b31-6ba7e611869e,2026-06-13T19:29:45.556712+00:00,2026-06-03T12:29:43.342+00:00,25,40,70
84fffdaa-e98f-4131-8aa2-51dff91ff6e7,569cbd8a-528e-445f-a892-a50bb7a9d5da,e71abf99-b20d-45b2-8b31-6ba7e611869e,2026-06-13T19:29:45.556712+00:00,2026-06-07T05:29:43.342+00:00,36,40,100
054b9b9e-a3be-4776-a782-74782398243c,8af6cc75-9c48-4724-8380-9160cb518376,e71abf99-b20d-45b2-8b31-6ba7e611869e,2026-06-13T19:29:45.556712+00:00,2026-06-09T13:29:43.342+00:00,31,40,89
baf861c6-2c67-4be6-bb8a-9ec14728fab8,19d8e828-3fa0-4659-b05a-2826e6da0d9d,e71abf99-b20d-45b2-8b31-6ba7e611869e,2026-06-13T19:29:45.556712+00:00,2026-06-09T11:59:43.342+00:00,30,40,80
c1ed4257-c3d9-4282-8f21-dc9133eed517,9470ae71-f1b4-4196-91c7-9f075f779c3f,64e11fbf-ef70-470b-8de8-d0462ae99671,2026-06-13T19:29:45.556712+00:00,2026-05-18T11:29:43.345+00:00,0,40,20
a6a679e5-8af5-41f4-b496-2c8429fd9981,ab2fd1c5-e18d-444b-b0a8-251f78323e6a,64e11fbf-ef70-470b-8de8-d0462ae99671,2026-06-13T19:29:45.556712+00:00,2026-05-27T12:59:43.345+00:00,26,40,78
24324be8-9a12-48ad-8b8d-0e02b7031b9b,d07ed8ea-7a50-4aa9-8664-05e8e7e76413,64e11fbf-ef70-470b-8de8-d0462ae99671,2026-06-13T19:29:45.556712+00:00,2026-05-28T03:29:43.345+00:00,20,40,60
5383926f-1cb1-4521-a1ad-b01eac8a0a23,928879e9-988a-4903-9381-1b5d1a04a361,64e11fbf-ef70-470b-8de8-d0462ae99671,2026-06-13T19:29:45.556712+00:00,2026-06-09T09:29:43.345+00:00,25,40,70
d7ffac47-f5e3-486f-87d6-994dc9522feb,5a3650f4-2cbe-451f-abf5-cac31b95eca0,64e11fbf-ef70-470b-8de8-d0462ae99671,2026-06-13T19:29:45.556712+00:00,2026-06-13T09:29:43.345+00:00,20,40,60
767fdc0a-0913-4b40-92d0-9a8054244639,f970ff04-17af-481a-9bc7-0a6c29970651,51564caa-128e-49ca-aae7-7fbf451d346d,2026-06-13T19:29:45.556712+00:00,2026-06-07T06:29:43.351+00:00,31,40,89
61c9cf3c-9672-48e5-b83a-d6aed9dba417,ca6e6086-a51e-48c2-9df1-9c03524292bc,0b03a221-bd04-4814-9cc9-4a48cd3122fa,2026-06-13T19:29:45.556712+00:00,2026-05-23T12:29:43.351+00:00,22,40,75
dfdf8701-ed83-430d-b4a8-6873e8ac86d4,8e1aacba-6287-4f26-991d-59bda1911c92,0b03a221-bd04-4814-9cc9-4a48cd3122fa,2026-06-13T19:29:45.556712+00:00,2026-05-27T11:29:43.351+00:00,26,40,78
d9bab598-b1e8-4c26-a0f3-d70bdc6ed970,fb96d711-b679-40fc-b726-a053bed7a396,0b03a221-bd04-4814-9cc9-4a48cd3122fa,2026-06-13T19:29:45.556712+00:00,2026-05-28T12:29:43.351+00:00,20,40,60
ac4d8196-cc98-41b9-bf7a-6491b8298a8e,da9d6c99-1a45-4d2c-9711-f5ff9957627b,0b03a221-bd04-4814-9cc9-4a48cd3122fa,2026-06-13T19:29:45.556712+00:00,2026-06-07T12:59:43.351+00:00,30,40,80
f087811b-8ff2-493b-b5ce-abd0887c3e66,80f9198c-613f-4702-9917-17a60a850c63,01f80872-1449-4f49-98f0-b96b3e9b58d7,2026-06-13T19:29:45.556712+00:00,2026-05-19T12:29:43.352+00:00,17,40,63
5851712d-54d1-4047-95ba-f3ed0217584a,8c4fe345-4863-4365-ac96-db7efbe0227b,01f80872-1449-4f49-98f0-b96b3e9b58d7,2026-06-13T19:29:45.556712+00:00,2026-05-20T09:29:43.352+00:00,1,40,22
addf0489-d5aa-4516-9549-949144621bff,9117a26b-bb2c-4c1b-ab50-c5b23b82cb62,01f80872-1449-4f49-98f0-b96b3e9b58d7,2026-06-13T19:29:45.556712+00:00,2026-05-22T07:29:43.352+00:00,-5,40,10
a3cc2d13-a107-42d9-957d-daddbcdf254d,3b4eeb6b-58ea-4186-8e74-393dda26015e,46684f5f-3c50-4ab7-a313-ed405fe64609,2026-06-13T19:29:49.641695+00:00,2026-05-22T07:29:47.994+00:00,15,40,50
0e0a4889-fea4-4058-a033-c885be394f8f,e714174e-b63d-4b1f-a755-1aacff0eea24,87b75fcc-1997-4b72-87d8-683c4d21a79e,2026-06-13T19:29:52.408016+00:00,2026-06-07T10:29:51.003+00:00,30,40,80
5bcda278-e3a0-4b42-9388-650bed90ea6a,733cdcbb-42bc-4233-a903-a09ea16df424,6f5efcd7-1212-4491-afb6-4ad62bf4e3e6,2026-06-13T19:29:52.408016+00:00,2026-06-02T11:29:51.006+00:00,11,40,44
1b495034-098c-4212-a216-e874f3076de7,c575ac3d-d7b3-4253-ad4f-d9f69f92a803,6f5efcd7-1212-4491-afb6-4ad62bf4e3e6,2026-06-13T19:29:52.408016+00:00,2026-06-13T12:29:51.006+00:00,25,40,70
b0c151f8-ea2e-4e3c-b8e7-e6a8c8b92ac9,975301c3-64ed-4906-a3c5-7ae9a9eed050,01f80872-1449-4f49-98f0-b96b3e9b58d7,2026-06-13T19:29:45.556712+00:00,2026-05-25T11:29:43.352+00:00,17,40,63
56ecd000-eb82-47d4-bea0-b5ad2c41b023,4e1fe53f-fff2-468c-ac3a-fa3c124fcbbb,f68eed6c-2f59-44b0-afd3-dc5aa6921851,2026-06-13T19:29:45.556712+00:00,2026-05-20T04:29:43.353+00:00,21,40,67
29da8c89-c80b-4564-ae21-3a07b6daf10c,c90d85fc-60af-4fcd-aaf1-27ee72f848af,f68eed6c-2f59-44b0-afd3-dc5aa6921851,2026-06-13T19:29:45.556712+00:00,2026-05-24T08:29:43.353+00:00,10,40,40
913c8da3-527c-4a33-a402-278cccb4b80e,68a9241e-866a-4a54-a44a-a172a903423d,f68eed6c-2f59-44b0-afd3-dc5aa6921851,2026-06-13T19:29:45.556712+00:00,2026-05-27T03:29:43.353+00:00,16,40,56
0d75fa72-2093-4a61-a60a-8aec37a96b8d,789aea77-9d1e-420b-bdc6-fe8a1b759728,600faa56-1aff-4b12-8485-a5272a253ec4,2026-06-13T19:29:45.556712+00:00,2026-05-24T11:29:43.354+00:00,30,40,80
16d9d2d1-08e6-4b77-8167-c952a07ab956,9f81f167-c7a6-41b8-9fa9-85cac4a49fc2,600faa56-1aff-4b12-8485-a5272a253ec4,2026-06-13T19:29:45.556712+00:00,2026-05-31T11:29:43.354+00:00,12,40,50
