subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Chemistry,General Principles of Isolation of Elements,General Principles of Isolation of Elements,,60,"In the extraction of copper from its sulphide ore, the metal is finally obtained by the reduction of cuprous oxide with:",Copper (I) sulphide,Sulphur dioxide,Iron (II) sulphide,Carbon monoxide,B
Biology,Transport in Plants,Transport in Plants,,60,Root pressure is usually acidic because,Increase in transpiration,Active absorption,Low osmotic potential in soil,Passive absorption,B
Biology,Plant Kingdom,Plant Kingdom,,60,Which one is a wrong statement?,"Brown algae have chlorophyll a and c, and fucoxanthin","Archegonia are found in Bryophyta, Pteridophyta and Gymnosperms",Mucor has biflagellate zoospores,Haploid endosperm is typical feature of Gymnosperms,C
Biology,Ecosystem,Ecosystem,,60,Most animals that live in deep oceanic waters are :,Detritivores,Primary consumers,Secondary consumers,Tertiary consumers,C
Biology,Organisms and Populations,Organisms and Populations,,60,An association of individuals of different species living in the same habitat and having functional interactions is :,Population,Ecological niche,Biotic community,Ecosystem,C
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,60,Axile placentation is present in :,Argemone,Dianthus,Lemon,Pea,C
Biology,Ecosystem,Ecosystem,,60,In which of the following both pairs have correct combination?,Gaseous nutrient cycle Sulphur and Phosphorus Sedimentary nutrient cycle Carbon and Nitrogen,Gaseous nutrient cycle Carbon and Nitrogen Sedimentary nutrient cycle Sulphur and Phosphorus,Gaseous nutrient cycle Carbon and sulphur Sedimentary nutrient cycle Nitrogen and phosphorus,Gaseous nutrient cycle Nitrogen and sulphur Sedimentary nutrient cycle Carbon and Phosphorus,B
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,60,Which of the following are not membrane-bound?,Mesosomes,Vacuoles,Ribosomes,Lysosomes,C
Biology,Organisms and Populations,Organisms and Populations,,60,In which of the following interactions both partners are adversely affected?,Mutualism,Competition,Predation,Parasitism,B
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,,60,A colour blind man marries a woman with normal sight who has no history of colour blindness in her family. What is the probability of their grandson being colour blind?,0.25,0.5,1,Nil,B
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,60,Cellular organelles with membranes are:,"Lysosomes, Golgi apparatus and mitochondria","Nuclei, ribosomes and mitochondria","Chromosomes, ribosomes and endoplasmic reticulum","Endoplasmic reticulum, ribosomes and nuclei",A
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,60,Cell wall is absent in:,Nostoc,Aspergillus,Funaria,Mycoplasma,D
Biology,Biomolecules,Biomolecules,,60,Which of the following biomolecules does have a phosphodiester bond?,Nucleic acids in a nucleotide,Fatty acids in a diglyceride,Monosaccharides in a polysaccharide,Amino acids in a polypeptide,A
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,60,A protoplast is a cell:,Without division,Without plasma membrane,Without nucleus,Undergoing division,A
Biology,Biological Classification,Biological Classification,,60,In which group of organisms the cells walls form two thin overlapping shells which fit together?,Slime moulds,Chrysophytes,Euglenoids,Dinoflagellates,B
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,60,The DNA molecules to which the gene of interest is integrated for cloning is called:,Carrier,Transformer,Vector,Template,C
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,,60,Male gametophyte in angiosperms produces:,Three sperms,Two sperms and a vegetative cell,Single sperm and a vegetative cell,Single sperm and two vegetative cells,B
Biology,Digestion and Absorption,Digestion and Absorption,,60,The enzymes that is not present in succus entericus is:,Lipase,Maltase,Nucleases,Nucleosidase,C
Biology,Structural Organisation in Animals,Structural Organisation in Animals,,60,The function of the gap junction is to :,Stop substance from leaking across a tissue,Performing cementing to keep neighbouring cells together,"Facilitate communication between adjoining cells by connecting the cytoplasm for rapid transfer of ions, small molecules and some large molecules",Separate two cells from each other.,C
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,,60,Arrange the following events of meiosis in correct sequence (a) Crossing over (b) Synapsis (c) Terminalisation of chaismata (d) Disappearance of nucleolus,"(b), (c), (d), (a)","(b), (a), (d), (c)","(b), (a), (c), (d)","(a), (b), (c), (d)",C
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,60,The cutting of DNA at specific locations became possible with the discovery of:,Ligases,Restriction enzymes,Probes,Selectable markers,B
Biology,Mineral Nutrition,Mineral Nutrition,,60,"During biological nitrogen fixation, inactivation of nitrogenase by oxygen poisoning prevented by :",Cytochrome,Leghaemoglobin,Xanthophyll,Carotene,B
Biology,Human Health and Disease,Human Health and Disease,,60,Grafted kidney may be rejected in a patient due to,Innate immune response,Humoral immune response,Cell-mediated immune response,Passive immune response,C
Biology,Structural Organisation in Animals,Structural Organisation in Animals,,60,The body cells in cockroach discharge their nitrogenous waste in the haemolymph mainly in the Form of :,Calcium carbonate,Ammonia,Potassium urate,Urea,C
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,,60,Filiform apparatus is characteristic feature of:,Synergids,Generative cell,Nucellar embryo,Aleurone cell,A
Biology,Environmental Issues,Environmental Issues,,60,Acid rain is caused by increase in the atmospheric concentration of :,O3 and dust,SO2 and NO2,SO3 and CO,CO2 and CO,B
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,60,"Among china rose, mustard, brinjal, potato, guava, cucumber, onion and tulip, how many plants have superior ovary?",Four,Five,Six,Three,C
Biology,Locomotion and Movement,Locomotion and Movement,,60,Which of the following is not a function of the skeletal system?,Locomotion,Production of erythrocytes,Storage of minerals,Production of body heat,D
Biology,Biotechnology and its Applications,Biotechnology and its Applications,,60,Golden rice is a genetically modified crop plant where the incorporated gene is meant for biosynthesis of :,Vitamin A,Vitamin B,Vitamin C,Omega 3,A
Biology,Plant Growth and Development,Plant Growth and Development,,60,Auxin can be bioassayed by :,Lettuce hypocotyl elongation,Avena coleoptile curvature,Hydroponics,Potometer,B
Biology,Human Reproduction,Human Reproduction,,60,Which of the following events is not associated with ovulation in human female?,LH surge,Decrease in estradiol,Full development of Graafian follicle,Release of secondary oocyte,B
Biology,Animal Kingdom,Animal Kingdom,,60,"Body having meshwork of cells, internal cavities lined with food filtering flagellated cells and indirect development are the characteristics of phylum:",Protozoa,Coelenterata,Porifera,Mollusca,C
Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,,60,Which one of the following hormones is not involved in sugar metabolism?,Glucagon,Cortisone,Aldosterone,Insulin,C
Biology,Strategies for Enhancement in Food Production,Strategies for Enhancement in Food Production,,60,Outbreeding is an important strategy of animal husbandry because it :,Exposes harmful recessive genes that are eliminated by selection,Helps in accumulation of superior genes.,Is useful in producing purelines of animals.,Is useful in overcoming inbreeding depression,D
Biology,Reproductive Health,Reproductive Health,,60,A childless couple can be assisted to have a child through a technique called GIFT. The full form of this technique is:,Germ cell internal fallopian transfer,Gamete inseminated fallopian transfer,Gamete intra fallopian transfer,Gamete internal fertilization and transfer,C
Biology,Animal Kingdom,Animal Kingdom,,60,"A jawless fish, which lays eggs in fresh water and whose ammocoetes larvae after metamorphosis return to the ocean is:",Petromyzon,Eptatretus,Myxine,Neomyxine,A
Biology,Human Reproduction,Human Reproduction,,60,Which of the following layers in an antral follicle is acellular?,Zona pellucida,Granulosa,Theca interna,Stroma,A
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,,60,"In angiosperms, microsporogenesis and megasporogenesis :",Occur in ovule,Occur in anther,Form gametes without furthers divisions,Involve meiosis,D
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,,60,A gene showing codominance has:,Both alleles independently expressed in the heterozygote,One allele dominant on the other,Alleles tightly linked on the same chromosome,Alleles that are recessive to each other,A
Biology,Biomolecules,Biomolecules,,60,The chitinous exoskeleton of arthropods is formed by the polymerisation of :,Lipoglycans,Keratin sulphate and chondroitin sulphate,D-glucosamine,N-acetyl glucosamine,D
Biology,Biological Classification,Biological Classification,,60,The imperfect fungi which are decomposers of litter and help in mineral cycling belong to:,Ascomycetes,Deuteromycetes,Basidiomycetes,Phycomycetes,B
Biology,Evolution,Evolution,,60,The wings of a bird and the wings of an insect are :,Homologous structures and represent convergent evolution,Homologous structures and represent divergent evolution,Analogous structures and represent convergent evolution,Phylogenetic structures and represent divergent evolution,C
Biology,Environmental Issues,Environmental Issues,,60,Increase in concentration of the toxicant at successive trophic levels is known as :,Biogeochemical cycling,Biomagnification,Biodeterioration,Biotransformation,B
Biology,Neural Control and Coordination,Neural Control and Coordination,,60,Destruction of the anterior horn cells of the spinal cord would result in loss of :-,Integrating impulses,Sensory impulses,Voluntary motor impulses,Commissural impulses,C
Biology,Transport in Plants,Transport in Plants,,60,Roots play insignificant role in absorption of water in :,Wheat,Sunflower,Pistia,Pea,C
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,,60,Identify the correct order of organisation of genetic material from largest to smallest :,"Chromosome, genome, nucleotide, gene","Chromosome, gene, genome, nucleotide","Genome, chromosomes, nucleotide, gene","Genome, chromosome, gene, nucleotide",D
Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,,60,"Which one of the following hormones though synthesis elsewhere, is stored and released by the master gland?",Melanocyte stimulating hormone,Antidiuretic hormone,Luteinizing hormone,Prolactin,B
Biology,Anatomy of Flowering Plants,Anatomy of Flowering Plants,,60,Read the different components from (a) to (d) in the list given below and tell the correct order of the components with reference to their arrangement from outer side to inner side in a woody dicot stem: (a) Secondary cortex (b) Wood (c) Secondary phloem (d) Phellem The correct order is :,"(d), (c), (a), (b)","(c), (d), (b), (a)","(a), (b), (d), (c)","(d), (a), (c), (b)",D
Biology,Locomotion and Movement,Locomotion and Movement,,60,Which of the following joints would allow no movement?,Ball and Socket joint,Fibrous joint,Cartilaginous joint,Synovial joint,B
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,,60,Which one of the following is not applicable to RNA?,Chargaff's rule,Complementary base pairing,5' phosphoryl and 3' hydroxyl ends,Heterocyclic nitrogenous bases,A
Biology,Body Fluids and Circulation,Body Fluids and Circulation,,60,Doctors use stethoscope to hear the sound; produced during each cardiac cycle. The second sound is heard when:,AV node receives signal from SA node,AV valves open up,Ventricular walls vibrate due to gushing of blood from atria,Semilunar valves close down after the blood flows into vessels from ventricles,D
Biology,Organisms and Populations,Organisms and Populations,,60,During ecological succession:,The changes lead to a community that is in near equilibrium with the environment and is called pioneer community,The gradual and predictable change in species composition occurs in a given area,The establishment of a new biotic community is very fast in its primary phase,The number and types of animals remain constant,B
Biology,Environmental Issues,Environmental Issues,,60,Which the following are most suitable indicator of SO2 pollution in the environment?,Fungi,Lichens,Conifers,Algae,B
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,,60,Satellite DNA is important because it :,Codes for enzymes needed for DNA replication,Codes for proteins needed in cell cycle,"Shows high degree of polymorphism in population and also the same degree of polymorphism in an individual, which is heritable from parents to children",Does not code for proteins and is same in all members of the population,C
Biology,Evolution,Evolution,,60,Industrial melanism is an example of:,Neo Lamarckism,Neo Darwinism,Natural selection,Mutation,C
Biology,Transport in Plants,Transport in Plants,,60,A column of water within xylem vessels of tall trees does not break under its weight because of :,Positive root pressure,Dissolved sugars in water,Tensile strength of water,Lignification of xylem vessels,C
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,60,The introduction of t-DNA into plants involves:,Allowing the plant roots to stand in water,Infection of the plant by Agrobacterium tumefaciens,"Altering the pH of the soil, then heat shocking the plants",Exposing the plants to cold for a brief period,B
Biology,Biological Classification,Biological Classification,,60,Pick up the wrong statement :,Nuclear membrane is present in Monera,Cell wall is absent in Animalia,Protista have photosynthetic and heterotrophic modes of nutrition,Some fungi are edible,A
Biology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,,60,"In photosynthesis, the light-independent reactions take place at :",Stromal matrix,Thylakoid lumen,Photosystem - I,Photosystem-II,A
Biology,Reproduction in Organisms,Reproduction in Organisms,,60,Which of the following pairs is not correctly matched? Mode of eproduction Example,Rhizome Banana,Binary fission Sargassum,Conidia Penicillium,Offset Water hyacinth,D
Biology,Environmental Issues,Environmental Issues,,60,The UN conference of Parties on climate change in the year 2012 was held at :,Warsaw,Durban,Doha,Lima,C
Physics,Atoms,Atoms,,60,"In the spectrum of hydrogen, the ratio of the longest wavelength in the Lyman series to the longest wavelength in the Balmer series is:",5 27,4 9,9 4,27 5,A
Physics,Electromagnetic Waves,Electromagnetic Waves,,60,The energy of the em waves is of the order of 15 keV. To which part of the spectrum does it belong?,γ-rays,X-rays,Infra-red rays,Ultraviolet rays,B
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,,60,"The cylindrical tube of a spray pump has radius R, one end of which has n fine holes, each of radius r. If the speed of the liquid in the tube is V, the speed of the ejection of the liquid through the holes is :",𝑉2𝑅 𝑛𝑟,𝑉𝑅2 𝑛2𝑟2,𝑉𝑅2 𝑛𝑟2,𝑉𝑅2 𝑛3𝑟2,C
Physics,Current Electricity,Current Electricity,,60,A potentiometer wire of length L and a resistance r are connected in series with a battery of e.m.f. E0 and a resistance r1. An unknown e.m.f. E is balanced at a length l of the potentiometer wire. The e.m.f. E will be given by:,LE0r (r+r1)l,LE0r l r1,E0r (r+r1). l L,E0l L,C
Physics,Oscillations,Oscillations,,60,"A particle is executing a simple harmonic motion. Its maximum acceleration is α and maximum velocity is β. Then, its time period of vibration will be:",2πβ α,β2 α2,α β,β2 α,A
Physics,Motion in a Plane,Motion in a Plane,,60,"If vectors A⃗⃗ = cos ωt iî + sinωt ĵ and B⃗⃗ = cos ωt 2 î + sin ωt 2 ĵ are functions of times, then the value of t at which they are orthogonal to each other is:",t = 0,t = π 4ω,t = π 2ω,t = π ω,D
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,"An automobile moves on a road with a speed of 54 km h−1. The radius of its wheels is 0.45 m and the moment of inertia of the wheel about its axis of rotation is 3 kg m2. If the vehicle is brought to rest in 15s, the magnitude of average torque transmitted by its brakes to the wheel is:",2.86 kg m2 s−2,6.66 kg m2s−2,8.58 kg m2s−2,10.86 kg m2 s−2,B
Physics,Moving Charges and Magnetism,Moving Charges and Magnetism,,60,"A rectangular coil of length 0.12 m and width 0.1 m having 50 turns of wire is suspended vertically in a uniform magnetic field of strength 0.2 Weber m2 ⁄. The coil carries a current of 2A. if the plane of the coil is inclined at an angle of 30o with the direction of the field, the torque required to keep coil in stable equilibrium will be:",0.12 Nm,0.15 Nm,0.20 Nm,0.24 Nm,C
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,"A parallel plate air capacitor has capacity ‘C’, distance of separation between plates is ‘d’ and potential difference ‘V’ is applied between the plates. Force of attraction between the plates of the parallel plate air capacitor is:",C2V2 2 d2,C2V2 2 d,CV2 2d,CV2 d,C
Physics,Kinetic Theory,Kinetic Theory,,60,"Two vessels separately contain two ideal gases A and B at the same temperature, the pressure of a being twice that of B. Under such conditions, the density of A is found to be 1.5 times the density if B. The ratio of molecular weight of A and B is:",1 2,2 3,3 4,2,C
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,"A satellite S is moving in an elliptical orbit around the earth. The mass of the satellite is very small compared to the mass of the earth. Then,",The acceleration of S is always directed towards the centre of the earth,"The angular momentum of S about the centre of the earth changes in direction, but its magnitude remains constant",The total mechanical energy of S varies periodically with time,The linear momentum of S remains constant is magnitude,A
Physics,Waves,Waves,,60,A string is stretched between fixed points separated by 75.0 cm. It is observed to have resonant frequencies of 420 Hz and 315 Hz. There are no other resonant frequency for this string is:,105 Hz,155 Hz,205 Hz,105 Hz,A
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,"Point masses m1 and m2 are placed at the opposite ends of rigid rod of length L, and negligible mass. The rod is to be set rotating about an axis perpendicular to it. The position of point P on this rod through which the axis should pass so that the work required to set the rod rotating with angular velocity ω0 is minimum, is given by:",x = m2L m1+m2,x = m1L m!+m2,x = m1 m2 L,x = m2 m1 L,A
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,A force F⃗ = αî + 3ĵ + 6k̂ is acting at a point r = 2î − 6ĵ − 12k̂. The value of α for which angular momentum about origin is conserved is:,–,– 1,2,Zero,B
Physics,Motion in a Plane,Motion in a Plane,,60,Two particles A and B move with constant velocities v⃗1 and v⃗2. At the initial moment their position vectors r1 and r2 respectively. The condition for particles A and B for their collision is:,r1 × v⃗1 = r2 × v⃗2,r⃗1−r⃗2 |r⃗1−r⃗2| = v⃗⃗2−v⃗⃗1 |v⃗⃗2−v⃗⃗1|,r1 ∙ v⃗1 = r2 ∙ v⃗2,r1 × v⃗1 = r2 × v⃗2,B
Physics,Nuclei,Nuclei,,60,A nucleus of uranium decays at rest into nuclei of thorium and helium. Then:,The helium nucleus has less kinetic energy than the thorium nucleus,The helium nucleus has more kinetic energy than the thorium nucleus,The helium nucleus has less momentum then the thorium nucleus,The helium nucleus has more momentum than the thorium nucleus,B
Physics,Dual Nature of Radiation and Matter,Dual Nature of Radiation and Matter,,60,Light of wavelength 500 nm is incident on a metal with work function 2.258 eV. The de Broglie wavelength of the emitted electron is:,≤ 2.8 × 10−12 m,< 2.8 × 10−10 m,< 2.8 × 10−9 m,≥ 2.8 × 10−9 m,D
Physics,Thermal Properties of Matter,Thermal Properties of Matter,,60,"4.0 g of a gas occupies 22.4 liters at NTP. The specific heat capacity of the gas at constant volume is 5.0 JK−1 mol−1. If the speed of sound in this gas at NTP is 952 ms−1, then the heat capacity at constant pressure is (Take gas constant R = 8.3 JK−1 mol−1)",8.5 JK−1 mol−1,8.0 JK−1 mol−1,7.5 JK−1 mol−1,7.0 JK−1 mol−1,B
Physics,Laws of Motion,Laws of Motion,,60,"Two stones of masses ma and 2 m are whirled in horizontal circles, the heavier one in a radius r 2 and the lighter one in radius r. the tangential speed of lighter stone is n times that of the value of heavier stone when they experience same centripetal forces. The value of n is:",1,2,3,4,B
Physics,Thermodynamics,Thermodynamics,,60,"The coefficient of performance of a refrigerator is 5. If the temperature inside freezer is −20oC, the temperature of the surrounding to which is rejects heat is:",21oC,31oC,41oC,11oC,B
Physics,"Work, Energy and Power","Work, Energy and Power",,60,An ideal gas is compressed to half its initial volume by means of several processes. Which of the process results in the maximum work done on the gas?,Isothermal,Adiabatic,Isobaric,Isochoric,B
Physics,"Work, Energy and Power","Work, Energy and Power",,60,"A ball is thrown vertically downwards from a height of 20 m with an initial velocity v0. It collides with the ground, loses 50 percent of its energy in collision and rebounds to the same height. The initial velocity v0 is: (Take g = 10 ms−2)",10 𝑚𝑠−1,14 𝑚𝑠−1,20 𝑚𝑠−1,28 𝑚𝑠−1,C
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,"If potential (in volts) in a region is expressed as V(x, y, z) = 6xy − y + 2yz, the electric field (in N/C) at point (1, 1, 0) is:",−(6î + 9ĵ + k̂),−(3î + 5ĵ + 3k̂),−(6î + 5ĵ + 2k̂),−(2î + 3ĵ + k̂),C
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,,60,The heart of a man pumps 5 litres of blood through the arteries per minute at a pressure of 150 mm of mercury. If the density of mercury be 13.6 × 103 kg m3 ⁄ and g = 10 m s2 ⁄ then the power of heart in watt is:,1.50,1.70,2.35,3.0,B
Physics,"Work, Energy and Power","Work, Energy and Power",,60,"A proton and an alpha particle both enter a region of uniform magnetic field B, moving at right angles to the field B. if the radius of circular orbits for both the particles is equal and the kinetic energy acquired by proton is 1 MeV, the energy acquired by the alpha particle will be:",1 MeV,4 MeV,0.5 MeV,1.5 MeV,A
Physics,Ray Optics and Optical Instruments,Ray Optics and Optical Instruments,,60,In an astronomical telescope in normal adjustment a straight black line of the length L is drawn on inside part of objective lens. The eye-piece forms a real image of this line. The length of this image is I. The magnification of the telescope is:,𝑳 𝑰,L I + 1,L I − 1,L+I L−I,A
Physics,Thermal Properties of Matter,Thermal Properties of Matter,,60,The value of coefficient of volume expansion of glycerin is 5 × 10−4K−1. The fractional change in the density of glycerin for a rise of 40oC in its temperature is:,0.010,0.015,0.020,0.025,C
Physics,Ray Optics and Optical Instruments,Ray Optics and Optical Instruments,,60,"A beam of light consisting of red, green and blue colours is incident on a right angled prism. The refractive index of the material of the prism for the above red, green and blue wavelengths are 1.39,1.44 and 1.47 respectively. The prism will:",Separate the red colour part from the green and blue colours,Separate the blue colour part from the red and green colours,Separate all the three colours from one another,Not separate the three colours at all,A
