id,centre_id,subject,chapter,concept,difficulty,par_time_sec,body_en,options_en,answer_index,created_at,image_url,source,hidden,tamil_question_text,tamil_options,tamil_explanation,tamil_status,tamil_confidence_notes,tamil_drafted_at,tamil_approved_at,tamil_approved_by,tamil_validation_result,tamil_error_log,body_ta,options_ta,explanation_ta,explanation_en,language,status,body,options,explanation,verifier_raw,verifier_index
593316cb-e92f-4b6d-9f1f-afcd41ad46c9,,Biology,Biological Classification,Five kingdom classification,Medium,50,Pick the wrong statement:,"[""A nuclear membrane is present in Monera"",""Cell wall is absent in Animalia"",""Protista have photosynthetic and heterotrophic modes of nutrition"",""Some fungi are edible""]",0,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
5c0c20e5-1053-4ad4-b8c8-d91c47ea85af,,Biology,Biological Classification,Biological Classification,Medium,60,Which of the following statements is wrong for viroids?,"[""They lack a protein coat"",""They are smaller than viruses"",""They cause infections"",""Their RNA is of high molecular weight""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
b9be0d4d-bf1c-4ec5-8be2-295cd63f9f6e,,Biology,Biological Classification,Biological Classification,Medium,60,Which one of the following statements is wrong?,"[""Cyanobacteria are also called blue – green algae"",""Golden algae are also called desmids 59"",""Eubacteria are also called false bacteria"",""Phycomycetes are also called algal fungi""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
54d25219-228c-456d-b364-ed48579a4d92,,Biology,Biological Classification,Biological Classification,Medium,60,Which of the following would appear as the pioneer organisms on bare rocks?,"[""Lichens"",""Liverworts"",""Mosses"",""Green algae""]",0,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,,Biology,Biomolecules,Phosphodiester bond,Easy,40,Which of the following biomolecules has a phosphodiester bond?,"[""Nucleic acids in a nucleotide"",""Fatty acids in a diglyceride"",""Monosaccharides in a polysaccharide"",""Amino acids in a polypeptide""]",0,2026-06-07T18:10:43.842376+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
b4e46dca-3763-45e9-8fa8-800aa0343345,,Biology,Biomolecules,Biomolecules,Medium,45,Balbiani rings are sites of:,"[""RNA and protein synthesis"",""Lipid synthesis"",""Nucleotide synthesis"",""Polysaccharide synthesis""]",0,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
e25364bd-ca67-4bcb-839f-366f9677f1a9,,Biology,Biomolecules,Biomolecules,Medium,60,The amino acid Tryptophan is the precursor for the synthesis of:,"[""Melatonin and Serotonin"",""Thyroxine and Triiodothyronine"",""Estrogen and Progesterone"",""Cortisol and Cortisone""]",0,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
3003b344-dc08-44bb-ba0d-bf9f431da3e2,,Biology,Biomolecules,Biomolecules,Medium,60,Which one of the following statements is wrong?,"[""Sucrose is a disaccharide"",""Cellulose is a polysaccharide"",""Uracil is a pyrimidine"",""Glycine is a sulphur containing amino acid""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
7de1a533-6344-484c-b12a-acfde6634df4,,Biology,Biomolecules,Biomolecules,Medium,60,A typical fat molecules is made up of:,"[""Three glycerol molecules and one fatty acid molecules"",""One glycerol and three fatty acid molecules"",""One glycerol and one fatty acid molecule"",""Three glycerol and three fatty acid molecules""]",1,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
ac47b289-7f7e-46bc-8fab-815d795655e6,,Biology,Biotechnology - Principles and Processes,Cloning vectors,Easy,40,The DNA molecule to which the gene of interest is integrated for cloning is called a:,"[""Carrier"",""Transformer"",""Vector"",""Template""]",2,2026-06-07T18:10:43.842376+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
f5986054-9c61-4422-8ede-31db8e815ee9,,Biology,Biotechnology - Principles and Processes,Restriction enzymes,Easy,40,The cutting of DNA at specific locations became possible with the discovery of:,"[""Ligases"",""Restriction enzymes"",""Probes"",""Selectable markers""]",1,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
01ed9ee6-9c55-4af6-a03d-ca6e2612fb9f,,Biology,Biotechnology - Principles and Processes,Gene transfer methods,Medium,50,The introduction of t-DNA into plants involves:,"[""Allowing the plant roots to stand in water"",""Infection of the plant by Agrobacterium tumefaciens"",""Altering the soil pH then heat-shocking the plants"",""Exposing the plants to cold for a brief period""]",1,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
9f273d70-3e2c-4fae-b721-a34b17b9bacc,,Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,Medium,60,Which of the following is not a feature of the plasmids?,"[""Independent replication"",""Circular structure"",""Transferable"",""Single – stranded""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
6fa2271f-0e60-4192-b250-4888cb0bc750,,Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,Medium,60,The taq polymerase enzyme is obtained from:,"[""Thermus aquaticus"",""Thiobacillus ferroxidans"",""Bacillus subtilis"",""Pseudomonas putida""]",0,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
ccf93ecf-d37c-4489-9872-b34ab62fe966,,Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,Medium,60,Which of the following is not required for any of the techniques of DNA fingerprinting available at present?,"[""Polymerase chain reaction"",""Zinc finger analysis"",""Restriction enzymes"",""DNA – DNA hybridization""]",1,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
b563a619-302d-4e4e-880b-c4689525fec1,,Biology,Biotechnology and its Applications,Golden rice,Easy,30,Golden rice is a genetically modified crop in which the incorporated gene is meant for biosynthesis of:,"[""Vitamin A"",""Vitamin B"",""Vitamin C"",""Omega 3""]",0,2026-06-07T18:10:43.842376+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
d354fda1-fee9-4800-9b1e-4b8f5d2705d3,,Biology,Body Fluids and Circulation,Cardiac cycle,Medium,50,The second heart sound is heard when:,"[""The AV node receives a signal from the SA node"",""The AV valves open"",""The ventricular walls vibrate due to gushing of blood from the atria"",""The semilunar valves close after blood flows into the vessels""]",3,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
b6506ddd-124c-4066-a097-92d0ec19a2e0,,Biology,Body Fluids and Circulation,Body Fluids and Circulation,Medium,60,Reduction in pH of blood will:,"[""Reduce the rate of heart beat"",""Reduce the blood supply to the brain"",""Decrease the affinity of hemoglobin with oxygen"",""Release bicarbonate ions by the liver""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
5f559287-d622-4adf-80b2-ffa60c450976,,Biology,Body Fluids and Circulation,Body Fluids and Circulation,Medium,60,Blood pressure in the pulmonary artery is:,"[""Same as that in the aorta"",""More than that in the carotid"",""More than that in the pulmonary vein"",""Less than that in the venae cavae""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
7198425c-eb9d-495c-bc5f-b7f3e7dac75b,,Biology,Body Fluids and Circulation,Body Fluids and Circulation,Medium,60,"In mammals, which blood vessel would normally carry largest amount of urea?","[""Renal vein"",""Dorsal aorta"",""Hepatic vein"",""Hepatic portal vein""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
4edd13e9-30d2-470e-b412-2b51161fc30d,,Biology,Body Fluids and Circulation,Body Fluids and Circulation,Medium,60,Which of the following is wrongly matched in the given table?,"[""Microbe Product Application Trichoderma polysporum Cyclosporin A Immunosuppressive drug"",""Microbe Product Application Monascus purpureus Statins Lowering of blood cholesterol"",""Microbe Product Application Streptococcus Streptokinase Removal of clot from blood vessel 71"",""Microbe Product Application Clostridium butylicum Lipase Removal of oil stains""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
8c3aa8b8-9ecc-4e25-afd4-cb8f6d8a66c5,,Biology,Body Fluids and Circulation,Body Fluids and Circulation,Medium,60,Which of the following guards the opening of hepatopancreatic duct into the duodenum?,"[""Semilunar valve"",""Ileocaecal valve"",""Pyloric sphincter 73"",""Sphincter of Oddi""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
e46cb6a4-b271-41d8-a508-17458e916261,,Biology,Breathing and Exchange of Gases,Respiratory disorders,Easy,40,Name the pulmonary disease in which the alveolar surface area for gas exchange is drastically reduced due to damage in the alveolar walls:,"[""Asthma"",""Pleurisy"",""Emphysema"",""Pneumonia""]",2,2026-06-07T18:10:43.842376+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
6f22fff7-ee15-4243-a816-82a008456bc6,,Biology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Medium,60,Name the chronic respiratory disorder caused mainly by cigarette smoking:,"[""Emphysema"",""Asthma"",""Respiratory acidosis"",""Respiratory alkalosis""]",0,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
3949904b-265e-478f-ad3b-239009c29334,,Biology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Medium,60,Which one of the following characteristics is not shared by birds and mammals? 68,"[""Ossified endoskeleton"",""Breathing using lungs"",""Viviparity"",""Warm blooded nature""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
d1bb5ebd-201b-442b-82b9-9e7d78ceab13,,Biology,Cell Cycle and Cell Division,Stages of meiosis,Medium,60,Arrange the events of meiosis in the correct sequence: (a) Crossing over (b) Synapsis (c) Terminalisation of chiasmata (d) Disappearance of nucleolus,"[""b c d a"",""b a d c"",""b a c d"",""a b c d""]",2,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
f7690513-0572-4cff-86a9-7ba8f59471a0,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,50,"In human females, meiosis-II is completed only at:","[""Birth"",""Puberty"",""Fertilization"",""Uterine implantation""]",2,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
ce41751c-2d35-477d-b99d-760fe5940a20,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,Spindle fibres attach on to:,"[""Telomere of the chromosome"",""Kinetochore of the chromosome"",""Centromere of the chromosome"",""Kinetosome of the chromosome""]",1,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
67f22450-fef4-49f6-a633-674c4722afd8,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,Microtubules are the constituents of:,"[""Cilia, Flagella and Peroxisomes"",""Spindle fibres, centrioles and cilia"",""Centrioles, spindle fibres and chromatin"",""Centrosome, Nucleosome and Centrioles""]",1,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
d12872c2-925b-4dcc-8b3f-910f42f183d0,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,In meiosis crossing over is initiated at:,"[""Pachytene"",""Leptotene"",""Zygotene"",""Diplotene""]",0,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,Which of the following statements is not true for cancer cells in relation to mutations?,"[""Mutations in proto – oncogenes accelerate the cell cycle"",""Mutations destroy telomerase inhibitor"",""Mutations inactivate the cell control"",""Mutations inhibit production of telomerase""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
1c3863d7-56f2-4d5a-af04-8d56fea7fc44,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,"In a testcross involving 𝐹1 dihybrid flies, more parental – type offspring were produced than the recombinant – type offspring. This indicates:","[""The two genes are located on two different chromosomes"",""Chromosomes failed to separate during meiosis"",""The two genes are linked and present on the same chromosome"",""Both of the characters are controlled by more than one gene""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,Which of the following is not a characteristic feature during mitosis in somatic cells?,"[""Spindle fibres"",""Disappearance of nucleolus"",""Chromosome movement"",""Synapsis""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
ee2497a0-5e5c-4f87-9db7-00cad3f32d09,,Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,Medium,60,A cell at telophase stage is observed by a student in a plant brought from the field. He tells his teacher that this cell is not like other cells at telophase stage. There is no formation of cell plate and thus the cell is containing more number of chromosomes as compared to other dividing cells. This would result in:,"[""Aneuploidy"",""Polyploidy"",""Somaclonal variation"",""Polyteny""]",1,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
1ae768bb-fee9-44ee-880c-9b13f4c2b909,,Biology,Cell: The Unit of Life,Cell structures matching,Hard,90,Match the columns: (a) Thylakoids (b) Cristae (c) Cisternae (d) Chromatin with (i) Disc-shaped sacs in Golgi (ii) Condensed DNA (iii) Flat membranous sacs in stroma (iv) Infoldings in mitochondria.,"[""a-iii b-iv c-ii d-i"",""a-iv b-iii c-i d-ii"",""a-iii b-iv c-i d-ii"",""a-iii b-i c-iv d-ii""]",2,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
575bca86-0369-4c17-a689-58ef6e14fc43,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Easy,40,The powerhouse of the cell is the?,"[""Nucleus"",""Ribosome"",""Mitochondria"",""Golgi""]",2,2026-06-07T15:53:49.269403+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
0660ced0-f40f-4251-852a-f59c450f4dea,,Biology,Cell: The Unit of Life,Prokaryotic cell structure,Easy,40,Which of the following structures is not found in prokaryotic cells?,"[""Plasma membrane"",""Nuclear envelope"",""Ribosome"",""Mesosome""]",1,2026-06-07T18:10:43.842376+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
eb552403-7a72-43c5-8883-6f683b41def7,,Biology,Cell: The Unit of Life,Cell organelles,Easy,40,Which of the following is NOT membrane-bound?,"[""Mesosomes"",""Vacuoles"",""Ribosomes"",""Lysosomes""]",2,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
26fcb77d-e1fb-473f-9f5f-cc72841a58d0,,Biology,Cell: The Unit of Life,Membrane-bound organelles,Medium,50,Cellular organelles with membranes are:,"[""Lysosomes Golgi apparatus and mitochondria"",""Nuclei ribosomes and mitochondria"",""Chromosomes ribosomes and endoplasmic reticulum"",""Endoplasmic reticulum ribosomes and nuclei""]",0,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
24a8baf5-8a1a-43fb-9e6c-36b25d60b110,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Easy,40,Cell wall is absent in:,"[""Nostoc"",""Aspergillus"",""Funaria"",""Mycoplasma""]",3,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
acbb344e-9903-4b78-8a4d-3c101e4f4fe2,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,One of the major components of cell wall of most fungi is:,"[""Chitin"",""Peptidoglycan"",""Cellulose"",""Hemicellulose""]",0,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
e3062a18-7ca7-4567-9408-14833b88e798,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,Mitochondria and chloroplast are: (i) Semi – autonomous organelles (ii) Formed by division of pre – existing organelles and they contain DNA but lack protein synthesizing machinery Which one of the following options is correct?,"[""Both (i) and (ii) are correct"",""(ii) is true but (i) is false"",""(i) is true but (ii) is false"",""Both (i) and (ii) are false""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
0ed4aaaa-86e8-4d33-82b2-131647868455,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,In a chloroplast the highest number of protons are found in:,"[""Stroma"",""Lumen of thylakoids"",""Inter membrane space"",""Antennae complex""]",1,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
68ec485b-e430-4320-9d7d-5f01c261af5f,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,A complex of ribosomes attached to single strand of RNA is known as:,"[""Polysome"",""Polymer"",""Polypeptide"",""Okazaki fragment""]",0,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
17874eff-28a4-4b61-b67c-d625daf4198c,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Medium,60,Which one of the following cell organelles is enclosed by a single membrane?,"[""Mitochondria"",""Chloroplasts"",""Lysosomes"",""Nuclei""]",2,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
d4961a16-109b-4737-8a30-b88f81571d47,,Biology,Cell: The Unit of Life,Cell: The Unit of Life,Easy,40,The structures that help some bacteria attach to rocks and/or host tissues are:,"[""Holdfast"",""Rhizoids"",""Fimbriae"",""Mesosomes""]",2,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
b62165d2-4a36-4c2e-83e0-1fc8cd19d1e7,,Biology,Cell: The Unit of Life,Cell organelles,Easy,40,"Which organelle is known as the ""powerhouse of the cell""?","[""Nucleus"",""Ribosome"",""Mitochondria"",""Golgi apparatus""]",2,2026-06-18T05:57:33.734323+00:00,,pyq,false,,,,approved,,,,,,,"""செல்லின் சக்தி நிலையம்"" என்று அழைக்கப்படும் உறுப்பு எது?","[""உட்கரு"",""ரைபோசோம்"",""மைட்டோகாண்ட்ரியா"",""கோல்கை உறுப்பு""]","மைட்டோகாண்ட்ரியா செல்சுவாச வழியில் ATP உற்பத்தி செய்வதால் ""சக்தி நிலையம்"" என்று அழைக்கப்படுகிறது.","Mitochondria produce ATP through cellular respiration, earning the ""powerhouse"" label.",en,live,,,,,
6ebf5a0e-a115-436d-878e-d89a36bc7a36,,Biology,Chemical Coordination and Integration,Pituitary gland,Medium,50,"Which hormone, though synthesized elsewhere, is stored and released by the master gland?","[""Melanocyte-stimulating hormone"",""Antidiuretic hormone"",""Luteinizing hormone"",""Prolactin""]",1,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
07b6c580-38a1-4402-bdf9-f08a2a4258aa,,Biology,Chemical Coordination and Integration,Hormones and metabolism,Medium,45,Which one of the following hormones is NOT involved in sugar metabolism?,"[""Glucagon"",""Cortisone"",""Aldosterone"",""Insulin""]",2,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
4f6d4c43-72a8-44b1-bbe3-ffb820ea57f0,,Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,Medium,60,Which of the following pairs of hormones are not antagonistic (having opposite effects) to each other?,"[""Parathormone - Calcitonin"",""Insulin - Glucagon"",""Aldosterone - Atrial Natriuretic Factor"",""Relaxin - Inhibin""]",3,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
74581fcc-8dd0-4e2b-969c-d4bab76ec9cb,,Biology,Digestion and Absorption,Intestinal juice enzymes,Medium,50,The enzyme that is not present in succus entericus is:,"[""Lipase"",""Maltase"",""Nucleases"",""Nucleosidase""]",2,2026-06-07T18:10:43.842376+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
2f7287f5-a947-4697-987c-1887f5eac2b6,,Biology,Digestion and Absorption,Digestion and Absorption,Medium,60,"In the stomach, gastric acid is secreted by the:","[""Gastrin secreting cells"",""Parietal cells"",""Peptic cells"",""Acidic cells""]",1,2026-06-08T05:06:11.299951+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
a12a5ac6-1546-4819-bcbd-f8e97b101428,,Biology,Ecosystem,Trophic levels,Medium,50,Most animals that live in deep oceanic waters are:,"[""Detritivores"",""Primary consumers"",""Secondary consumers"",""Tertiary consumers""]",2,2026-06-07T18:25:59.983811+00:00,,pyq,false,,,,none,,,,,,,,,,,en,live,,,,,
