id,attempt_id,question_id,picked_index,time_sec,first_answer_index
8da4f38a-f1e4-4cc5-bb9c-dda8084bffb0,c9f558f3-e390-4019-a635-b00089ec8ccc,24dd6000-acd5-49f4-af9a-314aca20b148,2,31,
3ac33401-6f40-431b-99dc-60bd5be5b67c,c9f558f3-e390-4019-a635-b00089ec8ccc,74a8cfda-f9c7-4157-8e44-9a4f13d2dc55,2,112,
b8fa5ad4-cd75-42c5-a4b5-c6ca16c4962f,12103ac2-4cc2-4f85-bbfc-86cacbecc762,55dacaa0-963b-4995-8353-d4ede5762444,0,85,
ec102d87-3b2d-47cc-af36-fa63f67c50b1,ea755465-654c-48fc-a1d5-2c97e7aa0d07,55dacaa0-963b-4995-8353-d4ede5762444,3,63,
b6ef739d-5a79-46d8-a32d-ef69b4009f19,53bd35da-f9d3-4917-9556-a8e5efc7ba43,55dacaa0-963b-4995-8353-d4ede5762444,,37,
69ce5af2-c95a-4591-9c0c-f2768c0b4949,634cf14a-2210-4289-a51a-30a7d5b096fa,55dacaa0-963b-4995-8353-d4ede5762444,3,45,
aaeee5dd-93e2-4fa3-acf2-258e2fbac739,a01565ca-edc6-4912-a868-951eee78088d,55dacaa0-963b-4995-8353-d4ede5762444,3,77,
70fa3ee0-70d5-4667-b525-b08d4c188d56,33b95501-c03f-43a1-a404-6d8df3fb3b16,55dacaa0-963b-4995-8353-d4ede5762444,3,87,
01cf6687-fc8d-4ab1-9c39-1d1de629d9bc,f7152d82-08ce-47e3-b6f6-2dfe3aa4af8f,55dacaa0-963b-4995-8353-d4ede5762444,3,67,
99dcc532-8664-4efb-ab0f-98b73f401104,a4bad286-bb1d-4c1c-93d5-fed14b8544ce,55dacaa0-963b-4995-8353-d4ede5762444,2,65,
f31c8afd-b29d-451f-a12c-e59227a539b2,d42c366f-7918-40f7-b69f-4d05e4dc2ec9,55dacaa0-963b-4995-8353-d4ede5762444,3,51,
52d90d35-ba27-407d-a81b-ccd85beb515e,e6231599-62c5-4062-8e5f-9601eba840c4,55dacaa0-963b-4995-8353-d4ede5762444,3,67,
b22cfc6a-f07f-4edd-9d5e-5abc171849f8,ffdc4e7c-73d4-4db9-9b43-95c9fa2d178e,55dacaa0-963b-4995-8353-d4ede5762444,3,45,
332e8bf9-47f6-41d8-a2f0-28171aa49984,ce732057-c69e-4e01-b863-df718560a07c,55dacaa0-963b-4995-8353-d4ede5762444,3,89,
6b0c7090-54cf-4e30-9bfd-f4b3d646bcae,8c5a53c1-8e0c-4c5a-8931-52eb123a28cd,55dacaa0-963b-4995-8353-d4ede5762444,3,44,
045edee6-f91b-4cfe-938b-8804686eaebc,41a6aa9a-9aec-4d7d-b246-750359bbcd4a,f7690513-0572-4cff-86a9-7ba8f59471a0,2,63,
b72dcd71-ca48-4cd2-b4d7-e945fcd9697e,41a6aa9a-9aec-4d7d-b246-750359bbcd4a,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,0,90,
fcb9c6f8-f3e9-48e4-b986-0a9585977060,41a6aa9a-9aec-4d7d-b246-750359bbcd4a,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,1,76,
004a1a2e-d773-4575-8f94-a60b9f858792,41a6aa9a-9aec-4d7d-b246-750359bbcd4a,1c3863d7-56f2-4d5a-af04-8d56fea7fc44,3,56,
fa24964e-da5c-48f3-b0d7-13e84b69899a,4ff96174-6112-492b-a432-940447faee44,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,0,66,
fd51583b-c59d-449e-8f00-aa269998557e,4ff96174-6112-492b-a432-940447faee44,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,3,74,
71244f26-9835-428d-9f2f-ee73ad615730,4ff96174-6112-492b-a432-940447faee44,ce41751c-2d35-477d-b99d-760fe5940a20,1,116,
def4ceb8-ab70-46e6-af0e-9acb3a7f313a,4ff96174-6112-492b-a432-940447faee44,67f22450-fef4-49f6-a633-674c4722afd8,1,60,
e7b56b74-c8a7-44b6-a1de-6540b153f3bb,4ff96174-6112-492b-a432-940447faee44,d12872c2-925b-4dcc-8b3f-910f42f183d0,,34,
e4b5a9b8-16f1-450b-a992-8b16cb41e38e,7f393bed-f115-4d3d-b1a5-93e2887db317,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,3,43,
70455e09-9b87-43db-bf57-fe9fedaca293,7f393bed-f115-4d3d-b1a5-93e2887db317,67f22450-fef4-49f6-a633-674c4722afd8,1,64,
bf570c2d-83c0-4576-ac5b-81c2bd29767d,7f393bed-f115-4d3d-b1a5-93e2887db317,f7690513-0572-4cff-86a9-7ba8f59471a0,2,62,
45f0cca2-dc96-455b-b696-4310b457d5f8,7f393bed-f115-4d3d-b1a5-93e2887db317,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,3,67,
99a02842-24c2-4170-ad9f-70fcec2bd2fe,97af5471-e1bc-442f-ba21-11af627aeb96,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,0,87,
c315dbfa-3f37-4747-9c90-33c495e65779,97af5471-e1bc-442f-ba21-11af627aeb96,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,3,85,
d8db2bd3-2693-476d-bd92-1f9d1ea6016a,bd827999-c6dd-4159-b4eb-0051c6ef4aa3,67f22450-fef4-49f6-a633-674c4722afd8,1,74,
6b49c334-5d0f-4aee-8ffd-6e2485a5483b,bd827999-c6dd-4159-b4eb-0051c6ef4aa3,d12872c2-925b-4dcc-8b3f-910f42f183d0,2,10,
857518f4-d5d3-480f-8372-c92337d9d906,bd827999-c6dd-4159-b4eb-0051c6ef4aa3,1c3863d7-56f2-4d5a-af04-8d56fea7fc44,,33,
a552d099-c240-44e0-b86a-7516e8539d5a,bd827999-c6dd-4159-b4eb-0051c6ef4aa3,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,0,54,
b2766f9a-a175-4247-b102-6066a7c9c0a7,bd827999-c6dd-4159-b4eb-0051c6ef4aa3,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,,44,
cc59026a-b143-40ab-942b-ebbd659ff3a7,bd827999-c6dd-4159-b4eb-0051c6ef4aa3,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,3,69,
2fd05afa-9bb3-46c6-8440-c1b1e9bde686,bd827999-c6dd-4159-b4eb-0051c6ef4aa3,f7690513-0572-4cff-86a9-7ba8f59471a0,2,71,
c78d8dda-eb73-4bfc-bb97-6eb84b796d5a,860033e7-0074-498f-bdb2-3c0c3ec8be61,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,35,
93ef11ea-549c-47ac-bdaf-0790f04850e5,860033e7-0074-498f-bdb2-3c0c3ec8be61,3003b344-dc08-44bb-ba0d-bf9f431da3e2,1,79,
c47ccf1f-e7e1-47ac-8b6e-cad9d2b25547,860033e7-0074-498f-bdb2-3c0c3ec8be61,7de1a533-6344-484c-b12a-acfde6634df4,1,79,
6870c018-9b32-46f4-86d9-addde894424a,860033e7-0074-498f-bdb2-3c0c3ec8be61,b4e46dca-3763-45e9-8fa8-800aa0343345,,16,
933c9577-3f48-4560-a93e-61c3e9849ed7,860033e7-0074-498f-bdb2-3c0c3ec8be61,e25364bd-ca67-4bcb-839f-366f9677f1a9,0,84,
e67b6c36-d0d6-4887-91ef-23a9633eadd8,36d4b426-23cb-4659-a0f6-8dc484e887c7,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,36,
7103cba7-ba1f-44f7-8fdf-ab52f4b5c8c3,36d4b426-23cb-4659-a0f6-8dc484e887c7,b4e46dca-3763-45e9-8fa8-800aa0343345,0,29,
7376ab0d-2cad-432f-ad4f-083b806cc235,bd012006-f962-44b1-b7c7-59a1095ecaee,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,3,48,
b03bc728-5049-49d4-9b3b-1238cf745695,bd012006-f962-44b1-b7c7-59a1095ecaee,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,0,51,
736a5229-fdd7-4bc9-b6bc-a233fbb97ac8,bd012006-f962-44b1-b7c7-59a1095ecaee,ce41751c-2d35-477d-b99d-760fe5940a20,0,10,
be726fad-844f-43dd-a810-108ff669c319,bd012006-f962-44b1-b7c7-59a1095ecaee,67f22450-fef4-49f6-a633-674c4722afd8,1,76,
3048d289-cd2f-460f-aa31-7eb13e419196,bd012006-f962-44b1-b7c7-59a1095ecaee,f7690513-0572-4cff-86a9-7ba8f59471a0,2,55,
efe8b4a6-038e-4095-b114-05559d525c2f,bd012006-f962-44b1-b7c7-59a1095ecaee,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,,23,
07009cab-5473-484d-b6f2-18001d16c1e7,4d4f7e19-51d2-406d-bc7a-5bc05c418d98,3003b344-dc08-44bb-ba0d-bf9f431da3e2,2,20,
79bd665a-f956-457f-9407-f3afb4e87b5f,4d4f7e19-51d2-406d-bc7a-5bc05c418d98,7de1a533-6344-484c-b12a-acfde6634df4,1,82,
243c58d8-5de9-44d4-9f12-fae90adc7a64,4d4f7e19-51d2-406d-bc7a-5bc05c418d98,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,66,
42e840f4-9a84-4fe3-91b1-4184f67578fa,4d4f7e19-51d2-406d-bc7a-5bc05c418d98,b4e46dca-3763-45e9-8fa8-800aa0343345,0,44,
3164189f-7db5-48dc-a022-babc3e9973e6,28ec2efd-aa4e-4318-8029-6dcfb0392f92,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,2,59,
bf0aa8f1-1b17-4b16-8c1b-2b31314f7e27,28ec2efd-aa4e-4318-8029-6dcfb0392f92,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,2,64,
fb3aff43-213e-4f57-b778-0e827b85c8cb,28ec2efd-aa4e-4318-8029-6dcfb0392f92,ce41751c-2d35-477d-b99d-760fe5940a20,1,50,
4780d8b2-e85e-4f51-aa81-0e6840ac6e6b,4997d702-4e4d-4f3e-a4d0-44a6c00ff55a,b4e46dca-3763-45e9-8fa8-800aa0343345,1,29,
816accc6-b5bd-4801-bb01-6e6ae37df4ea,4997d702-4e4d-4f3e-a4d0-44a6c00ff55a,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,25,
99994cf7-4cef-4571-9056-435412f58e0e,4997d702-4e4d-4f3e-a4d0-44a6c00ff55a,e25364bd-ca67-4bcb-839f-366f9677f1a9,0,77,
dd8d2038-b5a0-4749-8c55-a2bfdc5a82f5,4997d702-4e4d-4f3e-a4d0-44a6c00ff55a,3003b344-dc08-44bb-ba0d-bf9f431da3e2,3,78,
aa37010f-4089-40c7-9a21-5bec6ceaf8e4,ffa65238-ff49-4dbe-8869-da14628b642d,e25364bd-ca67-4bcb-839f-366f9677f1a9,0,62,
1aa5d1d4-39fe-48db-b7e7-103951b22058,ffa65238-ff49-4dbe-8869-da14628b642d,b4e46dca-3763-45e9-8fa8-800aa0343345,0,62,
454ff789-cf77-4bb9-a49a-d69c4cad65a6,ffa65238-ff49-4dbe-8869-da14628b642d,7de1a533-6344-484c-b12a-acfde6634df4,1,49,
de82e46a-df0b-4aa3-901f-4db687242163,9e4b4ac0-fcfc-444f-b19a-ae0696d1af89,b4e46dca-3763-45e9-8fa8-800aa0343345,2,50,
4f58dea8-a74e-4716-8131-5a0974f84f91,9e4b4ac0-fcfc-444f-b19a-ae0696d1af89,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,44,
6fecbe59-a712-4022-afd2-37dcba6c213f,9e4b4ac0-fcfc-444f-b19a-ae0696d1af89,7de1a533-6344-484c-b12a-acfde6634df4,1,77,
21d50e97-1f02-45f4-991d-fc6d99ba4467,9e4b4ac0-fcfc-444f-b19a-ae0696d1af89,3003b344-dc08-44bb-ba0d-bf9f431da3e2,0,19,
fbd233c7-d660-47bb-814c-ebbdd7464318,c91ec5fa-363c-4f24-922b-890b6b627721,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,1,57,
20f43fda-eec6-4884-a190-1fc5899d9730,c91ec5fa-363c-4f24-922b-890b6b627721,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,3,61,
c1414cb2-68b5-4712-85a3-5b3efe2e48de,c91ec5fa-363c-4f24-922b-890b6b627721,f7690513-0572-4cff-86a9-7ba8f59471a0,1,40,
af001391-8045-4c75-b142-aef9b117bdec,c91ec5fa-363c-4f24-922b-890b6b627721,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,2,85,
bc4d8f33-8cbd-4a1a-b8f5-22877b5f2e4a,c91ec5fa-363c-4f24-922b-890b6b627721,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,3,63,
fdd4c4a8-3cbf-400e-a304-c977062d579c,c91ec5fa-363c-4f24-922b-890b6b627721,ce41751c-2d35-477d-b99d-760fe5940a20,,45,
4c0f0b25-1f65-400e-b8c8-09974422b1db,b4b5ef82-5aab-487a-aa68-b16e7ae3b23e,7de1a533-6344-484c-b12a-acfde6634df4,1,67,
b9f03283-0094-4ae6-9753-3a9d58a6d0ca,b4b5ef82-5aab-487a-aa68-b16e7ae3b23e,e25364bd-ca67-4bcb-839f-366f9677f1a9,0,39,
c2b6dd32-75c9-4eae-831a-f76ed0c13992,b4b5ef82-5aab-487a-aa68-b16e7ae3b23e,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,40,
300021b7-b26b-426c-bf16-31d496ac7e3e,b4b5ef82-5aab-487a-aa68-b16e7ae3b23e,3003b344-dc08-44bb-ba0d-bf9f431da3e2,3,41,
828b9aac-e028-44c9-bd66-7a8d7dcd6015,da518728-117f-4eb5-8f21-8cad6dc40ccc,b563a619-302d-4e4e-880b-c4689525fec1,0,43,
9f94d652-c5d9-4f01-90e8-31a7c4bd9be9,737e8150-f52d-4acb-8003-a975238ebe05,1c3863d7-56f2-4d5a-af04-8d56fea7fc44,2,77,
7bde70c1-a4c0-46b2-9827-77f37cab8a96,737e8150-f52d-4acb-8003-a975238ebe05,d12872c2-925b-4dcc-8b3f-910f42f183d0,0,44,
4e042b97-ba96-4a03-bba2-7abf5823cb68,737e8150-f52d-4acb-8003-a975238ebe05,67f22450-fef4-49f6-a633-674c4722afd8,1,90,
f7af5acc-f103-46a1-a01b-aaf55f83008c,f77f8dbd-622d-4398-bc79-6184f8d8d8c7,b563a619-302d-4e4e-880b-c4689525fec1,0,61,
3e076ec1-0eab-43ee-bf6a-eb3cef7b9b7e,1d375fb4-27ef-4b8d-92a8-aaced5f51cd6,7de1a533-6344-484c-b12a-acfde6634df4,1,55,
a8d8c9d2-5b92-490d-97be-91620f4ddbf9,1d375fb4-27ef-4b8d-92a8-aaced5f51cd6,3003b344-dc08-44bb-ba0d-bf9f431da3e2,3,50,
8b37cea7-54b7-4a00-895a-825d08b3cf17,1d375fb4-27ef-4b8d-92a8-aaced5f51cd6,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,26,
b3005f72-d758-46a0-a136-d7db83c3a78b,1d375fb4-27ef-4b8d-92a8-aaced5f51cd6,b4e46dca-3763-45e9-8fa8-800aa0343345,0,29,
3c47ba2b-d4b2-4ac1-ab90-e1d8c81b0b4a,b69c52eb-787a-42d5-b868-21f3480cc166,b563a619-302d-4e4e-880b-c4689525fec1,0,25,
a91e3b12-63fd-4f4f-807c-b4982d5860e8,47080aa6-2b56-4676-ae17-c1d6e65c2677,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,2,14,
4232156f-4191-48f5-a311-8fc64557a85b,47080aa6-2b56-4676-ae17-c1d6e65c2677,67f22450-fef4-49f6-a633-674c4722afd8,1,65,
feaa5ebd-7e89-4640-a3f6-c037e320524c,47080aa6-2b56-4676-ae17-c1d6e65c2677,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,0,48,
2cbc309e-1811-476f-b772-3d53794fddf6,47080aa6-2b56-4676-ae17-c1d6e65c2677,ce41751c-2d35-477d-b99d-760fe5940a20,2,87,
e7f3151a-a592-43e5-811d-b5dd4e6a33ec,47080aa6-2b56-4676-ae17-c1d6e65c2677,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,2,58,
c84e740e-9cde-4f6b-b59b-f8fd95a1f36b,a6539e77-7fbd-48ef-8981-51c0bd5ed639,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,32,
74836b6a-a7fd-4d7d-b657-b75c4fc1a1ed,a6539e77-7fbd-48ef-8981-51c0bd5ed639,3003b344-dc08-44bb-ba0d-bf9f431da3e2,2,71,
c44f3a7f-2310-4862-a046-bc6f4dcd069c,a6539e77-7fbd-48ef-8981-51c0bd5ed639,7de1a533-6344-484c-b12a-acfde6634df4,1,48,
6fb282a9-5607-4e6d-85be-589beaa63bc3,4e829e5d-480b-4f88-a111-e35d1e6c2058,b563a619-302d-4e4e-880b-c4689525fec1,0,36,
f2b3b19d-6da1-46cb-b099-05ffaa365789,c05a31c7-244c-436e-bd4a-0cfae0f5a91e,d12872c2-925b-4dcc-8b3f-910f42f183d0,1,78,
87c4c513-7377-4d76-8694-4c537be64cbc,c05a31c7-244c-436e-bd4a-0cfae0f5a91e,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,,30,
660e26e0-f18f-4958-a589-b375e8ff61b3,c05a31c7-244c-436e-bd4a-0cfae0f5a91e,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,3,38,
724f800e-8cf7-4be0-9b12-7abc575aa261,c05a31c7-244c-436e-bd4a-0cfae0f5a91e,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,3,74,
e68d472e-8a7d-4838-8e2b-e24b8449a7b1,6fd77c7a-cfcf-4645-a7ab-e931d2bc3b6c,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,32,
7ad7adb0-d6a8-4974-98ac-7c87e5132b63,6fd77c7a-cfcf-4645-a7ab-e931d2bc3b6c,e25364bd-ca67-4bcb-839f-366f9677f1a9,0,78,
4415458b-51d1-44c0-bc69-e8a2d644d84d,c4415c9f-4539-4162-8e84-4c217bbda585,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,3,69,
da5b4f9a-b46c-460c-94fd-55136f8d912d,c4415c9f-4539-4162-8e84-4c217bbda585,67f22450-fef4-49f6-a633-674c4722afd8,0,77,
0b3b541e-c4a8-432e-b82b-5e419cedee8e,c4415c9f-4539-4162-8e84-4c217bbda585,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,2,51,
173a4ec0-65b9-4bee-bc9f-1edc282a08c4,c4415c9f-4539-4162-8e84-4c217bbda585,1c3863d7-56f2-4d5a-af04-8d56fea7fc44,2,119,
4ba39f5c-6fbf-4914-a49b-6dd2f95aa9b2,b4edbf90-b28f-4390-900e-6a104c50959c,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,43,
c08572fc-675b-4368-af45-944c81453bd5,b4edbf90-b28f-4390-900e-6a104c50959c,e25364bd-ca67-4bcb-839f-366f9677f1a9,,29,
15a58e01-51d8-4e6c-891d-d7cfc81c080a,b4edbf90-b28f-4390-900e-6a104c50959c,b4e46dca-3763-45e9-8fa8-800aa0343345,0,47,
dbe93c79-d9d0-418b-90ef-eec4ef81514c,f0c4874d-7550-48e6-aee5-1504c01c0ce0,b563a619-302d-4e4e-880b-c4689525fec1,0,42,
9a88289a-0ac0-449f-9525-ea77160cefc1,dc433884-0776-4bda-a0b7-fe835f09c0ee,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,2,49,
8e0d981d-750c-41e7-b739-4b2b9bfd9d28,dc433884-0776-4bda-a0b7-fe835f09c0ee,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,3,48,
d19cc7aa-0493-4b3f-80c3-e473c2d2b8d9,dc433884-0776-4bda-a0b7-fe835f09c0ee,ce41751c-2d35-477d-b99d-760fe5940a20,1,38,
22dc4260-1cff-4d34-a8cf-14b161637138,dc433884-0776-4bda-a0b7-fe835f09c0ee,f7690513-0572-4cff-86a9-7ba8f59471a0,2,65,
0ba3a590-d6ef-4bfa-8fe4-494872e657c8,dc433884-0776-4bda-a0b7-fe835f09c0ee,d12872c2-925b-4dcc-8b3f-910f42f183d0,0,57,
2a5986f0-c624-4f39-8796-0ba0b684525f,a7e85f68-92bd-4bd7-a2af-50d6de92cec2,e3ab27de-d2a5-40b6-ad16-36d9e9077e1f,3,39,
bbb3d8e0-ee3f-41bf-b51d-a657c47785c8,a7e85f68-92bd-4bd7-a2af-50d6de92cec2,ce41751c-2d35-477d-b99d-760fe5940a20,1,83,
48c2e7bd-121c-4a15-b810-18fcce189d06,a7e85f68-92bd-4bd7-a2af-50d6de92cec2,67f22450-fef4-49f6-a633-674c4722afd8,1,45,
becc8dce-f245-44b3-9f7e-22df5d2af8dd,a7e85f68-92bd-4bd7-a2af-50d6de92cec2,d1bb5ebd-201b-442b-82b9-9e7d78ceab13,2,80,
8e5038a3-e6a4-4a14-833d-e3dbc15271cc,a7e85f68-92bd-4bd7-a2af-50d6de92cec2,d12872c2-925b-4dcc-8b3f-910f42f183d0,0,46,
04f686e8-9f69-4589-bbf3-b587741b0727,a7e85f68-92bd-4bd7-a2af-50d6de92cec2,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,1,38,
a41cec99-c377-4f0d-b2ca-2baed0f3d3e8,82120451-b85d-4d6f-8df9-7436f93567af,e25364bd-ca67-4bcb-839f-366f9677f1a9,0,68,
3932bd36-58c9-43ba-876f-b255e56c0735,82120451-b85d-4d6f-8df9-7436f93567af,3003b344-dc08-44bb-ba0d-bf9f431da3e2,3,68,
d3b021fd-881a-4996-8770-0233fcf92205,82120451-b85d-4d6f-8df9-7436f93567af,7de1a533-6344-484c-b12a-acfde6634df4,1,38,
581988d6-ab34-4927-9ecf-683b21c35b84,42320e56-ebf6-48b8-980b-25230375c4d5,1c3863d7-56f2-4d5a-af04-8d56fea7fc44,3,19,
adb305de-08ab-4b27-9205-08cda5585910,42320e56-ebf6-48b8-980b-25230375c4d5,ce41751c-2d35-477d-b99d-760fe5940a20,0,41,
c3412aaf-debc-4569-a57c-3873fc16edd4,42320e56-ebf6-48b8-980b-25230375c4d5,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,1,89,
c7210651-89df-4b77-8100-9d71fc28b89f,42320e56-ebf6-48b8-980b-25230375c4d5,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,1,56,
bdf789ff-5404-45ca-ba8d-56ebc8347fd1,d9da83b7-e6ed-48ca-becb-2015120a30d2,7de1a533-6344-484c-b12a-acfde6634df4,2,82,
6db1ef62-751e-4603-a8bd-fa059c42a66a,d9da83b7-e6ed-48ca-becb-2015120a30d2,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,60,
65ab2ca7-bf6f-48e5-af23-cc877e62e7df,d9da83b7-e6ed-48ca-becb-2015120a30d2,b4e46dca-3763-45e9-8fa8-800aa0343345,0,37,
5b00ebd9-d725-4765-a807-27a2dcfc783f,7827f0f6-06e8-484e-82bc-75a63fb38cf8,b563a619-302d-4e4e-880b-c4689525fec1,0,34,
81b2b9dd-ff97-447a-98ca-363d82030de5,fa3005fb-44f3-4609-876b-200cc1afc831,ee2497a0-5e5c-4f87-9db7-00cad3f32d09,0,62,
102ac949-a816-4f77-bdc0-3ac568559563,fa3005fb-44f3-4609-876b-200cc1afc831,d12872c2-925b-4dcc-8b3f-910f42f183d0,1,80,
9f1ca9fc-b83b-4797-b0f4-171f08a72e2b,fa3005fb-44f3-4609-876b-200cc1afc831,fb5634b6-4c7e-4e01-a6b1-9497afe4cb33,3,89,
8a702ffd-b5a2-4165-b821-2aeed9bfa814,fa3005fb-44f3-4609-876b-200cc1afc831,f7690513-0572-4cff-86a9-7ba8f59471a0,2,38,
8a20eb89-e007-4617-9948-768d40940266,fa3005fb-44f3-4609-876b-200cc1afc831,67f22450-fef4-49f6-a633-674c4722afd8,0,58,
ff786984-4f3d-4e97-bfe0-8318035a411c,f54db34f-eba6-4117-bb4a-d5c4111b2950,e25364bd-ca67-4bcb-839f-366f9677f1a9,0,63,
0ce9bbe8-7dc1-4af4-b8fa-37f6600ffca6,f54db34f-eba6-4117-bb4a-d5c4111b2950,b4e46dca-3763-45e9-8fa8-800aa0343345,0,57,
6095d575-9835-4f4a-82e6-aa163eb8799f,f54db34f-eba6-4117-bb4a-d5c4111b2950,7de1a533-6344-484c-b12a-acfde6634df4,3,56,
0b99acae-38d6-4342-a574-37faf2f26199,19a5acdb-af2f-41e8-9c5a-d8d140b6df1c,6a3c7ea1-0a4d-40fe-ae25-38a0a0557078,0,27,
430f1f7e-69b6-45f1-b9f9-4c39fdb3e703,19a5acdb-af2f-41e8-9c5a-d8d140b6df1c,b4e46dca-3763-45e9-8fa8-800aa0343345,0,64,
0accee5a-29de-42a8-bea3-06d07e7ab202,0a765e64-0d00-43f8-bb22-3799e8587e3f,ce41751c-2d35-477d-b99d-760fe5940a20,1,40,
