subject,chapter,concept,difficulty,par_time_sec,question_text,option_a,option_b,option_c,option_d,correct_option
Physics,"Work, Energy and Power","Work, Energy and Power",,60,A particle of mass 10 g moves along a circle of radius 6.4 cm with a constant tangential acceleration. What is the magnitude of this acceleration if the kinetic energy of the particle becomes equal to 8 × 10−4 J by the end of the second revolution after the beginning of the motion?,0.1 m/s2,0.15 m/s2,0.18 m/s2,0.2m s2,A
Physics,Moving Charges and Magnetism,Moving Charges and Magnetism,,60,"A long straight wire of radius a carries a steady current I. the current is uniformly distributed over its cross- section. The ratio of the magnetic fields B and B′, at radial distances a 2 and 2a respectively, from the axis of the wire is:",1 4,1 2,1,4,C
Physics,"Work, Energy and Power","Work, Energy and Power",,60,What is the minimum velocity with which a body of mass m must enter a vertical loop of radius R so that it can complete the loop? 19,√gR,√2gR,√3gR,√5gR,D
Physics,Thermodynamics,Thermodynamics,,60,A gas is compressed isothermally to half its initial volume. The same gas is compressed separately through an adiabatic process until its volume is again reduced to half. Then:,Compressing the gas isothermally will require more work to be done.,Compressing the gas through adiabatic process will require more work to be done.,Compressing the gas isothermally or adiabatically will require the same amount of work.,Which of the case (whether compression through isothermal or through adiabatic process) requires more work will depend upon the atomicity of the gas.,B
Physics,Ray Optics and Optical Instruments,Ray Optics and Optical Instruments,,60,"A astronomical telescope has objective and eyepiece of focal lengths 40 cm and 4 cm respectively. To view an object 200 cm away from the objective, the lenses must be separated by a distance:",37.3 cm,46.0 cm,50.0 cm,54.0 cm,D
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,,60,Two non-mixing liquids of densities ρ and nρ(n > 1) are put in a container. The height of each liquid is h. A solid cylinder of length L and density d is put in this container. The cylinder floats with its axis vertical and length pL(p < 1) in the denser liquid. The density d is equal to:,{1 + (n + 1)p}ρ,{2 + (n + 1)p}ρ,{2 + (n − 1)p}ρ,{1 + (n − 1)p}ρ,D
Physics,Thermal Properties of Matter,Thermal Properties of Matter,,60,A piece of ice falls from a height h so that it melts completely. Only one-quarter of the heat produced is absorbed by the ice and all energy of ice gets converted into heat during its fall. The value of h is: [Latent heat of ice is 3.4 × 15 J/kg and g = 10 N/kg] 23,34 km,544 km,136 km,68 km,C
Physics,Gravitation,Gravitation,,60,The ratio of escape velocity at earth (υe) to the escape velocity at a planet (υp) whose radius and mean density are twice as that of earth is:,1 ∶ 2,1 ∶ 2√2,1 ∶ 4,1 ∶ √2,B
Physics,Atoms,Atoms,,60,"Given the value of Rydberg constant is 107 m−1, the wave number of the last line of the Balmer series in hydrogen spectrum will be:",0.025 × 104 m−1,0.5 × 107 m−1,0.25 × 107 m−1,2.5 × 107 m−1,C
Physics,Motion in a Straight Line,Motion in a Straight Line,,60,"If the velocity of a particle is υ = At + Bt2, where A and B are constants, then the distance travelled by it between 1s and 2s is:",3 2 A + 4B,3A + 7B,3 2 A + 7 3 B,A 2 + B 3,C
Physics,Electromagnetic Induction,Electromagnetic Induction,,60,A long solenoid has 1000 turns. When a current of 4A flows through it the magnetic flux linked with each turn of the solenoid is 4 × 10−3 Wb. The self-inductance of the solenoid is:,4 H,3 H,2 H,1 H,D
Physics,Ray Optics and Optical Instruments,Ray Optics and Optical Instruments,,60,Match the corresponding entries of column 1 with column 2. [Where m is the magnification produced by the mirror] Column 1 Column 2 (A) m = −2 (a) Convex mirror (B) m = − 1 2 (b) Concave mirror (C) m = +2 (c) Real image (D) m = + 1 2 (d) Virtual image 27,A → b and c; B→ b and c; C→ b and d; D→ a and d,A → a and c; B→ a and d; d→ a and b; D→ c and d,A → a and d; B→ b and c; C→ b and d; D→ b and c,A → c and d; B→ b and d; C→ b and c; D→ a and d,A
Physics,Laws of Motion,Laws of Motion,,60,A car is negotiating a curved road of radius R. The road is banked at an angle θ. The coefficient of friction between the tyres of the car and the road is μs. The maximum safe velocity on this road is:,√gR2 μs+tan θ 1−μs tan θ,√gR μs+tan θ 1−μs tan θ,√g R μs+tan θ 1−μs tan θ,√ g R2 μs+tanθ 1−μs tan θ,B
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,"Consider the molecules CH4, NH3 and H2O. Which of the given statements is false?","The H – C – H bond angle in CH4, the H – N – H bond angle in NH3, and the H – O – H bond angle in H2O are all greater than 90o.",The H – O – H bond angle in H2O is larger than the H – C – H bond angle in CH4.,The H – O – H bond angle in H2O is smaller than the H – N – H bond angle in NH3.,The H – C – H bond angle in CH4 is larger than the H – N – H bond angle in NH3.,B
Chemistry,Aldehydes Ketones and Carboxylic Acids,Aldehydes Ketones and Carboxylic Acids,,60,"Among the following, the correct order of acidity is:",HClO3 < HClO4 < HClO2 < HClO,HClO < HClO2 < HClO3 < HClO4,HClO2 < HClO < HClO3 < HClO4,HClO4 < HClO2 < HClO < HClO3,B
Chemistry,Chemical Kinetics,Chemical Kinetics,,60,The rate of a first-order reaction is 0.04 mol l−1s−1 at 10 second and 0.03 mol l−1s−1 at 20 seconds after initiation of the reaction. The half-life period of the reaction is:,24.1 s,34.1 s,44.1 s,54.1 s,A
Chemistry,Classification of Elements and Periodicity,Classification of Elements and Periodicity,,60,In which of the following options the order of arrangement does not agree with the variation of property indicated against it? 31,Al3+ < Mg2+ < Na+ < F− (increasing ionic size),B < C < N < O (increasing first ionization enthalpy),I < Br < Cl < F (increasing electron gain enthalpy),Li < Na < K < Rb (increasing metallic radius),B
Chemistry,Redox Reactions,Redox Reactions,,60,Which of the following statements about hydrogen is incorrect?,Hydrogen has three isotopes of which tritium is the most common.,Hydrogen never acts as cation in ionic salts.,"Hydronium ion, H3O+ exists freely in solution.",Dihydrogen does not act as a reducing agent.,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Aldehydes Ketones and Carboxylic Acids,,60,"The correct statement regarding a carbonyl compound with a hydrogen atom on its alpha carbon, is:",A carbonyl compound with a hydrogen atom on its alpha-carbon never equilibrates with its corresponding enol.,A carbonyl compound with a hydrogen atom on its alpha-carbon rapidly equilibrates with its corresponding enol and this process is known as aldehyde-ketone equilibration.,A carbonyl compound with a hydrogen atom on its alpha-carbon rapidly equilibrates with its corresponding enol and this process is known as carbonylation.,A carbonyl compound with a hydrogen atom on its alpha-carbon rapidly equilibrates with its corresponding enol and this process is known as keto-enol tautomerism.,D
Chemistry,Biomolecules,Biomolecules,,60,In a protein molecule various amino acids are linked together by:,α-glycosidic bond,β- glycosidic bond,Peptide bond,Dative bond,C
Chemistry,Structure of Atom,Structure of Atom,,60,"The electronic configurations of Eu (Atomic no. 63), Gd (Atomic NO. 64) and Tb (Atomic No. 65) are:","[Xe]4f 76s2, [Xe]4f 86s2 and [Xe]4f 85d16s2","[Xe]4f 65d16s2, [Xe]4f 75d16s2 and [Xe]4f 96s2","[Xe]4f 65d16s2, [Xe]4f 75d16s2 and [Xe]4f 85d16s2","[Xe]4f 76s2, [Xe]4f 75d16s2 and [Xe]4f 96s2",D
Chemistry,Structure of Atom,Structure of Atom,,60,Two electrons occupying the same orbital are distinguished by:,Principal quantum number,Magnetic quantum number,Azimuthal quantum number,Spin quantum number,D
Chemistry,The p-Block Elements,The p-Block Elements,,60,When copper is heated with conc. HNO3 it produces:,Cu(NO3)2 and NO2,Cu(NO3)2 and NO,"Cu(NO3)2, NO and NO2",Cu(NO3)2 and N2O,A
Chemistry,The Solid State,The Solid State,,60,Lithium has a bcc structure. Its density is 530 kg m−3 and its atomic mass is 6.94 g mol−1. Calculated the edge length of a unit cell of Lithium metal. (NA = 6.02 × 1023 mol−1),154 pm,352 pm,527 pm,264 pm,B
Chemistry,Solutions,Solutions,,60,Consider the following liquid – vapour equilibrium. Liquid ⇌ Vapour Which of the following relations is correct?,d ln G dT2 = ∆Hυ RT2,d ln P dT = −∆Hυ RT,d ln P dT2 = −∆Hυ T2,d ln P dT = ∆Hυ RT2,D
Chemistry,Coordination Compounds,Coordination Compounds,,60,Which of the following has longest C – O bond length? (Free C – O bond length in CO is 1.128 Å).,Ni(CO)4,[Co(CO)4]⊖,[Fe(CO)4]2−,[Mn(CO)6]+,C
Chemistry,Equilibrium,Equilibrium,,60,The pressure of H2 required to make the potential of H2 – electrode zero in pure water at 298 k is:,10−14 atm,10−12 atm,10−10 atm,10−4 atm,A
Chemistry,Thermodynamics,Thermodynamics,,60,The addition of a catalyst during a chemical reaction alters which of the following quantities?,Entropy,Internal energy,Enthalpy,Activation energy,D
Chemistry,The Solid State,The Solid State,,60,The ionic radii of 𝐴+ and 𝐵− ions are 0.98 × 10−10𝑚 and 1.81 × 10−10 𝑚. The coordination number of each ion in AB is,6,4,8,2,A
Chemistry,Aldehydes Ketones and Carboxylic Acids,Aldehydes Ketones and Carboxylic Acids,,60,The product formed by the reaction of an aldehyde with a primary amine is:,Schiff base,Ketone,Carboxylic acid,Aromatic acid,A
Chemistry,Solutions,Solutions,,60,"At 100𝑜𝐶 the vapour pressure of a solution of 6.5 g of a solute in 100 g water is 732 mm. If 𝐾𝑏 = 0.52, the boiling point of this solution will be:",101𝑜𝐶,100𝑜𝐶,102𝑜𝐶,103𝑜𝐶,A
Chemistry,Biomolecules,Biomolecules,,60,"The correct statement regarding RNA and DNA, respectively is:",The sugar component in RNA is arabinose and the sugar component in DNA is 2’-deoxyribose.,The sugar component in RNA is ribose and the sugar component in DNA is 2’-deoxyribose.,The sugar component in RNA is arabinose and the sugar component in DNA is ribose.,The sugar component in RNA is 2’-deoxyribose and the sugar component in DNA is arabinose.,B
Biology,Organisms and Populations,Organisms and Populations,,60,Gause's principle of competitive exclusion states that:,More abundant species will exclude the less abundant species through competition,Competition for the same resources excludes species having different food preferences,No two species can occupy the same niche indefinitely for the same limiting resources,Larger organisms exclude smaller ones through competition,C
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,,60,The two polypeptides of human insulin are linked together by:,Hydrogen bonds,Phosphodiester bond,Covalent bond,Disulphide bridges,D
Biology,Animal Kingdom,Animal Kingdom,,60,Which of the following features is not present in the Phylum – Arthropoda?,Chitinous exoskeleton,Metameric segmentation,Parapodia,Jointed appendages,C
Biology,Strategies for Enhancement in Food Production,Strategies for Enhancement in Food Production,,60,A system of rotating crops with legume or grass pasture to improve soil structure and fertility is called:,Ley farming,Contour farming,Strip farming,Shifting agriculture,A
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,60,Mitochondria and chloroplast are: (i) Semi – autonomous organelles (ii) Formed by division of pre – existing organelles and they contain DNA but lack protein synthesizing machinery Which one of the following options is correct?,Both (i) and (ii) are correct,(ii) is true but (i) is false,(i) is true but (ii) is false,Both (i) and (ii) are false,C
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,,60,"In context of Amniocentesis, which of the following statement is incorrect? 50",It is usually done when a woman is between 14 – 16 weeks pregnant,It is used for prenatal sex determination,It can be used for detection of Down syndrome,It can be used for detection of Cleft palate,D
Biology,Neural Control and Coordination,Neural Control and Coordination,,60,Photosensitive compound in human eye is made up of:,Guanosine and Retinol,Opsin and Retinal,Opsin and Retinol,Guanosine and Retinol,B
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,,60,Spindle fibres attach on to:,Telomere of the chromosome,Kinetochore of the chromosome,Centromere of the chromosome,Kinetosome of the chromosome,B
Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,,60,Which of the following pairs of hormones are not antagonistic (having opposite effects) to each other?,Parathormone - Calcitonin,Insulin - Glucagon,Aldosterone - Atrial Natriuretic Factor,Relaxin - Inhibin,D
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,,60,Microtubules are the constituents of:,"Cilia, Flagella and Peroxisomes","Spindle fibres, centrioles and cilia","Centrioles, spindle fibres and chromatin","Centrosome, Nucleosome and Centrioles",B
Biology,Human Reproduction,Human Reproduction,,60,Fertilization in humans is practically feasible only if:,The sperms are transported into vagina just after the release of ovum in fallopian tube,The ovum and sperms are transported simultaneously to ampullary – isthmic junction of the fallopian tube,The ovum and sperms are transported simultaneously to ampullary – isthmic junction of the cervix,The sperms are transported into cervix within 48 hrs. of release of ovum in uterus,B
Biology,Plant Growth and Development,Plant Growth and Development,,60,The avena curvature is used for bioassay of:,ABA,GA3,IAA,Ethylene,C
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,60,"Tricarpellary, syncarpous gynoecium is found in flowers of:",Liliaceae,Solanaceae,Fabaceae,Poaceae 54,A
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,60,One of the major components of cell wall of most fungi is:,Chitin,Peptidoglycan,Cellulose,Hemicellulose,A
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,,60,In meiosis crossing over is initiated at:,Pachytene,Leptotene,Zygotene,Diplotene,A
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,,60,A tall true breeding garden pea plant is crossed with a dwarf true breeding garden pea plant. When the 𝐹1 plants were selfed the resulting genotypes were in the ratio,1 : 2 : 1 :: Tall homozygous : Tall heterozygous : Dwarf,1 : 2 : 1 :: Tall heterozygous : Tall homozygous : Dwarf 55,3 : 1 :: Tall : Dwarf,3 : 1 :: Dwarf : Tall,A
Biology,Ecosystem,Ecosystem,,60,Which one of the following is a characteristic feature of cropland ecosystem?,Absence of soil organisms,Least genetic diversity,Absence of weeds,Ecological succession,B
Biology,Human Reproduction,Human Reproduction,,60,Changes in GnRH pulse frequency in females is controlled by circulating levels of:,Estrogen and progesterone,Estrogen and inhibin,Progesterone only,Progesterone and inhibin,A
Biology,Human Health and Disease,Human Health and Disease,,60,"In higher vertebrates, the immune system can distinguish self – cells and non – self. If this property is lost due to genetic abnormality and it attacks self – cells, then it leads to:",Allergic response,Graft rejection,Auto – immune disease,Active immunity,C
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,,60,Column – I Column – II (a) Dominance (i) Many genes govern a single character (b) Codominance (ii) In a heterozygous organism only one allele expresses itself (c) Pleiotropy (iii) In a heterozygous organism both alleles express themselves fully (d) Polygenic inheritance (iv) A single gene influences many characters,(a) (b) (c) (d) (ii) (i) (iv) (iii),(a) (b) (c) (d) (ii) (iii) (iv) (i),(a) (b) (c) (d) (iv) (i) (ii) (iii),(a) (b) (c) (d) (iv) (iii) (i) (ii),B
Biology,Human Reproduction,Human Reproduction,,60,Which of the following approaches does not give the defined action of contraceptive?,Barrier methods Prevent fertilization,"Intra uterine devices Increase phagocytosis of sperms, suppress sperm motility and fertilizing capacity of sperms","Hormonal contraceptives Prevent retard ⁄ entry of sperms, prevent ovulation and fertilization",Vasectomy Prevents spermatogenesis,D
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,60,The taq polymerase enzyme is obtained from:,Thermus aquaticus,Thiobacillus ferroxidans,Bacillus subtilis,Pseudomonas putida,A
Biology,Human Health and Disease,Human Health and Disease,,60,Antivenom injection contains preformed antibodies while polio drops that are administered into the body contain:,Activated pathogens,Harvested antibodies,Gamma globulin,Attenuated pathogens,D
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,60,Which one of the following cell organelles is enclosed by a single membrane?,Mitochondria,Chloroplasts,Lysosomes,Nuclei,C
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,60,Which of the following is not a stem modification?,Pitcher of Nepenthes,Thorns of citrus,Tendrils of cucumber,Flattened structures of Opuntia,A
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,60,Which of the following is not required for any of the techniques of DNA fingerprinting available at present?,Polymerase chain reaction,Zinc finger analysis,Restriction enzymes,DNA – DNA hybridization,B
Biology,Structural Organisation in Animals,Structural Organisation in Animals,,60,Which type of tissue correctly matches with its location?,Tissue Location Smooth muscle Wall of intestine,Tissue Location Areolar tissue Tendons,Tissue Location 63 Transitional epithelium Tip of nose,Tissue Location Cuboidal epithelium Lining of stomach,A
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,,60,Which of the following statements is not true for cancer cells in relation to mutations?,Mutations in proto – oncogenes accelerate the cell cycle,Mutations destroy telomerase inhibitor,Mutations inactivate the cell control,Mutations inhibit production of telomerase,D
Biology,Evolution,Evolution,,60,Analogous structures are a result of:,Divergent evolution,Convergent evolution,Shared ancestry,Stabilizing selection,B
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,,60,Which of the following is a restriction endonuclease?,Hind II,Protease,DNase I 66,RNase,A
Biology,Ecosystem,Ecosystem,,60,The term ecosystem was coined by:,E.P. Odum,A.G. Tansley,E. Haeckel,E. Warming,B
Biology,Plant Kingdom,Plant Kingdom,,60,"In bryophytes and pteridophytes, transport of male gametes requires:",Wind,Insects,Birds,Water,D
Biology,Organisms and Populations,Organisms and Populations,,60,When does the growth rate of a population following the logistic model equal zero? The logistic model is given as 𝑑𝑁 𝑑𝑡 ⁄ = 𝑟𝑁(1 − 𝑁 𝐾 ⁄ ):,When 𝑁 𝐾 ⁄ is exactly one,When N nears the carrying capacity of the habitat,When 𝑁 𝐾 ⁄ equals zero 67,When death rate is greater than birth rate,A
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,,60,Which one of the following is the starter codon?,AUG,UGA,UAA,UAG,A
Biology,The Living World,The Living World,,60,Nomenclature is governed by certain universal rules. Which one of the following is contrary to the rules of nomenclature?,Biological names can be written in any language,"The first words in a biological name represents the genus name, and the second is a specific epithet",The names are written in Latin and are italicized,"When written by hand, the names are to be underlined",A
Biology,Body Fluids and Circulation,Body Fluids and Circulation,,60,Blood pressure in the pulmonary artery is:,Same as that in the aorta,More than that in the carotid,More than that in the pulmonary vein,Less than that in the venae cavae,C
Biology,Digestion and Absorption,Digestion and Absorption,,60,"In the stomach, gastric acid is secreted by the:",Gastrin secreting cells,Parietal cells,Peptic cells,Acidic cells,B
Biology,Biological Classification,Biological Classification,,60,"Chrysophytes, Euglenoids, Dinoflagellates and Slime moulds are included in the kingdom:",Monera,Protista,Fungi,Animalia,B
Biology,Cell Cycle and Cell Division,Cell Cycle and Cell Division,,60,Which of the following is not a characteristic feature during mitosis in somatic cells?,Spindle fibres,Disappearance of nucleolus,Chromosome movement,Synapsis,D
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,,60,Which of the following statements is not correct?,"Pollen grains of many species can germinate on the stigma of a flower, but only one pollen tube of the same species grows into the style.",Insects that consume pollen or nectar without bringing about pollination are called pollen nerctar ⁄ robbers.,Pollen germination and pollen tube growth are regulated by chemical components of pollen interacting with those of the pistil.,Some reptiles have also been reported as pollinators in some plant species.,A
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,60,Specialized epidermal cells surrounding the guard cells are called:,Complementary cells,Subsidiary cells,Bulliform cells,Lenticels,B
Biology,Body Fluids and Circulation,Body Fluids and Circulation,,60,Which of the following guards the opening of hepatopancreatic duct into the duodenum?,Semilunar valve,Ileocaecal valve,Pyloric sphincter 73,Sphincter of Oddi,D
Biology,Ecosystem,Ecosystem,,60,A river with an inflow of domestic sewage rich in organic waste may result in:,Drying of the river very soon due to algal bloom.,Increased population of aquatic food web organisms.,An increased production of fish due to biodegradable nutrients.,Death of fish due to lack of oxygen.,D
Biology,Biomolecules,Biomolecules,,60,A typical fat molecules is made up of:,Three glycerol molecules and one fatty acid molecules,One glycerol and three fatty acid molecules,One glycerol and one fatty acid molecule,Three glycerol and three fatty acid molecules,B
