subject,chapter,concept,difficulty,par_time_sec,par_seconds,question_text,option_a,option_b,option_c,option_d,correct_option,year,q_no,review_status,reason,kw_chapter
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,,60,,"The velocity of a small ball of mass M and density d, when dropped in a container filled with glycerine becomes constant after some time. If the density of glycerine is d 2 , then the viscous force acting on the ball will be :",Mg 2,Mg,3 Mg 2,2 Mg,A,2021,12,llm_flagged,llm=Mechanical Properties of Fluids; kw_score=1 kw=Locomotion and Movement,Locomotion and Movement
Physics,Electromagnetic Waves,Electromagnetic Waves,,60,,"For a plane electromagnetic wave propagating in x-direction, which one of the following combination gives the correct possible directions for electric field (E) and magnetic field (B) respectively ?","∧ ∧ ∧ ∧ + + j k, j k","∧ ∧ ∧ ∧ −+ −− j k, j k","∧ ∧ ∧ ∧ + −− j k, j k","∧ ∧ ∧ ∧ −+ −+ j k, j k",B,2021,13,llm_flagged,llm=Electromagnetic Waves; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Physics,Gravitation,Gravitation,,60,,"The escape velocity from the Earth’s surface is v. The escape velocity from the surface of another planet having a radius, four times that of Earth and same mass density is :",v,2 v,3 v,4 v,D,2021,21,llm_flagged,llm=Gravitation; kw_score=1 kw=Gravitation,Gravitation
Physics,Units and Measurements,Units and Measurements,,60,,A screw gauge gives the following readings when used to measure the diameter of a wire Main scale reading : 0 mm Circular scale reading : 52 divisions Given that 1 mm on main scale corresponds to 100 divisions on the circular scale. The diameter of the wire from the above data is :,0.52 cm,0.026 cm,0.26 cm,0.052 cm,D,2021,22,llm_flagged,llm=Units and Measurements; kw_score=0 kw=Unclassified,Unclassified
Physics,Work Energy and Power,Work Energy and Power,,60,,Water falls from a height of 60 m at the rate of 15 kg/s to operate a turbine. The losses due to frictional force are 10% of the input energy. How much power is generated by the turbine ? (g=10 m/s2),10.2 kW,8.1 kW,12.3 kW,7.0 kW 5 M4,B,2021,23,llm_flagged,llm=Work Energy and Power; kw_score=1 kw=Laws of Motion,Laws of Motion
Physics,Motion in a Plane,Motion in a Plane,,60,,"A small block slides down on a smooth inclined plane, starting from rest at time t=0. Let Sn be the distance travelled by the block in the interval t=n−1 to t=n. Then, the ratio n n 1 S S + is :",2n 1 2n −,2n 1 2n 1 − +,2n 1 2n 1 + −,2n 2n 1 −,B,2021,24,llm_flagged,llm=Motion in a Plane; kw_score=1 kw=Laws of Motion,Laws of Motion
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,,Two charged spherical conductors of radius R1 and R2 are connected by a wire. Then the ratio of surface charge densities of the spheres (σ1/σ2) is :,1 2 R R,2 1 R R,1 2 R R      ,2 2 1 2 R R,B,2021,28,llm_flagged,llm=Electrostatic Potential and Capacitance; kw_score=0 kw=Unclassified,Unclassified
Physics,Dual Nature of Radiation and Matter,Dual Nature of Radiation and Matter,,60,,"An electromagnetic wave of wavelength ‘λ’ is incident on a photosensitive surface of negligible work function. If ‘m’ mass is of photoelectron emitted from the surface has de-Broglie wavelength λd, then :",2 d 2m hc       λ= λ,2 d 2mc h       λ = λ,2 d 2mc h       λ= λ,2 d 2h mc       λ= λ,C,2021,29,llm_flagged,llm=Dual Nature of Radiation and Matter; kw_score=1 kw=Electromagnetic Waves,Electromagnetic Waves
Physics,Semiconductor Electronics,Semiconductor Electronics,,60,,The electron concentration in an n-type semiconductor is the same as hole concentration in a p-type semiconductor. An external field (electric) is applied across each of them. Compare the currents in them.,current in n-type=current in p-type.,current in p-type > current in n-type.,current in n-type > current in p-type.,"No current will flow in p-type, current will only flow in n-type. 6 M4",C,2021,30,llm_flagged,llm=Semiconductor Electronics; kw_score=1 kw=Current Electricity,Current Electricity
Physics,Dual Nature of Radiation and Matter,Dual Nature of Radiation and Matter,,60,,"The number of photons per second on an average emitted by the source of monochromatic light of wavelength 600 nm, when it delivers the power of 3.3×10−3 watt will be : (h=6.6×10−34 Js)",1018,1017,1016,1015,C,2021,31,llm_flagged,llm=Dual Nature of Radiation and Matter; kw_score=1 kw=Work Energy and Power,Work Energy and Power
Physics,Units and Measurements,Units and Measurements,,60,,"If E and G respectively denote energy and gravitational constant, then E G has the dimensions of :",[ M2 ] [ L−1 ] [ T0 ],[ M ] [ L−1 ] [ T−1 ],[ M ] [ L0 ] [ T0 ],[ M2 ] [ L−2 ] [ T−1 ],A,2021,32,llm_flagged,llm=Units and Measurements; kw_score=1 kw=Units and Measurements,Units and Measurements
Physics,Current Electricity,Current Electricity,,60,,"The effective resistance of a parallel connection that consists of four wires of equal length, equal area of cross-section and same material is 0.25 Ω. What will be the effective resistance if they are connected in series ?",0.25 Ω,0.5 Ω,1 Ω,4 Ω,D,2021,33,llm_flagged,llm=Current Electricity; kw_score=1 kw=Current Electricity,Current Electricity
Physics,Nuclei,Nuclei,,60,,The half-life of a radioactive nuclide is 100 hours. The fraction of original activity that will remain after 150 hours would be :,1/2,1 2 2,2 3,2 3 2,B,2021,34,llm_flagged,llm=Nuclei; kw_score=1 kw=Nuclei,Nuclei
Physics,Moving Charges and Magnetism,Moving Charges and Magnetism,,60,,In the product ( ) F q B v → → → = × ( ) 0 q B B B v i j k → ∧ ∧ ∧ = × + + For q=1 and 2 4 6 v i j k ∧ ∧ ∧ → = + + and F 4 20 12 i j k → ∧ ∧ ∧ = − + What will be the complete expression for B → ?,8 8 6 i j k ∧ ∧ ∧ − − −,6 6 8 i j k ∧ ∧ ∧ − − −,8 8 6 i j k ∧ ∧ ∧ + −,6 6 8 i j k ∧ ∧ ∧ + − 7 M4,B,2021,37,llm_flagged,llm=Moving Charges and Magnetism; kw_score=0 kw=Unclassified,Unclassified
Physics,Motion in a Plane,Motion in a Plane,,60,,"A car starts from rest and accelerates at 5 m/s2. At t=4 s, a ball is dropped out of a window by a person sitting in the car. What is the velocity and acceleration of the ball at t=6 s ? (Take g=10 m/s2)","20 m/s, 5 m/s2","20 m/s, 0","20 2 m/s, 0","20 2 m/s, 10 m/s2 8 M4",D,2021,42,llm_flagged,llm=Motion in a Plane; kw_score=0 kw=Unclassified,Unclassified
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,,Twenty seven drops of same size are charged at 220 V each. They combine to form a bigger drop. Calculate the potential of the bigger drop.,660 V,1320 V,1520 V,1980 V,D,2021,43,llm_flagged,llm=Electrostatic Potential and Capacitance; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Physics,Laws of Motion,Laws of Motion,,60,,"A ball of mass 0.15 kg is dropped from a height 10 m, strikes the ground and rebounds to the same height. The magnitude of impulse imparted to the ball is (g=10 m/s2) nearly :",0 kg m/s,4.2 kg m/s,2.1 kg m/s,1.4 kg m/s,B,2021,45,llm_flagged,llm=Laws of Motion; kw_score=0 kw=Unclassified,Unclassified
Physics,Motion in a Plane,Motion in a Plane,,60,,"A particle moving in a circle of radius R with a uniform speed takes a time T to complete one revolution. If this particle were projected with the same speed at an angle ‘θ’ to the horizontal, the maximum height attained by it equals 4R. The angle of projection, θ, is then given by :",1 2 2 1 2 gT cos R         − θ= π,1 2 2 1 2 R cos gT         − π θ=,1 2 2 1 2 R sin gT         − π θ=,1 2 2 1 2 2gT sin R         − θ= π,D,2021,47,llm_flagged,llm=Motion in a Plane; kw_score=1 kw=Evolution,Evolution
Physics,Gravitation,Gravitation,,60,,A particle of mass ‘m’ is projected with a velocity v=kVe(k < 1) from the surface of the earth. (Ve=escape velocity) The maximum height above the surface reached by the particle is :,2 k R 1 k       −,2 k R 1 k       +,2 R k 1 k +,2 2 Rk 1 k − 9 M4,D,2021,48,llm_flagged,llm=Gravitation; kw_score=1 kw=Gravitation,Gravitation
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,,From a circular ring of mass ‘M’ and radius ‘R’ an arc corresponding to a 908 sector is removed. The moment of inertia of the remaining part of the ring about an axis passing through the centre of the ring and perpendicular to the plane of the ring is ‘K’ times ‘MR2’. Then the value of ‘K’ is :,3 4,7 8,1 4,1 8 Section - A (Chemistry),A,2021,50,llm_flagged,llm=System of Particles and Rotational Motion; kw_score=1 kw=System of Particles and Rotational Motion,System of Particles and Rotational Motion
Chemistry,Thermodynamics,Thermodynamics,,60,,Which one among the following is the correct option for right relationship between CP and CV for one mole of ideal gas ?,CP+CV=R,CP−CV=R,CP=RCV,CV=RCP,B,2021,51,llm_flagged,llm=Thermodynamics; kw_score=1 kw=States of Matter,States of Matter
Chemistry,The Solid State,The Solid State,,60,,The correct option for the number of body centred unit cells in all 14 types of Bravais lattice unit cells is :,7,5,2,3,D,2021,52,llm_flagged,llm=The Solid State; kw_score=1 kw=The Solid State,The Solid State
Chemistry,The p-Block Elements,The p-Block Elements,,60,,Noble gases are named because of their inertness towards reactivity. Identify an incorrect statement about them.,Noble gases are sparingly soluble in water.,Noble gases have very high melting and boiling points.,Noble gases have weak dispersion forces.,Noble gases have large positive values of electron gain enthalpy.,B,2021,53,llm_flagged,llm=The p-Block Elements; kw_score=1 kw=Classification of Elements and Periodicity,Classification of Elements and Periodicity
Chemistry,Haloalkanes and Haloarenes,Haloalkanes and Haloarenes,,60,,The major product formed in dehydrohalogenation reaction of 2-Bromo pentane is Pent-2-ene. This product formation is based on ?,Saytzeff’s Rule,Hund’s Rule,Hofmann Rule,Huckel’s Rule,A,2021,54,llm_flagged,llm=Haloalkanes and Haloarenes; kw_score=1 kw=Structure of Atom,Structure of Atom
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,,60,,The compound which shows metamerism is :,C5H12,C3H8O,C3H6O,C4H10O,D,2021,55,llm_flagged,llm=Organic Chemistry - Some Basic Principles and Techniques; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,"BF3 is planar and electron deficient compound. Hybridization and number of electrons around the central atom, respectively are :",sp3 and 4,sp3 and 6,sp2 and 6,sp2 and 8,C,2021,56,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=1 kw=Strategies for Enhancement in Food Production,Strategies for Enhancement in Food Production
Chemistry,Solutions,Solutions,,60,,"The right option for the statement “Tyndall effect is exhibited by”, is :",NaCl solution,Glucose solution,Starch solution,Urea solution 10 M4,C,2021,57,llm_flagged,llm=Solutions; kw_score=1 kw=Surface Chemistry,Surface Chemistry
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,Dihedral angle of least stable conformer of ethane is :,1208,1808,608,08,D,2021,64,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,,60,,"An organic compound contains 78% (by wt.) carbon and remaining percentage of hydrogen. The right option for the empirical formula of this compound is : [Atomic wt. of C is 12, H is 1]",CH,CH2,CH3,CH4,C,2021,65,llm_flagged,llm=Organic Chemistry - Some Basic Principles and Techniques; kw_score=1 kw=Some Basic Concepts of Chemistry,Some Basic Concepts of Chemistry
Chemistry,General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements,,60,,The maximum temperature that can be achieved in blast furnace is :,upto 1200 K,upto 2200 K,upto 1900 K,upto 5000 K,B,2021,66,llm_flagged,llm=General Principles and Processes of Isolation of Elements; kw_score=1 kw=Molecular Basis of Inheritance,Molecular Basis of Inheritance
Chemistry,Solutions,Solutions,,60,,"The following solutions were prepared by dissolving 10 g of glucose (C6H12O6) in 250 ml of water (P1), 10 g of urea (CH4N2O) in 250 ml of water (P2) and 10 g of sucrose (C12H22O11) in 250 ml of water (P3). The right option for the decreasing order of osmotic pressure of these solutions is :",P2 > P1 > P3,P1 > P2 > P3,P2 > P3 > P1,P3 > P1 > P2,A,2021,67,llm_flagged,llm=Solutions; kw_score=1 kw=Solutions,Solutions
Chemistry,The d- and f-Block Elements,The d- and f-Block Elements,,60,,Zr (Z=40) and Hf (Z=72) have similar atomic and ionic radii because of :,belonging to same group,diagonal relationship,lanthanoid contraction,having similar chemical properties,C,2021,68,llm_flagged,llm=The d- and f-Block Elements; kw_score=1 kw=The s-Block Elements,The s-Block Elements
Chemistry,Electrochemistry,Electrochemistry,,60,,"The molar conductance of NaCl, HCl and CH3COONa at infinite dilution are 126.45, 426.16 and 91.0 S cm2 mol−1 respectively. The molar conductance of CH3COOH at infinite dilution is. Choose the right option for your answer.",201.28 S cm2 mol−1,390.71 S cm2 mol−1,698.28 S cm2 mol−1,540.48 S cm2 mol−1,B,2021,69,llm_flagged,llm=Electrochemistry; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The Solid State,The Solid State,,60,,Right option for the number of tetrahedral and octahedral voids in hexagonal primitive unit cell are :,"8, 4","6, 12","2, 1","12, 6",D,2021,70,llm_flagged,llm=The Solid State; kw_score=1 kw=The Solid State,The Solid State
Chemistry,Structure of Atom,Structure of Atom,,60,,"A particular station of All India Radio, New Delhi, broadcasts on a frequency of 1,368 kHz (kilohertz). The wavelength of the electromagnetic radiation emitted by the transmitter is : [speed of light, c=3.0×108 ms−1]",219.3 m,219.2 m,2192 m,21.92 cm,A,2021,71,llm_flagged,llm=Structure of Atom; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Equilibrium,Equilibrium,,60,,The pKb of dimethylamine and pKa of acetic acid are 3.27 and 4.77 respectively at T (K). The correct option for the pH of dimethylammonium acetate solution is :,8.50,5.50,7.75,6.25,C,2021,74,llm_flagged,llm=Equilibrium; kw_score=1 kw=Equilibrium,Equilibrium
Chemistry,The Solid State,The Solid State,,60,,"The structures of beryllium chloride in solid state and vapour phase, are :","Chain and dimer, respectively",Linear in both,"Dimer and Linear, respectively",Chain in both,A,2021,75,llm_flagged,llm=The Solid State; kw_score=1 kw=The s-Block Elements,The s-Block Elements
Chemistry,Chemistry in Everyday Life,Chemistry in Everyday Life,,60,,"Given below are two statements : Statement I : Aspirin and Paracetamol belong to the class of narcotic analgesics. Statement II : Morphine and Heroin are non-narcotic analgesics. In the light of the above statements, choose the correct answer from the options given below.",Both Statement I and Statement II are true.,Both Statement I and Statement II are false.,Statement I is correct but Statement II is false.,Statement I is incorrect but Statement II is true.,B,2021,76,llm_flagged,llm=Chemistry in Everyday Life; kw_score=1 kw=Chemistry in Everyday Life,Chemistry in Everyday Life
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,Match List - I with List - II. List - I List - II (a) PCl5 (i) Square pyramidal (b) SF6 (ii) Trigonal planar (c) BrF5 (iii) Octahedral (d) BF3 (iv) Trigonal bipyramidal Choose the correct answer from the options given below.,"(a)-(iv), (b)-(iii), (c)-(i), (d)-(ii)","(a)-(ii), (b)-(iii), (c)-(iv), (d)-(i)","(a)-(iii), (b)-(i), (c)-(iv), (d)-(ii)","(a)-(iv), (b)-(iii), (c)-(ii), (d)-(i)",A,2021,77,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,"Statement I : Acid strength increases in the order given as HF << HCl << HBr << HI. Statement II : As the size of the elements F, Cl, Br, I increases down the group, the bond strength of HF, HCl, HBr and HI decreases and so the acid strength increases. In the light of the above statements, choose the correct answer from the options given below.",Both Statement I and Statement II are true.,Both Statement I and Statement II are false.,Statement I is correct but Statement II is false.,Statement I is incorrect but Statement II is true.,A,2021,78,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Alcohols Phenols and Ethers,Alcohols Phenols and Ethers,,60,,"What is the IUPAC name of the organic compound formed in the following chemical reaction ? Acetone 2 5 2 (i) C H MgBr dry Ether (ii) H O H , , → + Product",2-methyl propan-2-ol,pentan-2-ol,pentan-3-ol,2-methyl butan-2-ol,D,2021,80,llm_flagged,llm=Alcohols Phenols and Ethers; kw_score=1 kw=Alcohols Phenols and Ethers,Alcohols Phenols and Ethers
Chemistry,Redox Reactions,Redox Reactions,,60,,Which of the following reactions is the metal displacement reaction ? Choose the right option.,2KClO3 → ∆ 2KCl+3O2,Cr2O3+2Al → ∆ Al2O3+2Cr,Fe+2HCl → FeCl2+H2↑,2Pb(NO3)2 → 2PbO+4NO2+O2↑ 13 M4,B,2021,81,llm_flagged,llm=Redox Reactions; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The d- and f-Block Elements,The d- and f-Block Elements,,60,,The incorrect statement among the following is :,Actinoid contraction is greater for element to element than Lanthanoid contraction.,Most of the trivalent Lanthanoid ions are colorless in the solid state.,Lanthanoids are good conductors of heat and electricity.,"Actinoids are highly reactive metals, especially when finely divided.",B,2021,83,llm_flagged,llm=The d- and f-Block Elements; kw_score=1 kw=The Solid State,The Solid State
Chemistry,Biomolecules,Biomolecules,,60,,The RBC deficiency is deficiency disease of :,Vitamin B12,Vitamin B6,Vitamin B1,Vitamin B2,A,2021,84,llm_flagged,llm=Biomolecules; kw_score=1 kw=Biomolecules,Biomolecules
Chemistry,Structure of Atom,Structure of Atom,,60,,"Tritium, a radioactive isotope of hydrogen, emits which of the following particles ?",Beta (β−),Alpha (α),Gamma (γ),Neutron (n) Section - B (Chemistry),A,2021,85,llm_flagged,llm=Structure of Atom; kw_score=1 kw=Nuclei,Nuclei
Chemistry,The s-Block Elements,The s-Block Elements,,60,,"CH3CH2COO−Na+ NaOH, ? Heat → + CH3CH3+ Na2CO3. Consider the above reaction and identify the missing reagent/chemical.",B2H6,Red Phosphorus,CaO,DIBAL-H 14 M4,C,2021,87,llm_flagged,llm=The s-Block Elements; kw_score=1 kw=The p-Block Elements,The p-Block Elements
Chemistry,Coordination Compounds,Coordination Compounds,,60,,Match List - I with List - II. List - I List - II (a) [Fe(CN)6]3− (i) 5.92 BM (b) [Fe(H2O)6]3+ (ii) 0 BM (c) [Fe(CN)6]4− (iii) 4.90 BM (d) [Fe(H2O)6]2+ (iv) 1.73 BM Choose the correct answer from the options given below.,"(a)-(iv), (b)-(ii), (c)-(i), (d)-(iii)","(a)-(ii), (b)-(iv), (c)-(iii), (d)-(i)","(a)-(i), (b)-(iii), (c)-(iv), (d)-(ii)","(a)-(iv), (b)-(i), (c)-(ii), (d)-(iii)",D,2021,89,llm_flagged,llm=Coordination Compounds; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Structure of Atom,Structure of Atom,,60,,From the following pairs of ions which one is not an iso-electronic pair ?,"O2−, F−","Na+, Mg2+","Mn2+, Fe3+","Fe2+, Mn2+",D,2021,90,llm_flagged,llm=Structure of Atom; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Haloalkanes and Haloarenes,Haloalkanes and Haloarenes,,60,,The reagent ‘R’ in the given sequence of chemical reaction is :,H2O,CH3CH2OH,HI,CuCN/KCN,B,2021,91,llm_flagged,llm=Haloalkanes and Haloarenes; kw_score=0 kw=Unclassified,Unclassified
Chemistry,States of Matter,States of Matter,,60,,"Choose the correct option for the total pressure (in atm.) in a mixture of 4 g O2 and 2 g H2 confined in a total volume of one litre at 08C is : [Given R=0.082 L atm mol−1K−1, T=273 K]",2.518,2.602,25.18,26.02,C,2021,92,llm_flagged,llm=States of Matter; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,Which of the following molecules is non-polar in nature ?,POCl3,CH2O,SbCl5,NO2,C,2021,93,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
