subject,chapter,concept,difficulty,par_time_sec,par_seconds,question_text,option_a,option_b,option_c,option_d,correct_option,year,q_no,review_status,reason,kw_chapter
Physics,Work Energy and Power,Work Energy and Power,,60,,"The candidates will write the Correct Test Booklet Code as given in the Test Booklet/Answer Sheet in the Attendance Sheet. M.MARKS: 720 DATE: 05/05/2024 DURATION: 200 Minutes NEET (UG)-2024 T3 NEET (UG)-2024 (Code-_T3__) PHYSICS SECTION – A 1. A tightly wound 100 turns coil of radius 10 cm carries a current of 7 A. The magnitude of the magnetic field at the centre of the coil is (Take permeability of free space as 7 4 10−  SI units): (1) 4.4 mT (2) 44 T (3) 44 mT (4) 4.4 T 2. Math List-I with List-II. List-I (Material) List-II (Susceptibility (x)) (A) Diamagnetic (I) 0 = x (B) Ferromagnetic (II) 0 1 x  − (C) Paramagnetic (III) 1 x  (D) Non-magnetic (IV) 0 x (a small positive number) Choose the correct answer from the options given below: (1) A-III, B-II, C-I, D-IV (2) A-IV, B-III, C-II, D-I (3) A-II, B-III, C-IV, D-I (4) C-II, B-I, C-III, D-IV 3. A thermodynamic system is taken through the cycle abcda. The work done by the gas along the path bc is: (1) –90 J (2) –60 J (3) zero (4) 30 J 4. An unpolarised light beam strikes a glass surface at Brewster’s angle. Then (1) both the reflected and refracted light will be completely polarised. (2) the reflected light will be completely polarised but the refracted light will be partially polarised. (3) the reflected light will be partially polarised. (4) the refracted light will be completely polarised. 5. In an ideal transformer, the turns ratio is 1 2 p s N N = . The ratio : s p V V is equal to (the symbols carry their usual meaning): (1) 1 : 1 (2) 1 : 4 (3) 1 : 2 (4) 2 : 1 6. A logic circuit provides the output Y as per the following truth table: (1) B (2) B (3) .AB A + (4) .AB A + 7. In a vernier calipers, (N + 1) divisions of vernier scale coincide with N divisions of main scale. If 1 MSD represents 0.1 mm, the vernier constant (in cm) is: (1) 100 N (2) 10 (N + 1) (3) 1 10N (4) 1 100( 1) N + 8. The maximum elongation of a steel wire of 1 m length if the elastic limit of steel and its Young’s modulus, respectively, are 8 × 108 N m–2 and 2 × 1011 N m–2, is: (1) 40 mm (2) 8 mm (3) 4 mm (4) 0.4 mm 9. A horizontal force 10 N is applied to a block A as shown in figure. The mass of blocks A and B are 2 kg and 3 kg, respectively. The blocks slide over a frictionless surface. The force exerted by block A on block B is: (1) 6 N (2) 10 N (3) zero (4) 4 N A B Y 0 0 1 1 0 1 0 1 1 0 1 0 NEET (UG)-2024 (Code-_T3_) 10. If the monochromatic source in Young’s double slit experiment is replaced by white light, then (1) there will be a central bright white fringe surrounded by a few coloured fringes. (2) all bright fringes will be of equal width. (3) interference pattern will disappear. (4) there will be a central dear fringe surrounded by a few coloured fringes. 11. The graph which shows the variation of 1         and its kinetic energy, E is (where  is de Broglie wavelength of a free particle): (1) (2) (3) (4) 12. In the following circuit, the equivalent capacitance between terminal A and terminal B is: (1) 0.5 F (2) 4 F (3) 2 F (4) 1 F 13. In the above diagram, a strong bar magnet is moving towards solenoid-2 from solenoid-1. The direction of induced current in solenoid-1 and that in solenoid-2, respectively, are through the directions:",AB and CD,BA and DC,AB and DC,BA and CD,C,2024,13,fixable_figure,figure_hint keyword detected,
Physics,Current Electricity,Current Electricity,,60,,"Consider the following statements A and B and identify the correct answer : A. For a solar-cell, the I-V characteristics lies in the IV quadrant of the given graph. B. In a reverse biaşed pn junction diode, the current measured in (µA), is due to majority charge carriers.",Both A and B are correct.,Both A and B are incorrect.,A is correct but B is incorrect.,A is incorrect but B is correct.,D,2024,14,fixable_figure,figure_hint keyword detected,
Physics,Ray Optics and Optical Instruments,Ray Optics and Optical Instruments,,60,,A light ray enters through a right angled prism at point P with the angle of incidence 30 o as shown in figure. It travels through the prism parallel to its base BC and emerges along the face AC. The refractive index of the prism is:,3 4,3 2,5 4,5 2,B,2024,15,fixable_figure,figure_hint keyword detected,
Physics,Current Electricity,Current Electricity,,60,,"The terminal voltage of the battery, whose emf is 10 V and internal resistance 1 , when connected through an external resistance of 4  as shown in the figure is :",8 V,10 V,4 V,6 V,D,2024,18,fixable_figure,figure_hint keyword detected,
Physics,Unclassified,Unclassified,,60,,"A wheel of a bullock cart is rolling on a level road as shows in the figure below. If its linerar speed is v in the direction shown, which one of the following options is correct (P and Q are any highest and lowest points on the wheel respectively)?",Both the points P and Q move with equal speed.,Point P has zero speed.,Point P moves slower than point Q.,Point P moves faster than point Q.,C,2024,26,fixable_figure,figure_hint keyword detected,
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,,"In a uniform magnetic field of 0.049 T, a magnetic needle performs 20 complete oscillations in 5 seconds as shown. The moment of inertia of the needle is 9.8 × 10–6 kg m2. If the magnitude of magnetic moment of the needle is x × 10–5 Am2, then the value of ‘x’ is;",50 ,1280 ,5 ,128 ,B,2024,29,fixable_figure,figure_hint keyword detected,
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,,A thin spherical shell is charged by some source. The potential difference between the two points C and P (in V) shown in the figure is; 9 0 1 Take 9 10 SIunits 4   =      ,0.5 × 105,zero,3 × 105,1 × 105 NEET (UG)-2024 (Code-_T3__),B,2024,33,fixable_figure,figure_hint keyword detected,
Physics,States of Matter,States of Matter,,60,,"The following graph represents the T-V curves of an ideal gas (where T is the temperature and V the volume) at three pressures P1, P2 and P3 compared with those of Charles’s law represented as dotted lines.",P2 > P1 > P3,P1 > P2 > P3,P3 > P2 > P1,P1 > P3 > P2,C,2024,36,fixable_figure,figure_hint keyword detected,
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,,"A parallel plate capacitor is charged by connecting it to a battery through a resistor. If I is the current in the circuit, then in the gap between the plates;",displacement current of magnitude equal to I flows m a direction opposite to that of I.,displacement current of magnitude greater than I flows but can be in any direction.,there is no current.,displacement current of magnitude equal to I flows in the same direction as I.,D,2024,37,fixable_figure,figure_hint keyword detected,
Physics,,,,90,,Choose the correct circuit which can achieve the bridge balance. (1) (2) (3) (4),,,,,D,2024,39,unusable_parse_fail,could not split 4 options,
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,,"A 10 μF capacitor is connected to a 210 V, 50 Hz source as shown in figure. The peak current in the circuit is nearly (π = 3.14):",1.20 A,0.35 A,0.58 A,0.93 A,C,2024,45,fixable_figure,figure_hint keyword detected,
Physics,,,,90,,The velocity (v) –time (t) plot of the motion of a body is shown below: The acceleration (a) –time (t) graph that best suits this motion is: (1) (2) (3) (4),,,,,D,2024,47,unusable_parse_fail,could not split 4 options,
Chemistry,,,,90,,Intramolecular hydrogen bonding is present in (1) (2) HF (3) (4) .,,,,,D,2024,53,unusable_parse_fail,could not split 4 options,
Chemistry,,,,90,,Which plot of ln k vs 1 T is consistent with Arrhenius equation? (1) (2) (3) (4),,,,,C,2024,73,unusable_parse_fail,could not split 4 options,
Chemistry,,,,90,,The compound that will undergo 1 N S reaction with the fastest rate is (1) (2) (3) (4),,,,,C,2024,76,unusable_parse_fail,could not split 4 options,
Chemistry,Unclassified,Unclassified,,60,,On heating some solid substance change from solid to vapour state without passing through liquid state. The technique used for the purification of such solid substances based on the above principle is known as:,Distillation,Chromatography,Crystallization,Sublimation NEET (UG)-2024 (Code-_T3__),C,2024,79,fixable_figure,figure_hint keyword detected,
Chemistry,,,,90,,The most stable carbocation among the following is: (1) (2) (3) (4),,,,,B,2024,84,unusable_parse_fail,could not split 4 options,
Chemistry,,,,90,,For the given reaction: ‘P’ is (1) (2) (3) (4),,,,,D,2024,89,unusable_parse_fail,could not split 4 options,
Chemistry,,,,90,,"Major products A and B formed in the following reaction sequence, are (1) (2) (3) (4)",,,,,D,2024,99,unusable_parse_fail,could not split 4 options,
Biology,Unclassified,Unclassified,,90,,Identify the part of the seed from the given figure which is destined to form root when the seed germinates.,C,D,A,B,C,2024,104,fixable_figure,figure_hint keyword detected,
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,90,,"Identify the type of flowers based on the position of calyx, corolla and androecifum with respect to the ovary from the given figures (a) and (b)",(a) Perigynous; (b) Epigynous,(a) Perigynous; (b) Perigynous,(a) Epigynous; (b) Hypogynous,(a) Hypogynous; (b) Epigynous,A,2024,116,fixable_figure,figure_hint keyword detected,
Biology,Unclassified,Unclassified,,90,,"In the given figure, which component has thin outer walls and highly thickened inner walls",A,B,C,D,C,2024,123,fixable_figure,figure_hint keyword detected,
Biology,General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements,,90,,Identify the correct description about the given figure:,Cleistogamous flowers showing autogamy.,Compact inflorescence showing complete autogamy.,Wind pollinated plant inflorescence showing flowers with well exposed stamens.,Water pollinated flowers showing stamens with mucilaginous covering.,C,2024,138,fixable_figure,figure_hint keyword detected,
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,90,,The following diagram showing restriction sites in E.coli cloning vector pBR322. Find the role of 'X' and 'Y' genes:,The gene 'X' is for protein involved in replication of Plasmid and 'Y' for resistance to antibiotics.,Gene 'X' is responsible for recognition sites and 'Y' is responsible for antibiotic resistance.,The gene 'X' is respoinsible for resistance to antibiotics and 'Y' for protein involved in the replication of Plasmid.,The gene 'X' is responsible for controlling the copy number of the linked DNA and 'Y' for protein involved in the replication of Plasmid.,D,2024,170,fixable_figure,figure_hint keyword detected,
Biology,,,,90,,,,,,,,2024,148,unusable_no_answer,not in answer table,
Biology,,,,90,,,,,,,,2024,192,unusable_no_answer,not in answer table,
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,60,,"Given below are two statements: one is labelled as Assertion A and the other is labelled as Reason R. Assertion A: The potential (V) at any axial point, at 2 m distance (r) from the centre of the dipole of dipole moment vector P → of magnitude, 6 4 10 C m −  , is 3 . 9 10 V  (Take 9 0 1 9 10 4 =   SI units) Reason R: 2 0 2 , 4 P V r =   where r is the distance of any axial point, situated at 2 m from the centre of the dipole. In the light of the above statements, choose the correct answer from the options given below:",A is true but R is false.,A is false but R is true.,Both A and R are true and R is the correct explanation of A.,Both A and R are true and R is NOT the correct explanation of A. 1   O E 1   O E 1   O E 2F 2F 2F 2F A B NEET (UG)-2024 (Code-_T3__),A,2024,16,llm_flagged,llm=Electrostatic Potential and Capacitance; kw_score=1 kw=Motion in a Plane,Motion in a Plane
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,,"The moment of inertia of a thin rod about an axis passing through its mid point and perpendicular to the rod, is 2400 g cm2. The length of the 400 g rod is nearly:",20.7 cm,72.0 cm,8.5 cm,17.5 cm,A,2024,17,llm_flagged,llm=System of Particles and Rotational Motion; kw_score=1 kw=System of Particles and Rotational Motion,System of Particles and Rotational Motion
Physics,Atoms,Atoms,,60,,Match the List-I with List-II. List-I (Spectral Lines of Hydrogen for transitions from) List-II (Wavelengths (nm)) (A) 2 1 3 to 2 n n = = I. 410.2 (B) 2 1 4 to 2 n n = = II. 434.1 (C) 2 1 5 to 2 n n = = III. 656.3 (D) 2 1 6 to 2 n n = = IV. 486.1 Choose the correct answer from the options given below:,"A-IV, B-III, C-I, D-II","A-I, B-II, C-III, D-IV","A-II, B-I, C-IV, D-III","A-III, B-IV, C-II, D-I",C,2024,19,llm_flagged,llm=Atoms; kw_score=0 kw=Unclassified,Unclassified
Physics,Dual Nature of Radiation and Matter,Dual Nature of Radiation and Matter,,60,,"If c is the velocity of light in free space, the correct statements about photon among the following are : A. The energy of a photon is E = hv. B. The velocity of a photon is c. C. The momentum of a photon, hv p c = . D. In a photon-electron collision, both total energy and total momentum are conserved. E. Photon possesses positive charge. Choose the correct answer from the options given below:","A, C and D only","A, B, D and E only",A and B only,"A, B, C and D only",C,2024,20,llm_flagged,llm=Dual Nature of Radiation and Matter; kw_score=1 kw=Work Energy and Power,Work Energy and Power
Physics,Nuclei,Nuclei,,60,,"290 82 e e X Y Z P Q + − −   ⎯⎯→ ⎯⎯→ ⎯⎯→ ⎯⎯→ In the nuclear emission stated above, the mass number and atomic number of the product Q respectively, are:","288, 82","286, 81","280, 81","286, 80",A,2024,21,llm_flagged,llm=Nuclei; kw_score=0 kw=Unclassified,Unclassified
Physics,Work Energy and Power,Work Energy and Power,,60,,"At any instant of time t, the displacement of any particle is given by 2 1 t − (SI unit) under the influence of force of 5N. The value of instantaneous power is (in SI unit):",7,6,10,5,B,2024,22,llm_flagged,llm=Work Energy and Power; kw_score=1 kw=Work Energy and Power,Work Energy and Power
Physics,Semiconductor Electronics,Semiconductor Electronics,,60,,The output (Y) of the given logic gate is similar to the output of an/a :,OR gate,AND gate,NAND gate,NOR gate,A,2024,23,llm_flagged,llm=Semiconductor Electronics; kw_score=1 kw=Semiconductor Electronics,Semiconductor Electronics
Physics,Gravitation,Gravitation,,60,,The mass of a planet is 1 10 th that of the earth and its diameter is half that of the earth. The acceleration due to gravity on that planet is :,2 4.9 m s−,2 3.92 m s−,2 19.6 m s−,2 9.8 m s− NEET (UG)-2024 (Code-_T3_),D,2024,24,llm_flagged,llm=Gravitation; kw_score=0 kw=Unclassified,Unclassified
Physics,Atoms,Atoms,,60,,"Given below are two statements : Statement I: Atoms are electrically neutral as they contain equal number of positive and negative charges. Statement II: Atoms of each element are stable and emit their characteristic spectrum. In the fight of the above statements, choose the most appropriate answer from the options given below :",Statement I is correct but Statement II is incorrect.,Statement I is incorrect but Statement II is correct.,Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,D,2024,25,llm_flagged,llm=Atoms; kw_score=1 kw=Electromagnetic Waves,Electromagnetic Waves
Physics,Motion in a Plane,Motion in a Plane,,60,,A particle moving with uniform speed in a circular path maintains;,constant velocity but varying acceleration.,varying velocity and varying acceleration.,constant velocity.,constant acceleration.,D,2024,27,llm_flagged,llm=Motion in a Plane; kw_score=0 kw=Unclassified,Unclassified
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,,60,,"A thin flat circular disc of radius 4.5 cm is placed gently over the surface of water. If surface tension of water is 0.07 Nm–1, then the excess force required to take it away from the surface is;",1.98 mN,99 N,19.8 mN,198 N,A,2024,28,llm_flagged,llm=Mechanical Properties of Fluids; kw_score=1 kw=Mechanical Properties of Fluids,Mechanical Properties of Fluids
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,,Two bodies A and B of same mass undergo completely inelastic one dimensional collision. The body A moves with velocity v1 while body B is at rest before collision. The velocity of the system after collision is v2. The ratio v1 : v2 is;,4 : 1,1 : 4,1 : 2,2 : 1,A,2024,30,llm_flagged,llm=System of Particles and Rotational Motion; kw_score=1 kw=Units and Measurements,Units and Measurements
Physics,Motion in a Plane,Motion in a Plane,,60,,"A bob is whirled in a horizontal plane by means of a string with an initial speed of ω rpm. The tension in the string is T. If speed becomes 2 ω white keeping the same radius, the tension in the string becomes;",4 T,2T,T,4T,D,2024,34,llm_flagged,llm=Motion in a Plane; kw_score=1 kw=Waves,Waves
Physics,Current Electricity,Current Electricity,,60,,A wire of length ‘l’ and resistance 100 Ω is divided into 10 equal parts. The first 5 parts are connected in series while the next 5 parts are connected in parallel. The two combinations are again connected in series. The resistance of this final combination is;,55 Ω,60 Ω,26 Ω,52 Ω SECTION-B,C,2024,35,llm_flagged,llm=Current Electricity; kw_score=1 kw=Current Electricity,Current Electricity
Physics,Electromagnetic Waves,Electromagnetic Waves,,60,,The property which is not of an electromagnetic wave travelling in free space is that;,they travel with a speed equal to 0 0 1 ,they originate from charges moving with uniform speed.,they are transverse in nature.,they energy density in electric field is equal to energy density in magnetic field.,B,2024,38,llm_flagged,llm=Electromagnetic Waves; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Physics,Units and Measurements,Units and Measurements,,60,,"A force defined by F= αt2+βt acts on a particle at a given time t. The factor which is dimensionless, if α and β are constants, is:",αβt,t ,t  ,t  ,D,2024,41,llm_flagged,llm=Units and Measurements; kw_score=1 kw=Units and Measurements,Units and Measurements
Physics,Moving Charges and Magnetism,Moving Charges and Magnetism,,60,,An iron bar of length L has magnetic moment M. It is bent at the middle of its length such that the two arms make an angle 60° with each other. The magnetic moment of this new magnet is:,2 M,M 3,M,M 2,D,2024,44,llm_flagged,llm=Moving Charges and Magnetism; kw_score=0 kw=Unclassified,Unclassified
Physics,Current Electricity,Current Electricity,,60,,"Two heaters A and B have power rating of 1 kW and 2kW, respectively. Those two are first connected in series and then in parallel to a fixed power source. The ratio of power outputs for these two cases is:",1 : 2,2 : 3,1 : 1,2 : 9,D,2024,46,llm_flagged,llm=Current Electricity; kw_score=1 kw=Work Energy and Power,Work Energy and Power
Physics,Moving Charges and Magnetism,Moving Charges and Magnetism,,60,,"A sheet is placed on a horizontal surface in front of a strong magnetic pole. A force is needed to: A. hold the sheet there if it is magnetic. B. hold the sheet there if it non–magnetic. C. move the sheet away from the pole with uniform velocity if it is conducting. D. move the sheet away from the pole with uniform velocity if it is both, non-conducting and non-polar. Choose the correct statement(s) from the options given below:","A, C and D only",C only,B and D only,A and C only CHEMISTRY SECTION – A,D,2024,50,llm_flagged,llm=Moving Charges and Magnetism; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Electrochemistry,Electrochemistry,,60,,Match List-I with List-II. List-I (Conversion) List-II (Number of Faraday required) A. 1 mol of H2O to O2 I. 3F B. 1 mol of – 4 MnO to Mn2+ II. 2F C. 1.5 mol of Ca from molten CaCl2 III. 1F D. 1 mol of FeO to Fe2O3 IV. 5F Choose the correct answer from the options given below:,"A-II, B-III, C-I, D-IV","A-III, B-IV, C-II, D-I","A-II, B-IV, C-I, D-III","A-III, B-IV, C-I, D-II",A,2024,51,llm_flagged,llm=Electrochemistry; kw_score=1 kw=Electromagnetic Induction,Electromagnetic Induction
Chemistry,Redox Reactions,Redox Reactions,,60,,Which reaction is NOT a redox reaction?,H2 + Cl2 → 2 HCl,BaCl2 + Na2SO4 → BaSO4 + 2 NaCl,Zn + CuSO4 → ZnSO4 + Cu,2 KClO3 + I2 → 2 KIO3 + Cl2,D,2024,52,llm_flagged,llm=Redox Reactions; kw_score=1 kw=Redox Reactions,Redox Reactions
Chemistry,Some Basic Concepts of Chemistry,Some Basic Concepts of Chemistry,,60,,"1 gram of sodium hydroxide was treated with 25 mL of 0.75 M HCl solution, the mass of sodium hydroxide left unreacted is equal to",Zero mg,200 mg,750 mg,250 mg,A,2024,55,llm_flagged,llm=Some Basic Concepts of Chemistry; kw_score=1 kw=The s-Block Elements,The s-Block Elements
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,Match List-I with List-II. List-I (Compound) List-II (Shape/geometry) A. NH3 I. Trigonal Pyramidal B. BrF5 II. Square Planar C. XeF4 III. Octahedral D. SF6 IV. Square Pyramidal Choose the correct answer from the options given below:,"A-III, B-IV, C-I, D-II","A-II, B-III, C-IV, D-I","A-I, B-IV, C-II, D-III","A-II, B-IV, C-III, D-I",A,2024,56,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Electrochemistry,Electrochemistry,,60,,The E° value for the Mn3+/Mn2+ couple is more positive than that of Cr3+/Cr2+ or Fe3+/Fe2+ due to change of,d4 to d5 configuration,d3 to d5 configuration,d5 to d4 configuration,d5 to d2 configuration NEET (UG)-2024 (Code-_T3_),C,2024,57,llm_flagged,llm=Electrochemistry; kw_score=1 kw=General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements
Chemistry,Thermodynamics,Thermodynamics,,60,,Match List-I with List-II. List-I (Process) List-II (Conditions) A. Isothermal process I. No heat exchange B. Isochoric process II. Carried out at constant temperature C. Isobaric process III. Carried out at constant volume D. Adiabatic process IV. Carried out at constant pressure Choose the correct answer from the options given below:,"A-I, B-II, C-III, D-IV","A-II, B-III, C-IV, D-I","A-IV, B-III, C-II, D-I","A-IV, B-II, C-III, D-I",C,2024,58,llm_flagged,llm=Thermodynamics; kw_score=2 kw=Thermodynamics [boundary],Thermodynamics
Chemistry,Hydrocarbons,Hydrocarbons,,60,,A compound with a molecular formula of C6H14 has two tertiary carbons. Its IUPAC name is:,"2,3-dimethylbutane","2,2-dimethylbutane",n-hexane,2-methylpentane,D,2024,60,llm_flagged,llm=Hydrocarbons; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The d- and f-Block Elements,The d- and f-Block Elements,,60,,‘Spin only’ magnetic moment is same for which of the following ions? A. Ti3+ B. Cr2+ C. Mn2+ D. Fe2+ E. Sc3+ Choose the most appropriate answer from the options given below:,B and C only,A and D only,B and D only,A and E only,C,2024,61,llm_flagged,llm=The d- and f-Block Elements; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Classification of Elements and Periodicity,Classification of Elements and Periodicity,,60,,"Arrange the following elements in increasing order of electronegativity: N, O, F, C, Si Choose the correct answer from the options given below:",O < F < N < C < Si,F < O < N < C < Si,Si < C < N < O < F,Si < C < O < N < F,B,2024,62,llm_flagged,llm=Classification of Elements and Periodicity; kw_score=1 kw=Classification of Elements and Periodicity,Classification of Elements and Periodicity
Chemistry,Alcohols Phenols and Ethers,Alcohols Phenols and Ethers,,60,,Which one of the following alcohols reacts instantaneously with Lucas reagent?,3 2 | 3 CH CH CH OH CH − −,3 | 3 | 3 CH CH C OH CH − −,3 2 2 2 CH CH CH CH OH − − −,3 2 | 3 CH CH CH OH CH − − −,B,2024,63,llm_flagged,llm=Alcohols Phenols and Ethers; kw_score=1 kw=Alcohols Phenols and Ethers,Alcohols Phenols and Ethers
Chemistry,Coordination Compounds,Coordination Compounds,,60,,"Given below are two statements: Statement I: Both ( ) 3 3 6 Co NH +     and   3 6 CoF − complexes are octahedral but differ in their magnetic behaviour. Statement II: ( ) 3 3 6 Co NH +     is diamagnetic whereas   3 6 CoF − is paramagnetic. In the light of the above statements, choose the correct answer from the options given below:",Statement I is true but Statement II is false.,Statement I is false but Statement II is true.,Both Statement I and Statement II are true.,Both Statement I and Statement II are false.,B,2024,64,llm_flagged,llm=Coordination Compounds; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The p-Block Elements,The p-Block Elements,,60,,"Given below are two statements: Statement I : The boiling point of hydrides of Group 16 elements follow the order H2O > H2Te > H2Se > H2S. Statement II : On the basis of molecular mass, H2O is expected to have lower boiling point than the other members of the group but due to the presence of extensive H-bonding in H2O, it has higher boiling point. In the light of the above statements, choose the correct answer from the options given below:",Statement I is true but Statement II is false.,Statement I is false but Statement II is true.,Both Statement I and Statement II are true.,Both Statement I and Statement II are false. NEET (UG)-2024 (Code-_T3__),C,2024,65,llm_flagged,llm=The p-Block Elements; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,,60,,"Match List I with List II. Lits I (Reaction) List II (Reagents/ Condition) A. I. Anhyd.AlCl3 B. II. CrO3 C. III. KMnO4/ KOH,  D. IV. (i) O3 (ii) Zn-H2O Choose the correct answer from the options given below:","A-IV, B-I, C-II, D-III","A-I, B-IV, C-II, D-III","A-IV, B-I, C-III, D-II","A-III, B-I, C-II, D-IV",C,2024,67,llm_flagged,llm=Organic Chemistry - Some Basic Principles and Techniques; kw_score=1 kw=Redox Reactions,Redox Reactions
Chemistry,Alcohols Phenols and Ethers,Alcohols Phenols and Ethers,,60,,Identify the correct reagents that would bring about the following transformation.,(i) BH3 (ii) (iii) alk. KMnO4 (iv) H3O,(i) H2O/H+ (ii) PCC,(i) H2O/H+ (ii) CrO3,(i) BH3 (ii) (iii) PCC,C,2024,68,llm_flagged,llm=Alcohols Phenols and Ethers; kw_score=1 kw=Redox Reactions,Redox Reactions
Chemistry,Biomolecules,Biomolecules,,60,,The reagents with which glucose does not react to give the corresponding tests/products are A. Tollen’s reagent B. Schiff’s reagent C. HCN D. NH2OH E. NaHSO3 Choose the correct options from the given below:,B and E,E and D,B and C,A and D,C,2024,69,llm_flagged,llm=Biomolecules; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,"Match List I with List II. List-I (Molecule) List-II (Number and types of bond/s between two carbon atoms) A. ethane I. one -bonds and two -bonds B. ethene II. two -bonds C. carbon molecule, C2 III. one -bond D. ethyne IV. one -bond and one -bond Choose the correct answer from the options given below:","A-III, B-IV, C-II, D-I","A-III, B-IV, C-I, D-II","A-I, B-IV, C-II, D-III","A-IV, B-III, C-II, D-I",D,2024,70,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The p-Block Elements,The p-Block Elements,,60,,"Among Group 16 elements, which one does NOT show –2 oxidation state?",Te,Po,O,Se NEET (UG)-2024 (Code-_T3_),D,2024,71,llm_flagged,llm=The p-Block Elements; kw_score=1 kw=Redox Reactions,Redox Reactions
Chemistry,Equilibrium,Equilibrium,,60,,"For the reaction 2A ⇌ B + C, Kc = 4 × 10–3. At a given time, the composition of reaction mixture is: [A] = [B] = [C] = 2 × 10–3 M. Then, which of the following is correct?",Reaction has a tendency to go in backward direction.,Reaction has gone to completion in forward direction.,Reaction is at equilibrium.,Reaction has a tendency to go in forward direction.,B,2024,72,llm_flagged,llm=Equilibrium; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Equilibrium,Equilibrium,,60,,"In which of the following equilibria, Kp and Kc are NOT equal?",CO(g) + H2O(g) ⇌ CO2(g) + H2(g),2 BrCl(g) ⇌ Br2(g) + Cl2(g),PCl5(g) ⇌ PCl3(g) + Cl2(g),H2(g) + I2(g) ⇌ 2 HI(g),A,2024,74,llm_flagged,llm=Equilibrium; kw_score=0 kw=Unclassified,Unclassified
