subject,chapter,concept,difficulty,par_time_sec,par_seconds,question_text,option_a,option_b,option_c,option_d,correct_option,year,q_no,review_status,reason,kw_chapter
Physics,Dual Nature of Radiation and Matter,Dual Nature of Radiation and Matter,,30,30,An electron is accelerated from rest through a potential difference of V volt. If the de Broglie wavelength of the electron is,102 V,103 V,104 V,10 V,C,2020,8,llm_flagged,llm=Dual Nature of Radiation and Matter; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Physics,Gravitation,Gravitation,,40,40,"A body weighs 72 N on the surface of the earth. What is the gravitational force on it, at a height equal to half the radius of the earth?",32 N,30 N,24 N,48 N,A,2020,9,llm_flagged,llm=Gravitation; kw_score=1 kw=Gravitation,Gravitation
Physics,Dual Nature of Radiation and Matter,Dual Nature of Radiation and Matter,,30,30,Light of frequency 1.5 times the threshold frequency is incident on a photosensitive material. What will be the photoelectric current if the frequency is halved and intensity is doubled?,four times,one-fourth,zero,doubled,C,2020,11,llm_flagged,llm=Dual Nature of Radiation and Matter; kw_score=1 kw=Current Electricity,Current Electricity
Physics,Wave Optics,Wave Optics,,40,40,Assume that light of wavelength 600 nm is coming from a star. The limit of resolution of telescope whose objective has a diameter of 2 m is :,1.83 × 10–7 rad,7.32 × 10–7 rad,6.00 × 10–7 rad,3.66 × 10–7 rad,D,2020,13,llm_flagged,llm=Wave Optics; kw_score=1 kw=Ray Optics and Optical Instruments,Ray Optics and Optical Instruments
Physics,Kinetic Theory,Kinetic Theory,,50,50,A cylinder contains hydrogen gas at pressure of 249 kPa and temperature 27°C. Its density is : (R = 8.3 J mol–1 K–1),0.2 kg/m3,0.1 kg/m3,0.02 kg/m3,0.5 kg/m3,A,2020,15,llm_flagged,llm=Kinetic Theory; kw_score=0 kw=Unclassified,Unclassified
Physics,Nuclei,Nuclei,,40,40,"When a uranium isotope 235 92 U is bombared with a neutron, it generates 89 36 Kr , three neutrons and :",91 40 Zr,101 36 Kr,103 36 Kr,144 56 Br,D,2020,16,llm_flagged,llm=Nuclei; kw_score=0 kw=Unclassified,Unclassified
Physics,Oscillations,Oscillations,,30,30,The phase difference between displacement and acceleration of a particle in a simple harmonic motion is :,3 rad 2 ,rad 2 ,zero,rad ,D,2020,18,llm_flagged,llm=Oscillations; kw_score=1 kw=Oscillations,Oscillations
Physics,Moving Charges and Magnetism,Moving Charges and Magnetism,,50,50,An iron rod of susceptibility 599 is subjected to a magnetising field of 1200 A m–1. The permeability of the material of the rod is : ( ) 7 1 0 4 10 TmA − −  = ,8.0 × 10–5 T m A–1,2.4  × 10–5 T m A–1,2.4  × 10–7 T m A–1,2.4  × 10–4 T m A–1,D,2020,19,llm_flagged,llm=Moving Charges and Magnetism; kw_score=0 kw=Unclassified,Unclassified
Physics,Thermal Properties of Matter,Thermal Properties of Matter,,50,50,The quantities of heat required to raise the temperature of two solid copper spheres of radii r1 and r2 (r1 = 1.5 r2) through 1 K are in the ratio :,9 4,3 2,5 3,27 8,D,2020,20,llm_flagged,llm=Thermal Properties of Matter; kw_score=0 kw=Unclassified,Unclassified
Physics,Kinetic Theory,Kinetic Theory,,20,20,"The mean free path for a gas, with molecular diameter d and number density n can be expressed as :",2 1 2n d ,2 2 1 2 n d ,2 2 2 1 2 n d ,1 2 n d ,A,2020,22,llm_flagged,llm=Kinetic Theory; kw_score=1 kw=Kinetic Theory,Kinetic Theory
Physics,Mechanical Properties of Solids,Mechanical Properties of Solids,,20,20,A Dimensions of stress are :,[ML2T–2],[ML0T–2],[ML–1 T–2],[MLT–2],C,2020,24,llm_flagged,llm=Mechanical Properties of Solids; kw_score=1 kw=Units and Measurements,Units and Measurements
Physics,Units and Measurements,Units and Measurements,,30,30,The energy required to break one bond in DNA is 10–20 J. This value in eV is nearly,0.6,0.06,0.006,6,B,2020,25,llm_flagged,llm=Units and Measurements; kw_score=1 kw=Molecular Basis of Inheritance,Molecular Basis of Inheritance
Physics,Current Electricity,Current Electricity,,30,30,"The color code of a resistance is given below The values of resistance and tolerance, respectively, are","47 k, 10%","4.7 k, 5%","470 , 5%","470 k, 5%",C,2020,27,llm_flagged,llm=Current Electricity; kw_score=1 kw=Current Electricity,Current Electricity
Physics,Wave Optics,Wave Optics,,3,3,The Brewsters angle ib for an interface should be,30° < ib < 45°,45° < ib < 90°,i = 90°,0° < ib < 30°,B,2020,28,llm_flagged,llm=Wave Optics; kw_score=0 kw=Unclassified,Unclassified
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,40,40,Find the torque about the origin when a force of ˆ 3jN acts on a particle whose position vector is ˆ 2km.,ˆ 6j Nm,ˆ 6i Nm −,ˆ 6k Nm,ˆ 6i Nm,B,2020,30,llm_flagged,llm=System of Particles and Rotational Motion; kw_score=1 kw=Motion in a Plane,Motion in a Plane
Physics,Current Electricity,Current Electricity,,70,70,"A resistance wire connected in the left gap of a metre bridge balances a 10  resistance in the right gap at a point which divides the bridge wire in the ratio 3 : 2. If the length of the resistance wire is 1.5 m, then the length of 1  of the resistance wire is :",1.0 × 10–1 m,1.5 × 10–1 m,1.5 × 10–2 m,1.0 × 10–2 m,A,2020,31,llm_flagged,llm=Current Electricity; kw_score=1 kw=Current Electricity,Current Electricity
Physics,Semiconductor Electronics,Semiconductor Electronics,,30,30,"For transistor action, which of the following statements is correct ?","Base, emitter and collector regions should have same size.",Both emitter junction as well as the collector junction are forward biased.,The base region must be very thin and lightly doped.,"Base, emitter and collector regions should have same doping concentrations.",C,2020,32,llm_flagged,llm=Semiconductor Electronics; kw_score=1 kw=Semiconductor Electronics,Semiconductor Electronics
Physics,Electromagnetic Waves,Electromagnetic Waves,,30,30,The ratio of contributions made by the electric field and magnetic field components to the intensity of an electromagnetic wave is : (c = speed of electromagnetic waves) Unacademy Select [19],1 : 1,1 : c,1 : c2,c : 1,A,2020,33,llm_flagged,llm=Electromagnetic Waves; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Physics,Current Electricity,Current Electricity,,20,20,"A charged particle having drift velocity of 7.5×10–4 ms–1 in an electric field of 3 × 10–10 Vm–1, has a mobility in m2 V–1 s–1 of :",2.5 × 108,2.5 × 10–6,2.25 × 10–15,2.25 × 1015,A,2020,34,llm_flagged,llm=Current Electricity; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Physics,Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance,,40,40,A spherical conductor of radius 10 cm has a charge of 3.2 × 10–7 C distributed uniformly. What is the magnitude of electric field at a point 15 cm from the centre of the sphere? 9 2 2 0 1 9 10 Nm C 4   =      ,1.28 × 105 N/C,1.28 × 106 N/C,1.28 × 107 N/C,1.28 × 104 N/C Unacademy Select [20],A,2020,35,llm_flagged,llm=Electrostatic Potential and Capacitance; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Physics,Nuclei,Nuclei,,50,50,The energy equivalent of 0.5 g of a substance is :,4.5 × 1013 J,1.5 × 1013 J,0.5 × 1013 J,4.5 × 1016 J,A,2020,39,llm_flagged,llm=Nuclei; kw_score=0 kw=Unclassified,Unclassified
Physics,Mechanical Properties of Fluids,Mechanical Properties of Fluids,,50,50,A capillary tube of radius r is immersed in water and water rises in it to a height h. The mass of the water in the capillary is 5 g . Another capillary tube of radius 2r is immersed in water. The mass of water that will rise in this tube is :,5.0 g,10.0 g,20.0 g,2.5 g,B,2020,40,llm_flagged,llm=Mechanical Properties of Fluids; kw_score=1 kw=Mechanical Properties of Fluids,Mechanical Properties of Fluids
Physics,Units and Measurements,Units and Measurements,,40,40,A screw gauge has least count of 0.01 mm and there are 50 divisions in its circular scale. The pitch of the screw gauge is :,0.25 mm,0.5 mm,1.0 mm,0.01 mm,B,2020,41,llm_flagged,llm=Units and Measurements; kw_score=1 kw=Units and Measurements,Units and Measurements
Physics,Kinetic Theory,Kinetic Theory,,40,40,"The average thermal energy for a mono-atomic gas is: (kB is Boltzmann constantan and T, absolute temperature)",B 3 k T 2,B 5 k T 2,B 7 k T 2,B 1 k T 2,A,2020,43,llm_flagged,llm=Kinetic Theory; kw_score=1 kw=Thermal Properties of Matter,Thermal Properties of Matter
Physics,Current Electricity,Current Electricity,,20,20,The solids which have the negative temperature coefficient of resistance are:,insulators only,semiconductors only,insulators and semiconductors,metals,C,2020,44,llm_flagged,llm=Current Electricity; kw_score=1 kw=Current Electricity,Current Electricity
Physics,System of Particles and Rotational Motion,System of Particles and Rotational Motion,,60,60,Two particles of mass 5 kg and 10 kg respectively are attached to the two ends of a rigid rod of length 1 m with negligible mass. The centre of mass of the system from the 5 kg particle is nearly at a distance of:,50 cm,67 cm,80 cm,33 cm,B,2020,45,llm_flagged,llm=System of Particles and Rotational Motion; kw_score=1 kw=System of Particles and Rotational Motion,System of Particles and Rotational Motion
Chemistry,Environmental Chemistry,Environmental Chemistry,,20,20,Which of the following statement is NOT true about acid rain?,"It is due to reaction of SO2, NO2 and CO2 with rain water.",Causes no damage to monuments like Taj Mahal.,It is harmful for plants.,Its pH is less than 5.6,B,2020,1,llm_flagged,llm=Environmental Chemistry; kw_score=1 kw=Environmental Chemistry,Environmental Chemistry
Chemistry,Redox Reactions,Redox Reactions,,25,25,The oxidation number of the underlined atom in the following species.,Cu2O is -1,ClO3- is +5,K2Cr2O7 is +6,HAuCl4 is +3 Identify the incorrect option,A,2020,2,llm_flagged,llm=Redox Reactions; kw_score=1 kw=Redox Reactions,Redox Reactions
Chemistry,Organic Chemistry - Some Basic Principles and Techniques,Organic Chemistry - Some Basic Principles and Techniques,,20,20,A liquid compound (x) can be purified by steam distillation only if it is,"Steam volatile, immiscible with water","Not steam volatile, miscible with water","Steam volatile, miscible with water","Not steam volatile, immiscible with water",A,2020,4,llm_flagged,llm=Organic Chemistry - Some Basic Principles and Techniques; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemistry in Everyday Life,Chemistry in Everyday Life,,25,25,Which of the following is not true about chloramphenicol ?,It inhibits the growth of only grampositive bacteria.,It is a broad spectrum antibiotic.,It is not bactericidal.,It is bacteriostatic. Unacademy Select [31],A,2020,8,llm_flagged,llm=Chemistry in Everyday Life; kw_score=1 kw=Electromagnetic Waves,Electromagnetic Waves
Chemistry,Thermodynamics,Thermodynamics,,20,20,If for a certain reaction rH is 30kJmol-1 at 450K the value of rS (in JK-1 mol-1) for which the same reaction will be spontaneous at the same temperature is,70,-33,33,-70,A,2020,10,llm_flagged,llm=Thermodynamics; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Classification of Elements and Periodicity,Classification of Elements and Periodicity,,20,20,Match the element in column I with that in Column II. Column-I Column-II (a) Copper (i) Non-Metal (b) Fluorine (ii) Transition metal (c) Silicon (iii) Lanthanoid (d) Cerium (iv) Metalloid Identify the correct match :,"(a)-(ii), (b)-(iv), (c)-(i), (d)-(iii)","(a)-(ii), (b)-(i), (c)-(iv), (d)-(iii)","(a)-(iv), (b)-(iii), (c)-(i), (d)-(ii)","(a)-(i), (b)-(ii), (c)-(iii), (d)-(iv)",B,2020,11,llm_flagged,llm=Classification of Elements and Periodicity; kw_score=1 kw=The p-Block Elements,The p-Block Elements
Chemistry,Haloalkanes and Haloarenes,Haloalkanes and Haloarenes,,25,25,Which of the following is a free radical substitution reaction?,Benzene with Br2/ AlCl3,Acetylene with HBr Unacademy Select [33],Methane with Br2/hv,Propene with HBr/ (C6H5COO)2,C,2020,12,llm_flagged,llm=Haloalkanes and Haloarenes; kw_score=1 kw=Hydrocarbons,Hydrocarbons
Chemistry,Biomolecules,Biomolecules,,25,25,The reaction of concentrated sulphuric acid with carbohydrates (C12H22O11) is an example of,Dehydration,Oxidation,Reduction,Sulphonation,A,2020,13,llm_flagged,llm=Biomolecules; kw_score=1 kw=The p-Block Elements,The p-Block Elements
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,25,25,Match the compounds of Xe in column I with the molecular structure in column II. Column-I Column-II (a) XeF2 (i) Square planar (b) XeF4 (ii) Linear (c) XeO3 (iii) Square pyramidal (d) XeOF4 (iv) Pyramidal,(a)-(ii) (b)-(i) (c)-(iii) (d) – (iv),(a)-(ii) (b)-(iv) (c)-(iii) (d) – (i),(a)-(ii) (b)-(iii) (c)-(i) (d) – (iv),(a)-(ii) (b)-(i) (c)-(iv) (d) – (iii),D,2020,15,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Kinetics,Chemical Kinetics,,25,25,The half-life for a zero-order reaction having 0.02 M initial concentration of reactant is 100s .The rate constant (in mol L-1s-1) for the reaction is,1.0  10-4,2.0  10-4,2.0  10-3,1.0  10-2,A,2020,16,llm_flagged,llm=Chemical Kinetics; kw_score=1 kw=Chemical Kinetics,Chemical Kinetics
Chemistry,The d- and f-Block Elements,The d- and f-Block Elements,,25,25,Identify the incorrect statement from the following: Unacademy Select [36],"Zirconium and Hafnium have identical radii of 160pm and 159pm, respectively as a consequence of lanthanoid contraction.",Lanthanoids reveal only +3 oxidation state.,The lanthanoid ions other than the f0 type and the f14 type are all paramagnetic.,The overall decrease in atomic and ionic radii from lanthanum to lutetium is called lanthanoid contraction.,B,2020,17,llm_flagged,llm=The d- and f-Block Elements; kw_score=1 kw=Redox Reactions,Redox Reactions
Chemistry,Coordination Compounds,Coordination Compounds,,25,25,"Match the coordination number and type of hybridisation with distribution of hybrid orbitals in space on Valence bond theory. Coordination number & Distribution of hybrid orbitals Type of hybridisation in space (a) 4, sp3 (i) trigonal bipyramidal (b) 4, dsp2 (ii) octahedral (c) 5, sp3d (iii) tetrahedral (d) 6, d2 sp3 (iv) square planar Select the correct option :",(a)-(ii) (b)-(iii) (c)-(iv) (d)-(i),(a)-(iii) (b)-(iv) (c)-(i) (d)-(ii),(a)-(iv) (b)-(i) (c)-(ii) (d)-(iii),(a)-(iii) (b)-(i) (c)-(iv) (d)-(ii),B,2020,20,llm_flagged,llm=Coordination Compounds; kw_score=1 kw=Gravitation,Gravitation
Chemistry,Structure of Atom,Structure of Atom,,25,25,The number of angular nodes and radial nodes in 3s orbital are,"0 and 2, respectively","1 and 0, respectively","3 and 0, respectively","0 and 1, respectively",A,2020,21,llm_flagged,llm=Structure of Atom; kw_score=1 kw=Gravitation,Gravitation
Chemistry,Biomolecules,Biomolecules,,25,25,Deficiency of which vitamin causes osteomalacia ?,Vitamin A,Vitamin D,Vitamin K,Vitamin E,B,2020,23,llm_flagged,llm=Biomolecules; kw_score=1 kw=Biomolecules,Biomolecules
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,25,25,Identify the wrongly matched pair. Molecule Shape or geometry of molecule,PCl5 Trigonal planar,SF6 Octahedral,BeCl2 Linear,NH3 Trigonal pyramidals,A,2020,24,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Alcohols Phenols and Ethers,Alcohols Phenols and Ethers,,25,25,"2 6 2 2 2 B H H O,H O , 3 2 2 OH CH CH CH CH z − = ⎯⎯⎯⎯⎯⎯→ What is Z ?",CH3CH2CH2CH2OH,| 3 2 3 OH CH CH CHCH,CH3CH2CH2CHO,CH3CH2CH2CH3,A,2020,25,llm_flagged,llm=Alcohols Phenols and Ethers; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Electrochemistry,Electrochemistry,,25,25,Identify the reaction from following having top position in EMF series (Std. red. potential) according to their electrode potential at 298K.,Mg2+ + 2e- → Mg(s),Fe2+ + 2e- → Fe(s),Au3+ + 3e- → Au(g),K+ + 1e- → K (s),C,2020,26,llm_flagged,llm=Electrochemistry; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Chemistry,General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements,,25,25,Match the elements in Column I with methods of purification in Column II. Column I Column II (a) Boron (i) Van Arkel method (b) Tin (ii) Mond’s process (c) Zirconium (iii) Liquation (d) Nickel (iv) Zone refining,(a)-(iv) (b)-(iii) (c)-(i) (d)-(ii),(a)-(iv) (b)-(iii) (c)-(ii) (d)-(i),(a)-(ii) (b)-(i) (c)-(iv) (d)-(iii),(a)-(iii) (b)-(iv) (c)-(i) (d)-(ii),A,2020,27,llm_flagged,llm=General Principles and Processes of Isolation of Elements; kw_score=1 kw=The p-Block Elements,The p-Block Elements
Chemistry,Equilibrium,Equilibrium,,25,25,Which among the following salt solutions is basic in nature ?,Ammonium chloride,Ammonium sulphate,Ammonium nitrate,Sodium acetate,D,2020,28,llm_flagged,llm=Equilibrium; kw_score=1 kw=The s-Block Elements,The s-Block Elements
Chemistry,Surface Chemistry,Surface Chemistry,,25,25,"In which of the sols, the colloidal particles are with negative charge ?",TiO2,Haemoglobin,Starch,Hydrated Al2O3,C,2020,29,llm_flagged,llm=Surface Chemistry; kw_score=1 kw=Surface Chemistry,Surface Chemistry
Chemistry,Electrochemistry,Electrochemistry,,25,25,"In a typical fuel cell, the reactants (R) and product (P) are","R = H2(g), O2(g), ; P = H2O2(l)","R = H2(g), O2(g); P = H2O(l)","R = H2(g), O2(g), Cl2(g) ; P = HClO4(aq)","R = H2(g), N2(g), P = NH3(aq)",B,2020,31,llm_flagged,llm=Electrochemistry; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Kinetics,Chemical Kinetics,,30,30,"In collision theory of chemical reaction, ZAB represents",the fraction of molecules with energies greater than Ea Unacademy Select [45],"the collision frequency of reactants, A and B",steric factor,the fraction of molecules with energies equal to Ea,B,2020,32,llm_flagged,llm=Chemical Kinetics; kw_score=1 kw=Work Energy and Power,Work Energy and Power
Chemistry,Biomolecules,Biomolecules,,25,25,Which of the following statement is not true about glucose ?,It is an aldohexose.,It contains five hydroxyl groups.,It is a reducing sugar.,It is an aldopentose.,D,2020,33,llm_flagged,llm=Biomolecules; kw_score=1 kw=Biomolecules,Biomolecules
Chemistry,Aldehydes Ketones and Carboxylic Acids,Aldehydes Ketones and Carboxylic Acids,,25,25,Identify compound (A) in the following reaction :,Benzoyl chloride,Toluene,Acetophenone,Benzoic acid,A,2020,35,llm_flagged,llm=Aldehydes Ketones and Carboxylic Acids; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,25,25,How many (i) sp2 hybridised carbon atoms and (ii)  bonds are present in the following compound ?,"7, 5","8, 6","7, 6","8, 5",C,2020,36,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Thermodynamics,Thermodynamics,,30,30,"At standard conditions, if the change in the enthalpy for the following reaction is –109 kJ mol–1 H2(g) + Br2(g) → 2HBr(g) Given that bond energy of H2 and Br2 is 435 kJ mol-1 and 192 kJ mol-1, respectively, what is the bond energy (in kJ mol-1) of HBr?",368,736,518,259,A,2020,37,llm_flagged,llm=Thermodynamics; kw_score=1 kw=Thermodynamics,Thermodynamics
Chemistry,States of Matter,States of Matter,,35,35,The minimum pressure required to compress 3 600dm of a gas at 1 bar to 3 150dm at 40 C is,4.0 bar,0.2 bar,1.0 bar,2.5 bar,A,2020,38,llm_flagged,llm=States of Matter; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The Solid State,The Solid State,,25,25,"What is the role of gypsum, CaSO4.2H2O in setting of cement ? Identify the correct option from the following :",to fasten the setting process,to provide water molecules for hydration process,to help to remove water molecules Unacademy Select [49],to slow down the setting process,D,2020,39,llm_flagged,llm=The Solid State; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The p-Block Elements,The p-Block Elements,,25,25,Which of the following oxide is amphoteric in nature?,SnO2,SiO2,GeO2,CO2,A,2020,40,llm_flagged,llm=The p-Block Elements; kw_score=0 kw=Unclassified,Unclassified
Chemistry,The p-Block Elements,The p-Block Elements,,25,25,Which one of the following reactions does not come under hydrolysis type reaction? (1) SiCl4(1) + 2H2O,→ SiO2(8) + 4HCl(aq),Li2N(8) + 3H2O(1) → NH3(g) + 3LiOH(aq),2F2(g) + 2H2O(l) → 4HF(aq) + O2(g),P4O10(8) + 6H2O(l) → 4H3PO4(aq),C,2020,41,llm_flagged,llm=The p-Block Elements; kw_score=1 kw=Equilibrium,Equilibrium
Chemistry,The Solid State,The Solid State,,20,20,"Which one of the following compounds shows both, Frenkel as well as Schottky defects ?",AgBr,AgI,NaCl,ZnS,A,2020,42,llm_flagged,llm=The Solid State; kw_score=1 kw=The Solid State,The Solid State
Chemistry,Some Basic Concepts of Chemistry,Some Basic Concepts of Chemistry,,20,20,"One mole of carbon atomic weight 12g, the number of atoms in it is equal to, (Mass of carbon -12 is 1.9926 × 10–23 g)",1.2  1023,6.022  1022,12  1022,6.022  1023,D,2020,43,llm_flagged,llm=Some Basic Concepts of Chemistry; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Equilibrium,Equilibrium,,30,30,The solubility product for a salt of the type AB is 4  10-8. What is the molarity of its standard solution ?,2 × 10-4 mol/L,16 × 10-16 mol/L,2 × 10-16 mol/L,4 × 10-4 mol/L,A,2020,45,llm_flagged,llm=Equilibrium; kw_score=1 kw=Some Basic Concepts of Chemistry,Some Basic Concepts of Chemistry
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,,15,15,In some plants thalamus contributes to fruit formation. Such fruits are termed as,False fruits,Aggregate fruits,True fruits,Parthenocarpic fruits,A,2020,1,llm_flagged,llm=Sexual Reproduction in Flowering Plants; kw_score=1 kw=Neural Control and Coordination,Neural Control and Coordination
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,20,20,First discovered restriction endonuclease that always cuts the DNA molecule at a particular point by recognising a specific sequence of six base pairs is,EcoR1,Adenosine deaminase,Thermostable DNA polymerase,Hind II,D,2020,2,llm_flagged,llm=Biotechnology - Principles and Processes; kw_score=1 kw=Polymers,Polymers
Biology,Ecosystem,Ecosystem,,25,25,Which of the following statements is incorrect?,Biomass decreases from first to fourth trophic level,Energy content gradually increases from first to fourth trophic level,Number of individuals decreases from first trophic level to fourth trophic level,Energy content gradually decreases from first to fourth trophic level,B,2020,3,llm_flagged,llm=Ecosystem; kw_score=1 kw=Ecosystem,Ecosystem
Biology,Molecular Basis of Inheritance,Molecular Basis of Inheritance,,15,15,The term ‘Nuclein’ for the genetic material was used by,Franklin,Miescher,Chargaff,Mendel,B,2020,4,llm_flagged,llm=Molecular Basis of Inheritance; kw_score=1 kw=Principles of Inheritance and Variation,Principles of Inheritance and Variation
Biology,Principles of Inheritance and Variation,Principles of Inheritance and Variation,,10,10,Chromosomal theory of inheritance was proposed by,Sutton and Boveri,Bateson and Punnet,T. H. Morgan,Watson and Crick,A,2020,5,llm_flagged,llm=Principles of Inheritance and Variation; kw_score=1 kw=Principles of Inheritance and Variation,Principles of Inheritance and Variation
Biology,Biological Classification,Biological Classification,,10,10,Phycoerythrin is the major pigment in,Red algae,Blue green algae,Green algae,Brown algae,A,2020,6,llm_flagged,llm=Biological Classification; kw_score=1 kw=Plant Kingdom,Plant Kingdom
Biology,Biomolecules,Biomolecules,,25,25,Identify the statement which is incorrect. Unacademy Select [54],Sulphur is an integral part of cysteine.,Glycine is an example of lipids.,Lecithin contains phosphorus atom in its structure.,Tyrosine possesses aromatic ring in its structure.,B,2020,7,llm_flagged,llm=Biomolecules; kw_score=2 kw=The p-Block Elements [boundary],The p-Block Elements
