subject,chapter,concept,difficulty,par_time_sec,par_seconds,question_text,option_a,option_b,option_c,option_d,correct_option,year,q_no,review_status,reason,kw_chapter
Chemistry,Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure,,60,,Which one of the following pairs of species have the same bond order?,"CO, NO","O2, NO+","CN–, CO","N2, O2 –",C,2017,79,llm_flagged,llm=Chemical Bonding and Molecular Structure; kw_score=1 kw=Chemical Bonding and Molecular Structure,Chemical Bonding and Molecular Structure
Chemistry,Haloalkanes and Haloarenes,Haloalkanes and Haloarenes,,60,,Identify A and predict the type of reaction OCH3 Br NaNH2 A,OCH3 NH2 and substitution reaction,OCH3 NH2 and elimination addition reaction,OCH3 Br and cine substitution reaction,OCH3 and cine substitution reaction,A,2017,80,llm_flagged,llm=Haloalkanes and Haloarenes; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Chemical Kinetics,Chemical Kinetics,,60,,A first order reaction has a specific reaction rate of 10–2 s–1. How much time will it take for 20 g of the reactant to reduce to 5 g?,238.6 second,138.6 second,346.5 second,693.0 second,B,2017,81,llm_flagged,llm=Chemical Kinetics; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Redox Reactions,Redox Reactions,,60,,Name the gas that can readily decolourises acidified KMnO4 solution:,CO2,SO2,NO2,P2O5,B,2017,82,llm_flagged,llm=Redox Reactions; kw_score=1 kw=Redox Reactions,Redox Reactions
Chemistry,Coordination Compounds,Coordination Compounds,,60,,Pick out the correct statement with respect [Mn(CN)6]3– :,It is sp3d2 hybridised and octahedral,It is sp3d2 hybridised and tetrahedral,It is d2sp3 hybridised and octahedral,It is dsp2 hybridised and square planar,C,2017,84,llm_flagged,llm=Coordination Compounds; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Electrochemistry,Electrochemistry,,60,,Ionic mobility of which of the following alkali metal ions is lowest when aqueous solution of their salts are put under an electric field?,Na,K,Rb,Li,D,2017,85,llm_flagged,llm=Electrochemistry; kw_score=1 kw=Electrostatic Potential and Capacitance,Electrostatic Potential and Capacitance
Chemistry,Equilibrium,Equilibrium,,60,,"The equilibrium constants of the following are. N2 + 3H2 ⇀ ↽ 2NH3 K1 N2 + O2 ⇀ ↽ 2NO K2 2 2 2 1 H O H O 2   K3 The equilibrium constant (K) of the reaction: K 3 2 2 5 2NH O 2NO 3H O, 2   ⇀ ↽ will be",3 1 3 2 K K / K,3 2 3 1 K K / K,K2K3 / K1,3 2 3 1 K K / K,B,2017,86,llm_flagged,llm=Equilibrium; kw_score=1 kw=Equilibrium,Equilibrium
Chemistry,Amines,Amines,,60,,Which of the following reactions is appropriate for converting acetamide to methanamine?,Carbylamine reaction,Hoffmann hypobromamide reaction,Stephens reaction,Gabriels phthalimide synthesis,B,2017,87,llm_flagged,llm=Amines; kw_score=1 kw=Amines,Amines
Chemistry,Chemical Kinetics,Chemical Kinetics,,60,,Mechanism of a hypothetical reaction X2 + Y2  2XY is given below : (i) X2  X + X (fast) (ii) X + Y2 ⇀ ↽ XY + Y (slow) (iii) X + Y  XY (fast) The overall order of the reaction will be,1,2,0,1.5,D,2017,88,llm_flagged,llm=Chemical Kinetics; kw_score=0 kw=Unclassified,Unclassified
Chemistry,Aldehydes Ketones and Carboxylic Acids,Aldehydes Ketones and Carboxylic Acids,,60,,The IUPAC name of the compound H C O O is ________.,3-keto-2-methylhex-4-enal,5-formylhex-2-en-3-one,5-methyl-4-oxohex-2-en-5-al,3-keto-2-methylhex-5-enal,A,2017,89,llm_flagged,llm=Aldehydes Ketones and Carboxylic Acids; kw_score=0 kw=Unclassified,Unclassified
Chemistry,General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements,,60,,Extraction of gold and silver involves leaching with CN– ion. Silver is later recovered by,Liquation,Distillation,Zone refining,Displacement with Zn,D,2017,90,llm_flagged,llm=General Principles and Processes of Isolation of Elements; kw_score=0 kw=Unclassified,Unclassified
Biology,Mineral Nutrition,Mineral Nutrition,,90,,Select the mismatch :,Frankia – Alnus,Rhodospirillum – Mycorrhiza,Anabaena – Nitrogen fixer,Rhizobium – Alfalfa,B,2017,93,llm_flagged,llm=Mineral Nutrition; kw_score=1 kw=Mineral Nutrition,Mineral Nutrition
Biology,Biotechnology - Principles and Processes,Biotechnology - Principles and Processes,,90,,What is the criterion for DNA fragments movement on agarose gel during gel electrophoresis?,"The larger the fragment size, the farther it moves","The smaller the fragment size, the farther it moves",Positively charged fragments move to farther end,Negatively charged fragments do not move,B,2017,94,llm_flagged,llm=Biotechnology - Principles and Processes; kw_score=1 kw=General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,,90,,Attractants and rewards are required for,Anemophily,Entomophily,Hydrophily,Cleistogamy,B,2017,95,llm_flagged,llm=Sexual Reproduction in Flowering Plants; kw_score=0 kw=Unclassified,Unclassified
Biology,Anatomy of Flowering Plants,Anatomy of Flowering Plants,,90,,Which of the following is made up of dead cells?,Xylem parenchyma,Collenchyma,Phellem,Phloem,C,2017,96,llm_flagged,llm=Anatomy of Flowering Plants; kw_score=0 kw=Unclassified,Unclassified
Biology,Digestion and Absorption,Digestion and Absorption,,90,,Which cells of 'Crypts of Lieberkuhn' secrete antibacterial lysozyme?,Argentaffin cells,Paneth cells,Zymogen cells,Kupffer cells,B,2017,97,llm_flagged,llm=Digestion and Absorption; kw_score=1 kw=Biological Classification,Biological Classification
Biology,Cell: The Unit of Life,Cell: The Unit of Life,,90,,Adult human RBCs are enucleate. Which of the following statement(s) is/are most appropriate explanation for this feature? (a) They do not need to reproduce (b) They are somatic cells (c) They do not metabolize (d) All their internal space is available for oxygen transport,Only (d),Only (a),"(a), (c) and (d)",(b) and (c),A,2017,98,llm_flagged,llm=Cell: The Unit of Life; kw_score=1 kw=Molecular Basis of Inheritance,Molecular Basis of Inheritance
Biology,Biological Classification,Biological Classification,,90,,"Which among the following are the smallest living cells, known without a definite cell wall, pathogenic to plants as well as animals and can survive without oxygen?",Bacillus,Pseudomonas,Mycoplasma,Nostoc,C,2017,101,llm_flagged,llm=Biological Classification; kw_score=1 kw=Cell: The Unit of Life,Cell: The Unit of Life
Biology,Biomolecules,Biomolecules,,90,,"Which one of the following statements is correct, with reference to enzymes?",Apoenzyme = Holoenzyme + Coenzyme,Holoenzyme = Apoenzyme + Coenzyme,Coenzyme = Apoenzyme + Holoenzyme,Holoenzyme = Coenzyme + Cofactor,B,2017,103,llm_flagged,llm=Biomolecules; kw_score=1 kw=Biomolecules,Biomolecules
Biology,Biomolecules,Biomolecules,,90,,Which of the following are not polymeric?,Nucleic acids,Proteins,Polysaccharides,Lipids,D,2017,105,llm_flagged,llm=Biomolecules; kw_score=2 kw=Biomolecules [boundary],Biomolecules
Biology,Biodiversity and Conservation,Biodiversity and Conservation,,90,,The region of Biosphere Reserve which is legally protected and where no human activity is allowed is known as,Core zone,Buffer zone,Transition zone,Restoration zone,A,2017,106,llm_flagged,llm=Biodiversity and Conservation; kw_score=1 kw=General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements
Biology,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,,90,,A dioecious flowering plant prevents both:,Autogamy and xenogamy,Autogamy and geitonogamy,Geitonogamy and xenogamy,Cleistogamy and xenogamy,B,2017,107,llm_flagged,llm=Sexual Reproduction in Flowering Plants; kw_score=0 kw=Unclassified,Unclassified
Biology,Chemical Coordination and Integration,Chemical Coordination and Integration,,90,,A temporary endocrine gland in the human body is,Pineal gland,Corpus cardiacum,Corpus luteum,Corpus allatum,C,2017,108,llm_flagged,llm=Chemical Coordination and Integration; kw_score=1 kw=Environmental Chemistry,Environmental Chemistry
Biology,Human Health and Disease,Human Health and Disease,,90,,Match the following sexually transmitted diseases (Column - I) with their causative agent (Column - II) and select the correct option. Column - I Column- II (a) Gonorrhea (i) HIV (b) Syphilis (ii) Neisseria (c) Genital Warts (iii) Treponema (d) AIDS (iv) Human Papilloma virus Options : (a) (b) (c) (d),(ii) (iii) (iv) (i),(iii) (iv) (i) (ii),(iv) (ii) (iii) (i),(iv) (iii) (ii) (i),A,2017,109,llm_flagged,llm=Human Health and Disease; kw_score=1 kw=Biological Classification,Biological Classification
Biology,Human Health and Disease,Human Health and Disease,,90,,Transplantation of tissues/organs fails often due to non-acceptance by the patient's body. Which type of immune-response is responsible for such rejections?,Autoimmune response,Cell-mediated immune response,Hormonal immune response,Physiological immune response,B,2017,110,llm_flagged,llm=Human Health and Disease; kw_score=1 kw=Environmental Chemistry,Environmental Chemistry
Biology,Biological Classification,Biological Classification,,90,,An example of colonial alga is,Chlorella,Volvox,Ulothrix,Spirogyra,B,2017,112,llm_flagged,llm=Biological Classification; kw_score=1 kw=General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements
Biology,Biological Classification,Biological Classification,,90,,Which of the following represents order of 'Horse'?,Equidae,Perissodactyla,Caballus,Ferus,B,2017,113,llm_flagged,llm=Biological Classification; kw_score=0 kw=Unclassified,Unclassified
Biology,Biotechnology and its Applications,Biotechnology and its Applications,,90,,The process of separation and purification of expressed protein before marketing is called,Upstream processing,Downstream processing,Bioprocessing,Postproduction processing,B,2017,115,llm_flagged,llm=Biotechnology and its Applications; kw_score=1 kw=Biomolecules,Biomolecules
Biology,Organisms and Populations,Organisms and Populations,,90,,Mycorrhizae are the example of,Fungistasis,Amensalism,Antibiosis,Mutualism,D,2017,116,llm_flagged,llm=Organisms and Populations; kw_score=1 kw=Biological Classification,Biological Classification
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,90,,Root hairs develop from the region of,Maturation,Elongation,Root cap,Meristematic activity,A,2017,118,llm_flagged,llm=Morphology of Flowering Plants; kw_score=1 kw=Anatomy of Flowering Plants,Anatomy of Flowering Plants
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,90,,Coconut fruit is a,Drupe,Berry,Nut,Capsule,A,2017,119,llm_flagged,llm=Morphology of Flowering Plants; kw_score=0 kw=Unclassified,Unclassified
Biology,Morphology of Flowering Plants,Morphology of Flowering Plants,,90,,Plants which produce characterstic pneumatophores and show vivipary belong to,Mesophytes,Halophytes,Psammophytes,Hydrophytes,B,2017,120,llm_flagged,llm=Morphology of Flowering Plants; kw_score=1 kw=General Principles and Processes of Isolation of Elements,General Principles and Processes of Isolation of Elements
Biology,Plant Kingdom,Plant Kingdom,,90,,Select the mismatch :,Pinus – Dioecious,Cycas – Dioecious,Salvinia – Heterosporous,Equisetum – Homosporous,A,2017,122,llm_flagged,llm=Plant Kingdom; kw_score=0 kw=Unclassified,Unclassified
Biology,Anatomy of Flowering Plants,Anatomy of Flowering Plants,,90,,Which of the following facilitates opening of stomatal aperture?,Contraction of outer wall of guard cells,Decrease in turgidity of guard cells,Radial orientation of cellulose microfibrils in the cell wall of guard cells,Longitudinal orientation of cellulose microfibrils in the cell wall of guard cells,C,2017,123,llm_flagged,llm=Anatomy of Flowering Plants; kw_score=1 kw=Cell: The Unit of Life,Cell: The Unit of Life
